mlbam,fgid,name,war,ip,gs,g
669373,22267,Tarik Skubal,5.88992,199.765,32.0,32.0
676979,27463,Garrett Crochet,5.58995,192.855,32.0,32.0
666142,21846,Cole Ragans,4.0662,172.018,29.16,29.16
594798,10954,Jacob deGrom,4.04917,174.797,29.16,29.16
543243,12768,Sonny Gray,3.88201,181.357,30.78,30.78
656302,18525,Dylan Cease,3.75627,177.809,30.78,30.78
664285,17295,Framber Valdez,3.72661,190.384,30.78,30.78
608331,13743,Max Fried,3.69452,189.434,30.78,30.78
686613,25880,Hunter Brown,3.58463,184.176,30.78,30.78
543135,9132,Nathan Eovaldi,3.35654,174.547,29.16,29.16
657746,21390,Joe Ryan,3.32575,172.8,29.16,29.16
693433,30279,Bryan Woo,3.30665,195.095,32.0,32.0
624133,17277,Ranger Suarez,3.25669,171.504,29.16,29.16
656876,25385,Drew Rasmussen,3.23899,171.003,30.78,30.78
663556,21483,Shane McClanahan,3.22591,142.175,24.3,24.3
669302,22250,Logan Gilbert,3.18058,166.486,29.16,29.16
669923,25436,George Kirby,3.16757,178.218,30.78,30.78
680694,24586,Kyle Bradish,3.04422,154.145,27.54,27.54
667755,22100,José Soriano,3.02373,177.273,30.78,30.78
592332,14107,Kevin Gausman,2.92975,185.401,30.78,30.78
669022,22201,MacKenzie Gore,2.70611,161.264,29.16,29.16
656427,17479,Jack Flaherty,2.58915,163.146,29.16,29.16
579328,20633,Yusei Kikuchi,2.57217,177.726,30.78,30.78
664074,17920,Cody Ponce,2.3824,154.812,22.68,43.68
622491,15689,Luis Castillo,2.38011,181.473,30.78,30.78
676440,30134,Tanner Bibee,2.31147,182.086,30.78,30.78
607074,16137,Carlos Rodón,2.29046,161.648,27.54,27.54
686752,26221,Ryan Pepiot,2.28103,156.361,27.54,27.54
663460,21455,Kris Bubic,2.24184,149.332,24.3,34.3
663554,20492,Casey Mize,2.15979,150.592,27.54,27.54
680570,24492,Grayson Rodriguez,2.1282,119.685,21.06,21.06
669432,22286,Trevor Rogers,2.02565,158.822,27.54,27.54
669456,19427,Shane Bieber,2.01199,123.834,19.44,31.44
641927,21224,Bailey Ober,2.00843,159.594,27.54,27.54
571927,13361,Steven Matz,2.00099,137.556,22.68,34.68
543037,13125,Gerrit Cole,1.9872,134.18,22.68,22.68
668909,30122,Gavin Williams,1.97732,177.33,30.78,30.78
672282,27468,Reid Detmers,1.9675,150.721,24.3,36.3
702056,35456,Trey Yesavage,1.9639,132.524,21.06,35.06
605135,12304,Chris Bassitt,1.94546,179.374,29.16,37.16
608379,14078,Michael Wacha,1.94019,170.047,29.16,29.16
671737,22543,Taj Bradley,1.84391,145.429,24.3,36.3
669358,22264,Shane Baz,1.84206,158.884,27.54,27.54
678394,23920,Brayan Bello,1.83688,156.091,27.54,27.54
681343,31687,Shane Smith,1.80458,168.339,29.16,29.16
622663,15890,Luis Severino,1.80214,172.823,29.16,29.16
605488,17677,Jeffrey Springs,1.78295,166.053,29.16,29.16
837227,37124,Tatsuya Imai,1.7607,152.928,25.92,25.92
607625,12447,Seth Lugo,1.73925,161.288,27.54,27.54
681347,24728,Mike Burrows,1.69471,146.237,25.92,33.92
434378,8700,Justin Verlander,1.64051,143.292,25.92,25.92
677958,31843,Kumar Rocker,1.60504,137.846,22.68,38.68
641743,20387,Anthony Kay,1.59548,140.042,21.06,41.06
693645,32095,Cam Schlittler,1.59332,126.418,22.68,22.68
621107,13774,Zach Eflin,1.5831,155.909,25.92,35.92
683004,30146,Jack Leiter,1.57741,149.683,27.54,27.54
702070,30184,Noah Cameron,1.55775,148.366,25.92,25.92
805673,31827,Zebby Matthews,1.47773,105.339,16.2,34.2
680573,24494,Simeon Woods Richardson,1.47328,149.778,25.92,35.92
682052,25098,Jacob Lopez,1.46161,124.034,22.68,22.68
800048,31986,Parker Messick,1.44777,138.391,24.3,24.3
701542,30182,Will Warren,1.43731,133.902,21.06,43.06
676282,23335,Joey Cantillo,1.4068,148.827,21.06,54.06
677960,23796,Ryan Weathers,1.38383,124.313,19.44,37.44
682243,29837,Bryce Miller,1.3827,143.442,25.92,25.92
607259,12730,Nick Martinez,1.36005,144.26,21.06,47.06
663436,21448,Davis Martin,1.33912,159.071,27.54,27.54
453286,3137,Max Scherzer,1.33757,117.348,17.82,37.82
650644,19479,Aaron Civale,1.29082,133.718,24.3,24.3
813349,33666,Connelly Early,1.26644,76.6379,9.72,31.72
691799,33927,Grant Taylor,1.26407,93.7429,3.24,79.24
621121,14120,Lance McCullers Jr.,1.20735,120.459,19.44,37.44
643377,20253,Griffin Jax,1.17819,68.0,0.0,68.0
677944,27500,Slade Cecconi,1.15793,157.398,27.54,27.54
670912,22487,Johan Oviedo,1.13597,102.22,11.34,51.34
669372,27889,J.T. Ginn,1.12483,86.4178,9.72,43.72
663776,19447,Patrick Sandoval,1.12269,85.726,9.72,41.72
693855,27932,Ian Seymour,1.08356,112.188,14.58,44.58
621244,14168,José Berríos,1.07248,119.073,14.58,50.58
671212,29608,Joe Boyle,1.05872,90.9629,12.96,34.96
671922,27867,Cade Smith,1.05468,70.0,0.0,70.0
547973,10233,Aroldis Chapman,0.999419,62.0,0.0,62.0
623454,15130,Drew Anderson,0.992968,85.702,4.86,62.86
806960,32227,Luis Morales,0.992807,122.969,19.44,33.44
650556,16609,Bryan Abreu,0.950231,68.0,0.0,68.0
680732,29878,Sean Burke,0.921081,142.05,25.92,25.92
665152,19350,Dean Kremer,0.910212,114.886,16.2,40.2
664299,17606,Cristian Javier,0.896754,157.49,27.54,27.54
623352,14212,Josh Hader,0.859996,61.0,0.0,61.0
696270,35325,Ryan Johnson,0.846418,71.404,9.72,25.72
671106,27589,Logan Allen,0.84003,114.043,19.44,27.44
664076,17897,Garrett Cleavinger,0.834966,65.0,0.0,65.0
690953,27756,Mick Abel,0.820335,137.795,22.68,36.68
670280,19569,David Bednar,0.811555,65.0,0.0,65.0
676477,20191,Garrett Whitlock,0.808935,70.0,0.0,70.0
701581,30056,David Festa,0.796073,57.1723,6.48,28.48
656546,17432,Jeff Hoffman,0.783227,63.0,0.0,63.0
676684,19769,Will Vest,0.775392,68.0,0.0,68.0
662253,20373,Andrés Muñoz,0.762268,64.0,0.0,64.0
686973,27691,Louis Varland,0.756958,67.0,0.0,67.0
518585,7048,Fernando Cruz,0.723396,61.0,0.0,61.0
455119,11847,Chris Martin,0.7112,55.0,0.0,55.0
661563,21052,Luis Gil,0.689792,92.4703,11.34,41.34
680802,24621,Ryan Weiss,0.660409,86.17,8.1,48.1
666374,25756,Matt Brash,0.656982,63.0,0.0,63.0
664854,18138,Ryan Helsley,0.655733,64.0,0.0,64.0
621381,13799,Matt Strahm,0.653645,66.0,0.0,66.0
641329,19804,Bryan Baker,0.606966,63.0,0.0,63.0
663568,21487,Stephen Kolek,0.585394,74.7699,8.1,36.1
678606,24017,Jose A. Ferrer,0.58525,70.0,0.0,70.0
666808,21992,Camilo Doval,0.570155,64.0,0.0,64.0
695611,sa3034986,Gage Jump,0.565403,55.404,9.72,9.72
668674,19360,Lucas Erceg,0.554435,64.0,0.0,64.0
686563,31730,Jonathan Cannon,0.541674,110.489,14.58,45.58
607200,17425,Erick Fedde,0.540058,108.032,17.82,27.82
676710,20531,Kutter Crawford,0.533383,61.0714,4.86,38.86
642100,17170,Gabe Speier,0.530477,58.0,0.0,58.0
676395,23363,Robert Garcia,0.524195,64.0,0.0,64.0
622554,19249,Seranthony Domínguez,0.523272,63.0,0.0,63.0
656641,21306,Jacob Latz,0.521519,89.1683,8.1,52.1
643410,15551,Mark Leiter Jr.,0.512915,64.0,0.0,64.0
687570,sa3020808,Connor Prielipp,0.509654,61.702,4.86,38.86
519141,11426,Drew Pomeranz,0.50423,56.0,0.0,56.0
670955,20539,Edwin Uceta,0.49349,56.0,0.0,56.0
674003,27597,Cody Bradford,0.492707,68.5533,6.48,38.48
621112,14739,Paul Blackburn,0.480175,61.8424,1.62,54.62
681293,29921,Spencer Arrighetti,0.477523,85.1013,12.96,26.96
690829,31461,Ben Joyce,0.476751,48.0,0.0,48.0
663485,21461,Cole Sands,0.469442,68.0,0.0,68.0
687911,25890,Bryan King,0.464043,67.0,0.0,67.0
675512,31807,Troy Melton,0.454392,53.311,3.24,38.24
665622,21649,Luis Medina,0.44803,78.0707,6.48,48.48
663947,26231,Tyler Holton,0.445778,72.0,0.0,72.0
554340,12095,Yimi García,0.437432,56.0,0.0,56.0
656756,16511,Jordan Montgomery,0.432417,48.2393,6.48,18.48
605447,16122,Jordan Romano,0.427044,60.0,0.0,60.0
656794,16943,Sean Newcomb,0.424755,66.0,0.0,66.0
673929,29950,Jordan Leasure,0.420581,64.0,0.0,64.0
686580,25648,Justin Slaten,0.417903,61.0,0.0,61.0
801139,35466,Payton Tolle,0.416325,34.9371,4.86,12.86
640448,15009,Kyle Finnegan,0.415227,64.0,0.0,64.0
666974,25911,Yennier Cano,0.404455,60.0,0.0,60.0
573124,13449,Taylor Rogers,0.393196,61.0,0.0,61.0
663893,21574,Brendon Little,0.386632,54.0,0.0,54.0
681892,24993,Kody Funderburk,0.377701,65.0,0.0,65.0
543056,13293,Danny Coulombe,0.375296,55.0,0.0,55.0
657376,19899,Clarke Schmidt,0.367599,32.0014,3.24,17.24
608650,13932,Dietrich Enns,0.366201,62.0,0.0,62.0
