mlbam,fgid,name,war,ip,gs,g
543037,13125,Gerrit Cole,2.370336734983203,74.0,12.0,12.0
594798,10954,Jacob deGrom,1.9153855770679649,68.0,11.0,11.0
544931,10131,Stephen Strasburg,1.9050878384550647,68.0,11.0,11.0
608337,15474,Lucas Giolito,1.8935545726125722,65.0,11.0,11.0
519242,10603,Chris Sale,1.8586300279100902,61.0,10.0,10.0
453286,3137,Max Scherzer,1.8151632305148448,64.0,10.0,10.0
434378,8700,Justin Verlander,1.8139529689032574,70.0,11.0,11.0
592789,11762,Noah Syndergaard,1.7966245480111496,69.0,11.0,11.0
622663,15890,Luis Severino,1.7957150872775922,62.0,10.0,10.0
669456,19427,Shane Bieber,1.7709605574754617,72.0,11.0,12.0
656427,17479,Jack Flaherty,1.6988372756347256,70.0,12.0,12.0
545333,12703,Trevor Bauer,1.5396541194332014,70.0,11.0,11.0
621111,19374,Walker Buehler,1.5082062409055668,62.0,11.0,11.0
608566,15038,Germán Márquez,1.50308917807365,67.0,11.0,11.0
605400,16149,Aaron Nola,1.4972545710923413,72.0,12.0,12.0
477132,2036,Clayton Kershaw,1.4826459429694883,62.0,10.0,10.0
647336,18383,Michael Soroka,1.4154164636789512,65.0,11.0,11.0
571578,9323,Patrick Corbin,1.4124678213317878,68.0,11.0,11.0
622491,15689,Luis Castillo,1.4025424131325865,65.0,11.0,11.0
450203,4676,Charlie Morton,1.3879716882454045,59.0,10.0,10.0
605483,13543,Blake Snell,1.3821667707545036,50.0,10.0,10.0
506433,13074,Yu Darvish,1.320249360666239,57.0,10.0,10.0
458681,2520,Lance Lynn,1.3033624031924544,64.0,11.0,11.0
621244,14168,José Berríos,1.2933686769830137,70.0,12.0,12.0
543243,12768,Sonny Gray,1.2799688555793851,59.0,10.0,10.0
572020,11828,James Paxton,1.2709190492133264,53.0,10.0,10.0
554430,10310,Zack Wheeler,1.2704070419498321,66.0,11.0,11.0
446372,2429,Corey Kluber,1.2552004024167704,54.0,9.0,9.0
571510,15440,Matthew Boyd,1.2527000887875217,64.0,11.0,11.0
605182,12808,Mike Clevinger,1.1992948803543906,54.0,10.0,10.0
573186,13431,Marcus Stroman,1.1888456596626535,63.0,11.0,11.0
592332,14107,Kevin Gausman,1.1595645053392174,56.0,10.0,10.0
425844,1943,Zack Greinke,1.154700012348287,67.0,11.0,11.0
543294,12049,Kyle Hendricks,1.1459057895207123,63.0,11.0,11.0
