mlbam,fgid,name,war,ip,gs,g
543037,13125,Gerrit Cole,5.143891174275346,198.60830688476562,32.0,32.0
669203,19361,Corbin Burnes,4.421043892650144,174.1280059814453,29.15999984741211,29.15999984741211
453286,3137,Max Scherzer,4.298413405909509,188.98460388183594,30.780000686645508,30.780000686645508
669456,19427,Shane Bieber,4.280495488136483,192.97300720214844,30.780000686645508,30.780000686645508
594798,10954,Jacob deGrom,4.123510176344842,114.10070037841797,19.440000534057617,19.440000534057617
554430,10310,Zack Wheeler,3.8836928320621635,192.6790008544922,30.780000686645508,30.780000686645508
607074,16137,Carlos Rodón,3.612371891096874,166.07249450683594,29.15999984741211,29.15999984741211
543135,9132,Nathan Eovaldi,3.556182145495188,182.78050231933594,30.780000686645508,30.780000686645508
605400,16149,Aaron Nola,3.531669220581902,191.96670532226562,32.0,32.0
592662,11486,Robbie Ray,3.5133752328835923,191.47579956054688,32.0,32.0
608337,15474,Lucas Giolito,3.5045016794964274,194.0872039794922,32.0,32.0
605540,16162,Brandon Woodruff,3.480775616267427,187.15069580078125,30.780000686645508,30.780000686645508
434378,8700,Justin Verlander,3.370713049961894,175.40750122070312,29.15999984741211,29.15999984741211
593958,13164,Eduardo Rodriguez,3.2716225971945185,184.95339965820312,32.0,32.0
664285,17295,Framber Valdez,3.2267797549145807,190.8092041015625,30.780000686645508,30.780000686645508
657277,17995,Logan Webb,3.146011762003934,181.56849670410156,30.780000686645508,30.780000686645508
656302,18525,Dylan Cease,3.0887419465423136,172.63330078125,30.780000686645508,30.780000686645508
450203,4676,Charlie Morton,3.087734261881549,169.11700439453125,29.15999984741211,29.15999984741211
621244,14168,José Berríos,3.0580623736950403,195.55799865722656,32.0,32.0
621111,19374,Walker Buehler,3.0541698923101697,198.2801055908203,32.0,32.0
592332,14107,Kevin Gausman,3.04479883122255,188.2469024658203,32.0,32.0
660271,19755,Shohei Ohtani,3.027127940289333,164.8784942626953,27.540000915527344,27.540000915527344
593423,14309,Frankie Montas,2.978635923631705,184.87049865722656,30.780000686645508,30.780000686645508
640455,15873,Sean Manaea,2.967546225561033,178.91290283203125,30.780000686645508,30.780000686645508
645261,18684,Sandy Alcantara,2.938242739641401,199.94850158691406,32.0,32.0
622491,15689,Luis Castillo,2.8169827402124494,172.39390563964844,29.15999984741211,29.15999984741211
608331,13743,Max Fried,2.694358108687186,184.58160400390625,30.780000686645508,30.780000686645508
607644,16269,John Means,2.6660719133219075,171.5178985595703,29.15999984741211,29.15999984741211
641154,17085,Pablo López,2.6526798517356904,166.1654052734375,29.15999984741211,29.15999984741211
477132,2036,Clayton Kershaw,2.652089376468642,151.0225067138672,25.920000076293945,25.920000076293945
605397,12970,Joe Musgrove,2.5669935854224275,182.35360717773438,30.780000686645508,30.780000686645508
642547,18679,Freddy Peralta,2.5242116378764834,163.10760498046875,29.15999984741211,29.15999984741211
663556,21483,Shane McClanahan,2.4838166209524455,159.0222930908203,27.540000915527344,27.540000915527344
608566,15038,Germán Márquez,2.465878539501821,193.25570678710938,32.0,32.0
506433,13074,Yu Darvish,2.4492936626252053,168.8603057861328,29.15999984741211,29.15999984741211
656756,16511,Jordan Montgomery,2.4261648835762926,164.2436981201172,29.15999984741211,29.15999984741211
669432,22286,Trevor Rogers,2.4018557345160843,153.98399353027344,27.540000915527344,27.540000915527344
656629,17282,Michael Kopech,2.3985055467112324,126.91999816894531,19.440000534057617,39.439998626708984
628711,14765,Julio Urías,2.367590767999819,179.902099609375,30.780000686645508,30.780000686645508
458681,2520,Lance Lynn,2.363182422931091,131.30299377441406,22.68000030517578,22.68000030517578
519242,10603,Chris Sale,2.3604793420508123,108.19490051269531,19.440000534057617,19.440000534057617
605135,12304,Chris Bassitt,2.3255918140328515,182.75990295410156,30.780000686645508,30.780000686645508
641816,16358,Tyler Mahle,2.2584828011303424,178.83180236816406,30.780000686645508,30.780000686645508
547943,14444,Hyun Jin Ryu,2.24671865722406,167.5718994140625,29.15999984741211,29.15999984741211
592351,14916,Jon Gray,2.20902141046278,177.84649658203125,30.780000686645508,30.780000686645508
656557,19879,Tanner Houck,2.2059056764726748,143.1721954345703,24.299999237060547,32.29999923706055
663776,19447,Patrick Sandoval,2.1598217484651596,147.3867950439453,25.920000076293945,25.920000076293945
592789,11762,Noah Syndergaard,2.125751747122981,162.71730041503906,27.540000915527344,27.540000915527344
543243,12768,Sonny Gray,2.12333628608601,168.94830322265625,29.15999984741211,29.15999984741211
669373,22267,Tarik Skubal,2.0838313508806015,149.35040283203125,27.540000915527344,27.540000915527344
601713,15454,Nick Pivetta,2.077640787473069,165.04379272460938,29.15999984741211,29.15999984741211
605483,13543,Blake Snell,2.0721609612356326,135.28919982910156,25.920000076293945,25.920000076293945
666201,26410,Alek Manoah,2.0511205183474255,146.73309326171875,25.920000076293945,25.920000076293945
677651,23735,Luis Garcia,2.0246693810841196,168.497802734375,29.15999984741211,29.15999984741211
