mlbam,fgid,name,war,pa
545361,10155,Mike Trout,8.223689304139725,634.0
592178,15429,Kris Bryant,6.27446452156855,645.0
518626,5038,Josh Donaldson,5.960500742742405,615.2999877929688
596019,12916,Francisco Lindor,5.864545191598854,658.4000244140625
547180,11579,Bryce Harper,5.790617974263367,593.2999877929688
519317,4949,Giancarlo Stanton,5.714930416871383,582.7999877929688
605141,13611,Mookie Betts,5.584172800591274,652.7000122070312
592518,11493,Manny Machado,5.493350822848043,644.5
621043,14162,Carlos Correa,5.361388432479337,597.7000122070312
608369,13624,Corey Seager,5.318597303767151,609.5
571448,9777,Nolan Arenado,4.998489500537815,637.0
519203,3473,Anthony Rizzo,4.822045188574745,632.9000244140625
457763,9166,Buster Posey,4.529701576626366,537.7000122070312
543685,12861,Anthony Rendon,4.517113829144133,578.4000244140625
608070,13510,José Ramírez,4.497091904320657,634.5
502671,9218,Paul Goldschmidt,4.3162067049250155,637.2000122070312
514888,5417,Jose Altuve,4.3125012700452485,653.2000122070312
543807,12856,George Springer,4.257525903166864,610.0999755859375
457759,5235,Justin Turner,4.226894888402004,533.7000122070312
458015,4314,Joey Votto,4.186157420493799,639.2999877929688
592885,11477,Christian Yelich,4.161636564457276,646.9000244140625
518692,5361,Freddie Freeman,4.070025698296318,604.7000122070312
607208,16252,Trea Turner,4.024185437144951,623.0
542303,10324,Marcell Ozuna,3.9755495762278024,603.9000244140625
572821,9810,Brian Dozier,3.834036905176798,651.9000244140625
596142,11442,Gary Sánchez,3.8323089556735894,503.20001220703125
592450,15640,Aaron Judge,3.8223213654346093,614.0
595281,11038,Kevin Kiermaier,3.808400305504237,626.4000244140625
608324,17678,Alex Bregman,3.6948134689999828,626.5
656555,16472,Rhys Hoskins,3.458629641643663,597.5
572122,9785,Kyle Seager,3.436830756164922,606.9000244140625
592743,10847,Andrelton Simmons,3.366878035627937,566.5999755859375
624577,14225,Yasiel Puig,3.297179945593407,520.7000122070312
624424,16376,Michael Conforto,3.2387465158618167,483.8999938964844
446334,9368,Evan Longoria,3.225248194308603,611.4000244140625
593428,12161,Xander Bogaerts,3.216740363893449,586.5
608365,14106,Addison Russell,3.185026085620427,504.79998779296875
474832,10264,Brandon Belt,3.126108671592566,559.7000122070312
543063,5343,Brandon Crawford,3.082641676977187,577.0
502054,2967,Tommy Pham,3.0720684293447977,575.2000122070312
446359,2616,Zack Cozart,3.030831244113325,507.3999938964844
429664,3269,Robinson Canó,3.0158319105683473,632.0999755859375
592663,11739,J.T. Realmuto,2.9986506497744685,521.2999877929688
621439,14161,Byron Buxton,2.997808612256139,570.4000244140625
575929,11609,Willson Contreras,2.9946856427927235,490.5
456715,9077,Lorenzo Cain,2.986273580171909,592.7999877929688
572041,9256,AJ Pollock,2.9815370729335786,559.4000244140625
457705,9847,Andrew McCutchen,2.9393298195705055,635.5999755859375
