mlbam,fgid,name,war,ip,gs,g
675911,27498,Spencer Strider,4.87362294415267,184.80160522460938,30.780000686645508,30.780000686645508
554430,10310,Zack Wheeler,4.6606133899465725,197.4420928955078,32.0,32.0
592332,14107,Kevin Gausman,4.430696650568183,193.297607421875,32.0,32.0
641154,17085,Pablo López,4.201522374632866,193.26589965820312,32.0,32.0
657277,17995,Logan Webb,4.178959907467462,201.37680053710938,32.0,32.0
605400,16149,Aaron Nola,4.161029181309734,195.10670471191406,32.0,32.0
664285,17295,Framber Valdez,4.1403026564927,195.4971923828125,30.780000686645508,30.780000686645508
669373,22267,Tarik Skubal,4.112698548986403,171.18479919433594,29.15999984741211,29.15999984741211
607192,14374,Tyler Glasnow,3.786472352177952,153.33889770507812,25.920000076293945,25.920000076293945
668678,19291,Zac Gallen,3.635931623496849,196.30990600585938,32.0,32.0
621107,13774,Zach Eflin,3.454430310302407,183.96609497070312,30.780000686645508,30.780000686645508
666200,19959,Jesús Luzardo,3.444514949109661,180.77720642089844,30.780000686645508,30.780000686645508
608331,13743,Max Fried,3.4309199718829113,184.57960510253906,30.780000686645508,30.780000686645508
669923,25436,George Kirby,3.341734754582836,191.48240661621094,32.0,32.0
669203,19361,Corbin Burnes,3.277676050930655,197.1739044189453,32.0,32.0
642547,18679,Freddy Peralta,3.2628463583314096,168.09080505371094,29.15999984741211,29.15999984741211
657006,17312,Justin Steele,3.2616710157176696,181.1103057861328,30.780000686645508,30.780000686645508
808967,33825,Yoshinobu Yamamoto,3.2471478743666093,176.34860229492188,29.15999984741211,29.15999984741211
607074,16137,Carlos Rodón,3.195161754055719,166.27650451660156,29.15999984741211,29.15999984741211
622491,15689,Luis Castillo,3.1793154450496566,194.9217987060547,32.0,32.0
684007,33829,Shota Imanaga,3.1153570042392578,177.87600708007812,29.15999984741211,29.15999984741211
605483,13543,Blake Snell,3.094900983673066,167.14590454101562,29.15999984741211,29.15999984741211
543243,12768,Sonny Gray,3.0358430143741444,180.1392059326172,30.780000686645508,30.780000686645508
680570,24492,Grayson Rodriguez,2.9243098659463986,174.90469360351562,30.780000686645508,30.780000686645508
669456,19427,Shane Bieber,2.904530093248859,192.76809692382812,30.780000686645508,30.780000686645508
519242,10603,Chris Sale,2.8762921437475453,149.85110473632812,27.540000915527344,27.540000915527344
656756,16511,Jordan Montgomery,2.8609417793233614,168.90890502929688,29.15999984741211,29.15999984741211
656302,18525,Dylan Cease,2.8308465477305504,178.46749877929688,30.780000686645508,30.780000686645508
657746,21390,Joe Ryan,2.7923163624787097,178.56080627441406,30.780000686645508,30.780000686645508
656605,17594,Mitch Keller,2.686586348376773,190.09080505371094,32.0,32.0
605397,12970,Joe Musgrove,2.666234808991094,171.66600036621094,29.15999984741211,29.15999984741211
506433,13074,Yu Darvish,2.665161278683974,170.8614959716797,29.15999984741211,29.15999984741211
666157,26378,Nick Lodolo,2.6634543826474366,139.04379272460938,22.68000030517578,35.68000030517578
668881,22182,Hunter Greene,2.65946119878482,158.8491973876953,27.540000915527344,27.540000915527344
676272,27483,Bobby Miller,2.6383953567234295,150.64700317382812,25.920000076293945,25.920000076293945
666142,21846,Cole Ragans,2.627699667372033,177.37229919433594,29.15999984741211,29.15999984741211
678394,23920,Brayan Bello,2.6186027285697655,182.2418975830078,30.780000686645508,30.780000686645508
669302,22250,Logan Gilbert,2.5835278825286814,186.99850463867188,32.0,32.0
518876,11156,Merrill Kelly,2.5015792034686797,185.27969360351562,30.780000686645508,30.780000686645508
605135,12304,Chris Bassitt,2.4922454727742824,193.9055938720703,32.0,32.0
669084,22207,DL Hall,2.458418385778247,134.32009887695312,19.440000534057617,43.439998626708984
672282,27468,Reid Detmers,2.4387822661744645,177.0941925048828,30.780000686645508,30.780000686645508
502171,6562,Alex Cobb,2.375190672758616,134.14700317382812,24.299999237060547,24.299999237060547
621244,14168,José Berríos,2.3708572556386613,179.44740295410156,30.780000686645508,30.780000686645508
673540,31838,Kodai Senga,2.310940142303943,129.61920166015625,22.68000030517578,22.68000030517578
624133,17277,Ranger Suarez,2.2875017607445827,154.8708038330078,27.540000915527344,27.540000915527344
434378,8700,Justin Verlander,2.281666021883753,155.460205078125,25.920000076293945,25.920000076293945
666129,21844,Braxton Garrett,2.273368536054839,136.9927978515625,24.299999237060547,24.299999237060547
686613,25880,Hunter Brown,2.2555521111063586,133.28109741210938,22.68000030517578,30.68000030517578
593958,13164,Eduardo Rodriguez,2.249125866601609,137.4739990234375,24.299999237060547,24.299999237060547
573186,13431,Marcus Stroman,2.2457434299024124,169.9394989013672,29.15999984741211,29.15999984741211
579328,20633,Yusei Kikuchi,2.226330495095688,155.54359436035156,29.15999984741211,29.15999984741211
628317,18498,Kenta Maeda,2.1838893944375948,145.40530395507812,24.299999237060547,34.29999923706055
641927,21224,Bailey Ober,2.154128101250981,155.3115997314453,27.540000915527344,27.540000915527344
650633,19853,Michael King,2.1221766279054135,149.0883026123047,24.299999237060547,41.29999923706055
669022,22201,MacKenzie Gore,2.1207282280836353,151.75379943847656,27.540000915527344,27.540000915527344
663776,19447,Patrick Sandoval,2.11079094872811,165.664794921875,29.15999984741211,29.15999984741211
663903,25377,Brady Singer,2.08905997871679,169.33920288085938,29.15999984741211,29.15999984741211
691587,27768,Eury Pérez,2.0776065537753814,122.75379943847656,22.68000030517578,22.68000030517578
543135,9132,Nathan Eovaldi,2.0766003338411054,174.34170532226562,29.15999984741211,29.15999984741211
458681,2520,Lance Lynn,2.072011552482974,166.7281036376953,29.15999984741211,29.15999984741211
656288,19867,Griffin Canning,2.058053011220204,144.2333984375,25.920000076293945,25.920000076293945
601713,15454,Nick Pivetta,2.0552125099094347,173.42210388183594,29.15999984741211,35.15999984741211
607625,12447,Seth Lugo,2.0510359500242177,156.1968994140625,27.540000915527344,27.540000915527344
593423,14309,Frankie Montas,2.045455425071019,149.5843048095703,25.920000076293945,25.920000076293945
571927,13361,Steven Matz,2.0116157942543147,135.14500427246094,22.68000030517578,34.68000030517578
640455,15873,Sean Manaea,2.000917825440209,145.44000244140625,25.920000076293945,25.920000076293945
502043,10123,Kyle Gibson,1.9916982878280958,178.3520965576172,30.780000686645508,30.780000686645508
650644,19479,Aaron Civale,1.9676607353806426,147.7097930908203,25.920000076293945,25.920000076293945
572020,11828,James Paxton,1.9617473534152636,129.27980041503906,21.059999465942383,35.060001373291016
450203,4676,Charlie Morton,1.959501669053836,156.2017059326172,27.540000915527344,27.540000915527344
663855,19618,Jordan Hicks,1.9349902365062812,145.43179321289062,21.059999465942383,51.060001373291016
669358,22264,Shane Baz,1.9300835901236,116.79010009765625,19.440000534057617,27.440000534057617
641482,17874,Nestor Cortes,1.9051186905155904,141.95199584960938,24.299999237060547,30.299999237060547
592351,14916,Jon Gray,1.8955997899156576,165.9506072998047,29.15999984741211,29.15999984741211
571945,9803,Miles Mikolas,1.8887873030823554,183.57470703125,30.780000686645508,30.780000686645508
