mlbam,fgid,name,war,ip,gs,g
543037,13125,Gerrit Cole,5.749943744277681,182.0,30.0,30.0
554430,10310,Zack Wheeler,5.46565407492109,192.3332977294922,30.0,30.0
594798,10954,Jacob deGrom,4.891327346745613,130.0,22.0,22.0
669203,19361,Corbin Burnes,4.857959754823889,156.0,26.0,27.0
608337,15474,Lucas Giolito,4.571192469855993,174.3332977294922,30.0,30.0
621111,19374,Walker Buehler,4.532837915713738,189.3332977294922,32.0,32.0
605400,16149,Aaron Nola,4.427302284814489,184.6667022705078,32.0,32.0
453286,3137,Max Scherzer,4.315273981421133,169.3332977294922,28.0,28.0
605540,16162,Brandon Woodruff,4.261479932659541,157.6667022705078,27.0,28.0
622491,15689,Luis Castillo,4.155115177063188,180.3332977294922,31.0,31.0
645261,18684,Sandy Alcantara,4.121712311736426,194.3332977294922,32.0,32.0
628711,14765,Julio Urías,3.8984464868112845,167.0,29.0,32.0
669456,19427,Shane Bieber,3.84650756099799,139.0,23.0,23.0
543135,9132,Nathan Eovaldi,3.735424841138349,154.3332977294922,27.0,29.0
593958,13164,Eduardo Rodriguez,3.717563298338063,160.6667022705078,29.0,30.0
657277,17995,Logan Webb,3.6604989680796582,142.6667022705078,26.0,27.0
608566,15038,Germán Márquez,3.5917048473716653,173.3332977294922,30.0,30.0
608331,13743,Max Fried,3.5579713213438073,158.3332977294922,27.0,27.0
656302,18525,Dylan Cease,3.467507919162584,162.3332977294922,32.0,32.0
642547,18679,Freddy Peralta,3.3528749562006595,143.0,25.0,35.0
450203,4676,Charlie Morton,3.347813512575201,164.6667022705078,30.0,30.0
641816,16358,Tyler Mahle,3.3433938898669986,167.6667022705078,32.0,32.0
592332,14107,Kevin Gausman,3.329690709430063,164.6667022705078,29.0,29.0
605397,12970,Joe Musgrove,3.26286203119268,171.6667022705078,30.0,31.0
592662,11486,Robbie Ray,3.260145015732013,166.6667022705078,28.0,28.0
593423,14309,Frankie Montas,3.1728412459524353,170.3332977294922,30.0,30.0
592789,11762,Noah Syndergaard,3.1126479503294937,139.6667022705078,24.0,24.0
621244,14168,José Berríos,3.0850484208419275,185.3332977294922,31.0,31.0
669432,22286,Trevor Rogers,3.066133903647858,141.0,28.0,28.0
573186,13431,Marcus Stroman,2.907458871231014,170.0,31.0,31.0
545333,12703,Trevor Bauer,2.880997552826435,136.0,22.0,22.0
477132,2036,Clayton Kershaw,2.809249164092199,130.3332977294922,23.0,23.0
656756,16511,Jordan Montgomery,2.7003318566887358,140.3332977294922,27.0,27.0
640455,15873,Sean Manaea,2.661115478104187,156.3332977294922,28.0,28.0
622608,15488,Antonio Senzatela,2.6461553248438308,153.0,28.0,28.0
543243,12768,Sonny Gray,2.6358950391074285,141.3332977294922,27.0,27.0
607074,16137,Carlos Rodón,2.607645335396518,111.0,21.0,21.0
434378,8700,Justin Verlander,2.607254873734212,146.0,23.0,23.0
621121,14120,Lance McCullers Jr.,2.602229601035585,145.6667022705078,26.0,26.0
547943,14444,Hyun Jin Ryu,2.579883227514825,151.3332977294922,27.0,27.0
458681,2520,Lance Lynn,2.5761608128977334,149.3332977294922,26.0,27.0
607259,12730,Nick Martinez,2.5317563337302684,126.0,21.0,21.0
677651,23735,Luis Garcia,2.513375080335236,148.0,28.0,30.0
425844,1943,Zack Greinke,2.4667942746619507,159.3332977294922,28.0,28.0
506433,13074,Yu Darvish,2.4275108767097704,144.3332977294922,26.0,26.0
571578,9323,Patrick Corbin,2.4159561786092243,168.6667022705078,29.0,29.0
666120,19951,Ian Anderson,2.4103090786700143,139.6667022705078,28.0,28.0
544931,10131,Stephen Strasburg,2.386077865444833,115.33329772949219,20.0,20.0
660271,19755,Shohei Ohtani,2.3606104840500453,111.66670227050781,21.0,21.0
656427,17479,Jack Flaherty,2.2820838332557476,130.0,25.0,26.0
543101,13050,Anthony DeSclafani,2.275987322233308,151.3332977294922,29.0,29.0
605182,12808,Mike Clevinger,2.220010636721226,112.33329772949219,19.0,19.0
592351,14916,Jon Gray,2.2056729868369898,145.0,28.0,28.0
642232,16502,Ryan Yarbrough,2.205563370967928,146.0,18.0,29.0
605483,13543,Blake Snell,2.204571667763059,122.66670227050781,25.0,25.0
519242,10603,Chris Sale,2.1874054264014435,91.66670227050781,18.0,18.0
571510,15440,Matthew Boyd,2.1845312545982125,150.3332977294922,27.0,27.0
592791,11674,Jameson Taillon,2.1755626089915627,131.6667022705078,26.0,26.0
641154,17085,Pablo López,2.1585823691164205,113.0,23.0,23.0
666201,26410,Alek Manoah,2.1156418029615707,119.66670227050781,23.0,23.0
607192,14374,Tyler Glasnow,2.1148511515657753,89.0,15.0,15.0
622072,13781,Alex Wood,2.034030701340966,125.66670227050781,24.0,25.0
622663,15890,Luis Severino,2.019531381510141,97.0,17.0,18.0
664350,19680,Sixto Sánchez,1.9990027227626408,99.0,18.0,18.0
607644,16269,John Means,1.986666915349133,147.0,27.0,27.0
605135,12304,Chris Bassitt,1.9859326911385549,138.3332977294922,25.0,26.0
621107,13774,Zach Eflin,1.984714349719342,124.0,22.0,23.0
676879,23550,Aaron Ashby,1.947629836066661,112.66670227050781,19.0,38.0
458676,7882,Josh Lindblom,1.8915927373598065,118.66670227050781,20.0,26.0
489119,8779,Wade Miley,1.8828911067820793,143.0,26.0,26.0
663556,21483,Shane McClanahan,1.8598044068748552,126.0,25.0,26.0
663903,25377,Brady Singer,1.8527905832737397,139.3332977294922,29.0,29.0
669358,22264,Shane Baz,1.840727286820549,85.0,20.0,20.0
628317,18498,Kenta Maeda,1.8388837222477716,107.66670227050781,20.0,24.0
571927,13361,Steven Matz,1.8313374552556179,144.6667022705078,28.0,29.0
664353,18413,José Urquidy,1.8183304642401084,125.66670227050781,25.0,26.0
425794,2233,Adam Wainwright,1.803826941397087,162.3332977294922,27.0,27.0
630023,16401,Yonny Chirinos,1.793544224572157,131.6667022705078,19.0,27.0
543294,12049,Kyle Hendricks,1.7898169435626037,158.6667022705078,28.0,28.0
669373,22267,Tarik Skubal,1.749639565145207,148.3332977294922,29.0,31.0
664192,19320,Joey Lucchesi,1.7470309393949428,101.0,20.0,21.0
571760,15423,Andrew Heaney,1.7367650011746114,128.0,22.0,27.0
641540,19409,Dane Dunning,1.7272981361277826,109.66670227050781,23.0,25.0
615698,19312,Cal Quantrill,1.7024105509753333,154.0,28.0,28.0
601713,15454,Nick Pivetta,1.7013550269534383,143.6667022705078,27.0,32.0
663554,20492,Casey Mize,1.6713934138452222,148.0,30.0,30.0
664285,17295,Framber Valdez,1.6693761146718367,132.6667022705078,22.0,24.0
668678,19291,Zac Gallen,1.6676314623873372,135.6667022705078,25.0,25.0
607536,16256,Kyle Freeland,1.653753395344418,131.6667022705078,25.0,25.0
579328,20633,Yusei Kikuchi,1.6511625487833685,147.3332977294922,28.0,28.0
624133,17277,Ranger Suarez,1.6504899956247845,102.0,12.0,39.0
663978,20099,Chris Paddack,1.646437910739814,126.66670227050781,24.0,25.0
594835,15467,Marco Gonzales,1.6219283805845115,144.0,25.0,25.0
668881,22182,Hunter Greene,1.58097224870127,106.66670227050781,22.0,22.0
623167,13896,Chris Flexen,1.5803786982136196,158.3332977294922,28.0,31.0
669302,22250,Logan Gilbert,1.549624343847501,125.0,26.0,26.0
661403,21032,Emmanuel Clase,1.5309693848661465,69.66670227050781,0.0,71.0
663776,19447,Patrick Sandoval,1.5245247467137641,100.33329772949219,18.0,22.0
605513,16207,Spencer Turnbull,1.520616798725288,98.33329772949219,18.0,18.0
671162,25873,Connor Thomas,1.5067543677679256,127.33329772949219,19.0,28.0
663474,18000,Triston McKenzie,1.5036017654520082,129.0,27.0,29.0
641745,15734,Brad Keller,1.4848821581769016,144.0,26.0,26.0
502043,10123,Kyle Gibson,1.482660189769689,149.6667022705078,26.0,27.0
680570,24492,Grayson Rodriguez,1.4798704131602411,98.0,24.0,24.0
446372,2429,Corey Kluber,1.475930336587642,93.66670227050781,18.0,18.0
661563,21052,Luis Gil,1.4658557860219454,108.0,24.0,27.0
657746,21390,Joe Ryan,1.4419088276684424,96.33329772949219,20.0,21.0
593334,17149,Domingo Germán,1.427190228803388,108.33329772949219,19.0,24.0
641778,19316,Eric Lauer,1.423910182398724,126.33329772949219,23.0,27.0
501985,10021,Mike Minor,1.4110153134505128,152.3332977294922,27.0,27.0
623352,14212,Josh Hader,1.4100585651388986,61.66669845581055,0.0,59.0
572971,9434,Dallas Keuchel,1.3956882288841543,145.3332977294922,26.0,27.0
543606,6397,Jake Odorizzi,1.3956232926412462,118.0,25.0,26.0
656629,17282,Michael Kopech,1.3946148295266851,76.66670227050781,9.0,34.0
660623,20468,Huascar Ynoa,1.3934031471199424,104.33329772949219,20.0,23.0
641927,21224,Bailey Ober,1.3769355905045901,100.33329772949219,22.0,22.0
521230,3548,Liam Hendriks,1.3497197724510248,63.66669845581055,0.0,62.0
571945,9803,Miles Mikolas,1.3444310369021168,111.33329772949219,21.0,21.0
572020,11828,James Paxton,1.342275204789494,86.66670227050781,17.0,17.0
501381,5372,Michael Pineda,1.3419634173892734,109.0,21.0,22.0
628452,17130,Raisel Iglesias,1.337319417514797,64.33329772949219,0.0,61.0
669461,22294,Matthew Liberatore,1.335032464198972,119.33329772949219,18.0,22.0
552640,12828,Andrew Kittredge,1.3304026127573367,70.0,5.0,55.0
664141,17578,JT Brubaker,1.3262322444874517,115.0,22.0,23.0
592836,11836,Taijuan Walker,1.3260412303636506,132.0,25.0,26.0
642528,19753,Jonathan Loáisiga,1.3247814434793916,66.66670227050781,4.0,47.0
