mlbam,fgid,name,war,ip,gs,g
605400,16149,Aaron Nola,4.885931287137751,180.6999969482422,30.0,30.0
675911,27498,Spencer Strider,4.61170343457936,161.6999969482422,28.0,30.0
554430,10310,Zack Wheeler,4.502458458084515,172.0,29.0,29.0
657277,17995,Logan Webb,4.219313418980541,192.0,31.0,31.0
645261,18684,Sandy Alcantara,4.146766029147096,191.3000030517578,29.0,29.0
669203,19361,Corbin Burnes,4.128005152578213,179.3000030517578,30.0,30.0
808967,33825,Yoshinobu Yamamoto,4.000178305344473,171.3000030517578,26.0,26.0
641154,17085,Pablo López,3.8181060202172645,173.6999969482422,30.0,30.0
592332,14107,Kevin Gausman,3.7971280049923783,169.0,29.0,29.0
622491,15689,Luis Castillo,3.7758886759459322,176.3000030517578,30.0,30.0
543037,13125,Gerrit Cole,3.6103562705853935,186.3000030517578,30.0,30.0
621107,13774,Zach Eflin,3.4331387401468536,146.6999969482422,26.0,27.0
656302,18525,Dylan Cease,3.4181431434182556,168.3000030517578,30.0,30.0
669923,25436,George Kirby,3.3842092905436165,168.0,29.0,29.0
621111,19374,Walker Buehler,3.3777289705623437,154.3000030517578,25.0,25.0
664285,17295,Framber Valdez,3.2756849361923255,185.6999969482422,29.0,29.0
656756,16511,Jordan Montgomery,3.2131389883875894,169.3000030517578,29.0,29.0
663474,18000,Triston McKenzie,3.1237939410544953,155.0,25.0,26.0
628711,14765,Julio Urías,3.0905570889583935,146.0,26.0,27.0
673540,31838,Kodai Senga,3.0855021507479004,161.0,28.0,28.0
669456,19427,Shane Bieber,3.065854245545223,148.3000030517578,24.0,25.0
669302,22250,Logan Gilbert,3.037492605629951,182.3000030517578,31.0,31.0
684007,33829,Shota Imanaga,2.9797215261094134,137.0,25.0,25.0
605540,16162,Brandon Woodruff,2.921059362701227,119.69999694824219,22.0,22.0
676272,27483,Bobby Miller,2.889461797292788,137.3000030517578,26.0,26.0
666200,19959,Jesús Luzardo,2.873996854007622,153.0,27.0,28.0
660271,19755,Shohei Ohtani,2.867623640463985,139.3000030517578,24.0,24.0
605483,13543,Blake Snell,2.8600645654174235,158.3000030517578,29.0,29.0
663556,21483,Shane McClanahan,2.8460243343643583,135.0,24.0,24.0
668678,19291,Zac Gallen,2.8300445568952908,186.3000030517578,31.0,31.0
608331,13743,Max Fried,2.8166433773256934,129.3000030517578,23.0,23.0
642547,18679,Freddy Peralta,2.7658494412529384,151.6999969482422,28.0,29.0
605135,12304,Chris Bassitt,2.7573541635049317,171.3000030517578,28.0,28.0
656605,17594,Mitch Keller,2.722607174850422,166.3000030517578,29.0,29.0
691587,27768,Eury Pérez,2.6602087355613087,124.0,27.0,27.0
657746,21390,Joe Ryan,2.6572957968850366,150.3000030517578,27.0,27.0
694297,27782,Brandon Pfaadt,2.581362629493272,147.3000030517578,27.0,27.0
657006,17312,Justin Steele,2.5766519598743702,153.3000030517578,27.0,29.0
502171,6562,Alex Cobb,2.572795268268867,136.0,26.0,26.0
506433,13074,Yu Darvish,2.5700647878557588,145.3000030517578,24.0,24.0
671096,29911,Andrew Abbott,2.5432632068235987,143.0,29.0,29.0
593958,13164,Eduardo Rodriguez,2.5289667382966563,138.0,25.0,25.0
605397,12970,Joe Musgrove,2.524396320292923,141.3000030517578,24.0,24.0
608337,15474,Lucas Giolito,2.5212052679855956,161.6999969482422,29.0,29.0
607192,14374,Tyler Glasnow,2.506059086117702,118.30000305175781,22.0,22.0
669373,22267,Tarik Skubal,2.4613601039224093,103.69999694824219,21.0,21.0
607074,16137,Carlos Rodón,2.4612508611030792,114.30000305175781,22.0,22.0
680694,24586,Kyle Bradish,2.4207394336691133,155.3000030517578,29.0,29.0
621244,14168,José Berríos,2.4205632253026357,170.3000030517578,30.0,30.0
477132,2036,Clayton Kershaw,2.383714936367043,114.30000305175781,21.0,22.0
676440,30134,Tanner Bibee,2.3424323317062345,148.6999969482422,27.0,27.0
543243,12768,Sonny Gray,2.336333283899735,154.0,28.0,28.0
680570,24492,Grayson Rodriguez,2.31430812143265,141.6999969482422,28.0,28.0
641927,21224,Bailey Ober,2.306020182132266,144.6999969482422,28.0,28.0
453286,3137,Max Scherzer,2.29259580423094,135.6999969482422,24.0,24.0
665152,19350,Dean Kremer,2.2888619601565323,154.0,28.0,29.0
668881,22182,Hunter Greene,2.2786223197099655,133.6999969482422,27.0,27.0
678394,23920,Brayan Bello,2.2390806839474857,147.3000030517578,27.0,28.0
434378,8700,Justin Verlander,2.134315240916524,147.3000030517578,25.0,25.0
663776,19447,Patrick Sandoval,2.1339747514417047,141.6999969482422,26.0,27.0
668933,27552,Graham Ashcraft,2.0681522170384716,131.0,24.0,24.0
608566,15038,Germán Márquez,2.0654517287232164,136.3000030517578,24.0,24.0
666129,21844,Braxton Garrett,2.0627013821848763,136.6999969482422,26.0,27.0
592351,14916,Jon Gray,2.040901420433568,131.3000030517578,25.0,25.0
594798,10954,Jacob deGrom,2.024482298751849,65.30000305175781,12.0,12.0
677651,23735,Luis Garcia,2.0088624057008557,115.30000305175781,21.0,22.0
682243,29837,Bryce Miller,2.003003899376389,139.3000030517578,27.0,27.0
624133,17277,Ranger Suarez,2.002158682978214,134.3000030517578,24.0,28.0
641482,17874,Nestor Cortes,1.9924323902587389,102.69999694824219,18.0,21.0
663903,25377,Brady Singer,1.9654799599865254,143.0,25.0,26.0
670766,20038,Darren McCaughan,1.9546254285252262,129.6999969482422,22.0,24.0
689672,31967,Drew Thorpe,1.953754657803796,121.30000305175781,22.0,22.0
450203,4676,Charlie Morton,1.9490329225058427,149.6999969482422,27.0,27.0
686613,25880,Hunter Brown,1.944900945680805,135.3000030517578,23.0,28.0
672282,27468,Reid Detmers,1.941806030728835,136.6999969482422,26.0,26.0
670912,22487,Johan Oviedo,1.9337600610157741,149.0,27.0,31.0
650644,19479,Aaron Civale,1.8848926849669023,118.69999694824219,23.0,23.0
657376,19899,Clarke Schmidt,1.8684160807009138,130.6999969482422,25.0,29.0
671737,22543,Taj Bradley,1.8673441073957242,137.6999969482422,29.0,31.0
656876,25385,Drew Rasmussen,1.8553986505112747,90.69999694824219,17.0,22.0
518876,11156,Merrill Kelly,1.844369503763722,154.0,26.0,26.0
605488,17677,Jeffrey Springs,1.833531113121405,89.69999694824219,15.0,27.0
650911,20778,Cristopher Sánchez,1.8236173046307602,142.3000030517578,25.0,28.0
621121,14120,Lance McCullers Jr.,1.8160836462829644,104.69999694824219,19.0,19.0
686973,27691,Louis Varland,1.786356949091263,133.0,23.0,28.0
519242,10603,Chris Sale,1.7824989898102364,91.30000305175781,18.0,18.0
694813,27792,Gavin Stone,1.7802583831797532,115.0,21.0,26.0
527048,6902,Martín Pérez,1.7755705340374937,129.6999969482422,20.0,30.0
669022,22201,MacKenzie Gore,1.7724214952708377,116.0,23.0,24.0
669432,22286,Trevor Rogers,1.77036671625943,102.0,21.0,21.0
593423,14309,Frankie Montas,1.7599178118822476,129.6999969482422,23.0,24.0
688107,29812,Robert Gasser,1.7594345866124041,126.0,24.0,25.0
593334,17149,Domingo Germán,1.7498923946135547,97.69999694824219,17.0,19.0
676477,20191,Garrett Whitlock,1.7472726269538363,89.30000305175781,12.0,30.0
682990,25977,Quinn Priester,1.7456143544288014,138.6999969482422,25.0,28.0
573186,13431,Marcus Stroman,1.7368680821554434,138.0,25.0,26.0
656849,20302,David Peterson,1.735235564138808,126.30000305175781,24.0,29.0
592836,11836,Taijuan Walker,1.7275645500042178,148.3000030517578,27.0,27.0
671106,27589,Logan Allen,1.7166505830729148,130.6999969482422,26.0,26.0
641816,16358,Tyler Mahle,1.709226249764197,118.0,22.0,22.0
543135,9132,Nathan Eovaldi,1.7041450975025596,131.0,23.0,23.0
701487,30179,Pierson Ohl,1.6978884439567812,111.0,19.0,22.0
664299,17606,Cristian Javier,1.6919737310616862,144.0,25.0,29.0
693821,27779,Bryce Elder,1.6789986636437646,157.6999969482422,29.0,29.0
458681,2520,Lance Lynn,1.6787810547547393,141.3000030517578,25.0,25.0
571945,9803,Miles Mikolas,1.6655111727193102,165.0,28.0,28.0
663559,20070,Bailey Falter,1.6562207004395493,113.69999694824219,22.0,27.0
677944,27500,Slade Cecconi,1.6540291610855542,126.69999694824219,23.0,26.0
592791,11674,Jameson Taillon,1.651671118494626,136.6999969482422,25.0,26.0
571927,13361,Steven Matz,1.6433336718726381,103.69999694824219,19.0,25.0
669194,26253,Ryne Nelson,1.6197275736948724,143.6999969482422,26.0,28.0
691725,30091,Andrew Painter,1.6095300234878382,113.0,28.0,28.0
676710,20531,Kutter Crawford,1.606247182728856,106.30000305175781,19.0,26.0
672710,22810,Roansy Contreras,1.6043462490628713,99.69999694824219,19.0,26.0
681857,24968,Reese Olson,1.58128212058146,124.0,25.0,28.0
676664,23429,JP Sears,1.5772496474646474,143.3000030517578,26.0,28.0
690916,30160,Richard Fitts,1.5681686616728943,130.6999969482422,25.0,25.0
502043,10123,Kyle Gibson,1.5609674380904919,149.6999969482422,27.0,27.0
666142,21846,Cole Ragans,1.5592136945387585,111.30000305175781,19.0,31.0
678024,30105,Mike Vasil,1.5569699749021795,110.30000305175781,24.0,25.0
543294,12049,Kyle Hendricks,1.550905657797504,132.6999969482422,25.0,25.0
693433,30279,Bryan Woo,1.5441422702846033,116.0,25.0,25.0
666745,25386,Jhony Brito,1.5424713909118737,114.0,20.0,27.0
687765,27707,Mitch Spence,1.5281755668205934,135.6999969482422,25.0,26.0
605182,12808,Mike Clevinger,1.5175504349872453,118.69999694824219,23.0,23.0
544931,10131,Stephen Strasburg,1.5155369732792858,89.30000305175781,15.0,15.0
641540,19409,Dane Dunning,1.5136292450784417,145.6999969482422,24.0,30.0
663978,20099,Chris Paddack,1.5125491766069203,68.69999694824219,14.0,15.0
694973,33677,Paul Skenes,1.5017130135866419,114.30000305175781,23.0,23.0
640455,15873,Sean Manaea,1.493711537205537,113.0,15.0,29.0
542881,12880,Tyler Anderson,1.4794577536500455,132.3000030517578,23.0,25.0
683003,27863,Jared Jones,1.478918196553725,119.0,25.0,26.0
663362,25550,Matt Waldron,1.4690432788910244,116.30000305175781,20.0,24.0
686218,29839,Emmet Sheehan,1.4647788342767845,101.30000305175781,19.0,25.0
621242,14710,Edwin Díaz,1.4452599259162346,55.0,0.0,56.0
690986,27758,Kyle Harrison,1.4354985264491054,106.30000305175781,28.0,28.0
664353,18413,José Urquidy,1.4271941545696698,103.0,18.0,21.0
668909,30122,Gavin Williams,1.418553868525887,131.0,27.0,27.0
572020,11828,James Paxton,1.414043367471763,109.69999694824219,22.0,23.0
664062,19388,Tony Gonsolin,1.4086953446795654,105.69999694824219,21.0,21.0
607259,12730,Nick Martinez,1.4040068341367087,100.30000305175781,9.0,56.0
579328,20633,Yusei Kikuchi,1.3947537336782605,135.6999969482422,26.0,27.0
676428,30133,Brant Hurter,1.3896342919631157,107.69999694824219,23.0,25.0
607067,12317,Colin Rea,1.3821381933457209,112.69999694824219,21.0,24.0
666120,19951,Ian Anderson,1.3799193963672198,121.69999694824219,24.0,24.0
656288,19867,Griffin Canning,1.3786651793752631,107.0,19.0,20.0
689441,27926,Coleman Crow,1.369139068528528,101.30000305175781,19.0,19.0
804577,sa3020839,Reid VanScoter,1.358970751195361,134.3000030517578,24.0,24.0
669084,22207,DL Hall,1.3489101797770664,76.30000305175781,14.0,34.0
642216,21238,Allan Winans,1.341540718692697,120.30000305175781,18.0,24.0
607200,17425,Erick Fedde,1.339909761583505,133.3000030517578,25.0,25.0
674003,27597,Cody Bradford,1.3390070430634402,112.30000305175781,21.0,28.0
669330,20000,Tyler Wells,1.3331935480617334,113.69999694824219,20.0,32.0
677960,23796,Ryan Weathers,1.33122369596695,117.30000305175781,23.0,28.0
674681,23191,Michael Plassmeyer,1.326280966314441,93.0,18.0,21.0
628317,18498,Kenta Maeda,1.3246369931154098,103.69999694824219,22.0,23.0
687830,26048,Sawyer Gipson-Long,1.3228077848432034,104.30000305175781,20.0,23.0
691441,27974,Cristian Mena,1.3186182416200245,123.69999694824219,26.0,26.0
683175,27649,Connor Phillips,1.3120639656593411,114.69999694824219,27.0,28.0
682227,25463,Brandon Williamson,1.3116281097819893,128.3000030517578,27.0,27.0
656427,17479,Jack Flaherty,1.3115519437532333,127.0,23.0,25.0
687589,30153,Dom Hamel,1.3027476757739753,110.30000305175781,24.0,25.0
700249,30055,Cade Povich,1.3018430038671744,113.69999694824219,25.0,25.0
700241,29869,Michael McGreevy,1.3014567737244678,137.3000030517578,27.0,27.0
680686,24580,Josiah Gray,1.300713891040477,142.3000030517578,26.0,26.0
672712,sa3003021,Luis Palacios,1.2841027051160105,128.6999969482422,22.0,24.0
676083,23301,Janson Junk,1.28143882521459,117.69999694824219,22.0,25.0
683627,26952,Anthony Molina,1.2790594143253837,120.30000305175781,26.0,27.0
601713,15454,Nick Pivetta,1.278311375849252,132.6999969482422,20.0,32.0
686610,27681,Ken Waldichuk,1.2655822159062426,122.69999694824219,21.0,29.0
681190,24719,Randy Vásquez,1.2652586645208312,108.30000305175781,21.0,25.0
696136,30094,Jordan Wicks,1.2594932212079206,110.30000305175781,25.0,25.0
592767,11760,Drew Smyly,1.256334033023271,121.0,21.0,32.0
701542,30182,Will Warren,1.2509659950335112,118.69999694824219,23.0,25.0
676917,27473,Cade Cavalli,1.2508064513436414,81.69999694824219,17.0,17.0
666201,26410,Alek Manoah,1.2469805162583856,120.69999694824219,23.0,23.0
650633,19853,Michael King,1.2437352271093391,90.30000305175781,7.0,45.0
669461,22294,Matthew Liberatore,1.242431744078031,121.69999694824219,23.0,31.0
801179,sa3019278,Yu-Min Lin,1.2407148549124065,107.30000305175781,23.0,23.0
665795,21690,Edward Cabrera,1.2351817349195537,112.30000305175781,23.0,24.0
680573,24494,Simeon Woods Richardson,1.2295968701758087,111.69999694824219,21.0,24.0
687888,26056,Brandon Walter,1.2291853558967563,103.0,16.0,27.0
668831,27485,Garrett Stallings,1.2262134064553925,111.0,19.0,25.0
641585,21212,J.P. France,1.2258684230431014,125.30000305175781,21.0,26.0
676962,23590,Ben Brown,1.2213682232268777,95.69999694824219,20.0,25.0
676879,23550,Aaron Ashby,1.2164737170268614,88.30000305175781,17.0,26.0
674072,26285,Tommy Henry,1.2155299178472976,111.69999694824219,21.0,22.0
642585,20666,Félix Bautista,1.2110571231241856,62.0,0.0,59.0
666157,26378,Nick Lodolo,1.2094910609122795,83.69999694824219,18.0,18.0
663738,21537,Daniel Lynch IV,1.2087656958223398,96.0,20.0,20.0
663372,21446,Ryan Feltner,1.2036021003329953,92.69999694824219,19.0,20.0
696131,30171,Mason Black,1.2035069970106467,109.69999694824219,27.0,27.0
692230,30161,Carlos Rodriguez,1.2034339084975754,115.69999694824219,24.0,25.0
657140,19665,Kyle Wright,1.2029127267177349,109.69999694824219,21.0,22.0
681035,30107,Christian Scott,1.2020718902598448,78.30000305175781,19.0,19.0
687396,27702,Brent Headrick,1.199284635887823,88.0,14.0,27.0
500779,11423,Jose Quintana,1.1979519509937122,99.69999694824219,19.0,22.0
682982,25625,Daniel Espino,1.197739559015796,90.30000305175781,21.0,21.0
672851,22925,Joan Adon,1.1961709387465047,119.0,24.0,25.0
547943,14444,Hyun Jin Ryu,1.194255206748149,86.30000305175781,17.0,17.0
668964,22191,Tobias Myers,1.1932181144603287,115.69999694824219,23.0,25.0
679928,sa3010787,Evan McKendry,1.1917037546677143,116.30000305175781,19.0,24.0
