Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"José Ramírez","CLE",49,211,186,49,29,11,1,8,29,28,22,5,26,1,1,0,,11,2,0.262139,0.105994,0.123063,0.861296,0.342513,0.460888,0.340904,0.8034,0.198748,5.98324,0.264986,0,1.2298,29.3252,4.17259,120.125,1.2298,1.42286,6.19011914730072,1.7278000712394714,1.56762,6.28000020980835,,,,,,,285.5,5.826530612,285.5,5.826530612,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Fernando Tatis Jr.","SDP",52,226,198,55,36,10,1,8,32,28,24,1,45,2,2,0,,10,3,0.276349,0.105414,0.198728,0.530443,0.357662,0.451903,0.352524,0.809565,0.175554,5.44021,0.319618,0,0.327796,33.5579,6.60422,126.114,0.327796,2.94829,7.505124121904373,0.5566272735595703,1.56337,14.010000228881836,,,,,,,308.5,5.932692307,308.5,5.932692307,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Gunnar Henderson","BAL",51,220,196,50,29,10,2,9,31,26,20,1,49,3,1,0,,6,2,0.253139,0.091943,0.221692,0.414733,0.329245,0.451904,0.338667,0.781148,0.198765,6.03754,0.293744,0,0.256595,30.1262,3.94442,118.834,0.256595,-0.4836,5.088831394910812,1.8719559907913208,1.50188,12.510000228881836,,,,,,,283.8,5.564705882,283.8,5.564705882,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Corbin Carroll","ARI",49,211,183,47,25,9,5,8,34,27,23,1,47,3,1,0,,10,2,0.25449,0.107926,0.22219,0.485738,0.344406,0.487112,0.357574,0.831517,0.232622,8.1577,0.297487,0,1.01758,32.1016,7.01077,124.841,1.01758,2.46787,7.373188853263855,0.24317383766174316,1.46666,14.100000381469727,,,,,,,301.4,6.151020408,301.4,6.151020408,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Cal Raleigh","SEA",47,187,162,34,18,6,0,10,22,29,23,2,54,1,1,0,,2,1,0.212594,0.120721,0.290071,0.416179,0.312156,0.443599,0.325771,0.755754,0.231005,2.68208,0.243214,0,-0.14681,23.6696,1.39947,115.051,-0.14681,2.11745,3.13789239525795,4.342142581939697,1.43557,18.729999542236328,,,,,,,212.8,4.527659574,212.8,4.527659574,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Jeremy Peña","HOU",48,207,189,53,37,9,1,7,29,24,12,0,37,4,1,1,,6,1,0.279205,0.0590153,0.180633,0.326714,0.332838,0.435768,0.335743,0.768605,0.156562,5.18205,0.315816,0,0.337951,27.836,3.2186,115.918,0.337951,0.341313,4.177926689386368,2.556128144264221,1.43133,122.9800033569336,,,,,,,262,5.458333333,262,5.458333333,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Gabriel Moreno","ARI",40,160,140,40,29,8,0,4,20,20,17,1,26,1,2,0,,2,1,0.28972,0.104802,0.164115,0.638587,0.366732,0.430926,0.350298,0.797658,0.141206,3.39891,0.328226,0,-0.247705,23.393,4.37222,119.982,-0.247705,2.35355,3.6278639137744904,5.167127370834351,1.41813,181.22000122070312,,,,,,,199.8,4.995,199.8,4.995,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Ronald Acuña Jr.","ATL",49,212,177,49,30,8,1,9,37,26,32,1,45,3,1,0,,11,3,0.275571,0.149065,0.213005,0.69982,0.390914,0.489802,0.382888,0.880716,0.214231,6.1591,0.319185,0,0.539059,36.7108,11.4244,142.252,0.539059,-1.92871,11.433360755443573,-4.537039756774902,1.39907,5.260000228881836,,,,,,,328.4,6.702040816,328.4,6.702040816,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Dillon Dingler","DET",47,187,170,43,25,9,1,7,23,28,12,0,45,4,1,0,,0,0,0.252878,0.0641971,0.241112,0.266254,0.315263,0.448739,0.331465,0.764002,0.195861,2.98988,0.299701,0,-0.287237,24.5329,2.26286,112.104,-0.287237,2.50424,2.3542356491088867,4.728930473327637,1.39534,254.6199951171875,,,,,,,216.4,4.604255319,216.4,4.604255319,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Freddie Freeman","LAD",52,224,196,57,36,13,1,8,30,29,24,2,40,2,2,0,,3,0,0.293275,0.107027,0.176453,0.606548,0.374644,0.486293,0.371762,0.860937,0.193018,4.14664,0.331176,0,0.0228462,36.7067,10.031,135.785,0.0228462,0.487005,9.756860714405775,-3.5296614468097687,1.36969,67.87999725341797,,,,,,,325.5,6.259615384,325.5,6.259615384,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Geraldo Perdomo","ARI",50,215,179,46,31,8,2,4,29,22,29,0,28,2,2,3,,8,3,0.2538,0.133389,0.129362,1.03113,0.36099,0.39048,0.336409,0.75147,0.13668,5.97891,0.276573,0,0.0894651,29.1045,3.46817,110.706,0.0894651,1.25986,2.8882350996136665,3.566337466239929,1.36397,76.7699966430664,,,,,,,250.6,5.012,250.6,5.012,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"James Wood","WSN",51,220,187,50,27,11,1,10,34,31,30,2,64,1,1,0,,6,2,0.265274,0.138247,0.292654,0.472391,0.369547,0.502872,0.374308,0.872419,0.237598,5.17995,0.344903,0,0.12153,36.4809,10.2991,137.005,0.12153,-0.419517,10.000748626887798,-3.7238376140594482,1.36106,37.790000915527344,,,,,,,323.4,6.34117647,323.4,6.34117647,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Ben Rice","NYY",51,219,192,49,26,10,1,13,32,34,23,1,50,3,1,0,,1,1,0.257645,0.107153,0.227798,0.470388,0.345014,0.518701,0.370045,0.863715,0.261056,4.20514,0.28183,0,-0.21889,35.5715,9.49911,140.318,-0.21889,-0.22333,10.082108169794083,-4.556663334369659,1.35304,53.189998626708984,,,,,,,316.4,6.203921568,316.4,6.203921568,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Ceddanne Rafaela","BOS",51,219,204,55,35,12,2,6,29,28,10,0,46,3,1,1,,7,3,0.267789,0.0449825,0.212672,0.211511,0.309959,0.432834,0.32295,0.742793,0.165045,6.13479,0.318503,0,0.0714438,27.1735,1.13585,102.171,0.0714438,4.12605,0.6252662092447281,4.906910836696625,1.35267,125.02999877929688,,,,,,,250.5,4.911764705,250.5,4.911764705,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Michael Harris II","ATL",49,210,198,56,36,11,1,8,26,29,9,0,41,2,1,0,,6,1,0.282276,0.0406636,0.193329,0.210334,0.314808,0.466681,0.336544,0.781489,0.184405,5.40165,0.318105,0,0.369357,28.4147,3.40619,111.301,0.369357,2.41568,3.2513067424297333,3.0323480367660522,1.32927,99.06999969482422,,,,,,,270,5.510204081,270,5.510204081,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Brice Turang","MIL",49,212,188,50,33,10,1,6,29,26,22,1,46,0,1,1,,9,2,0.265827,0.103457,0.218922,0.472576,0.34154,0.419047,0.333811,0.760586,0.15322,6.17907,0.323892,0,0.675752,28.2597,2.97332,110.681,0.675752,1.90092,3.4298524260520935,2.659255027770996,1.31723,48.18000030517578,,,,,,,260.6,5.318367346,260.6,5.318367346,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Mookie Betts","LAD",50,217,192,50,32,9,1,8,31,28,23,1,26,1,1,0,,3,1,0.260381,0.105395,0.12003,0.878071,0.341197,0.439323,0.340466,0.780519,0.178942,4.06511,0.26428,0,-0.175899,30.052,4.20988,114.885,-0.175899,-0.0777943,3.746324583888054,2.1638723015785217,1.31448,60.58000183105469,,,,,,,269.9,5.398,269.9,5.398,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Pete Alonso","BAL",51,222,195,52,29,11,0,11,29,34,22,2,50,4,2,0,,1,0,0.264691,0.0969171,0.226808,0.427309,0.346952,0.498705,0.36276,0.845657,0.234014,2.8183,0.29869,0,-0.204555,34.7805,8.326,135.577,-0.204555,0.0867705,9.018515467643738,-4.043630622327328,1.30884,24.440000534057617,,,,,,,311.4,6.105882352,311.4,6.105882352,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"William Contreras","MIL",50,200,177,48,33,9,0,6,26,26,21,1,35,1,2,0,,1,1,0.271436,0.105533,0.174846,0.603579,0.350166,0.421947,0.338013,0.772113,0.150511,3.28847,0.307365,0,-0.322005,27.3544,3.48913,113.488,-0.322005,0.528586,2.9602313339710236,3.4035856127738953,1.30575,56.560001373291016,,,,,,,239.4,4.788,239.4,4.788,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Otto Lopez","MIA",48,206,189,55,39,10,2,4,26,23,13,0,30,2,2,0,,7,2,0.291064,0.061229,0.144099,0.424908,0.337151,0.428096,0.333487,0.765246,0.137032,6.31932,0.324028,0,0.303645,27.3775,2.83214,108.404,0.303645,1.47749,2.407029002904892,3.685822606086731,1.2971,229.16000366210938,,,,,,,249.7,5.202083333,249.7,5.202083333,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"JJ Wetherholt","STL",49,212,185,47,35,6,0,5,28,23,21,1,34,5,1,0,,5,0,0.252806,0.099718,0.161779,0.616385,0.343438,0.374925,0.321893,0.718363,0.122119,5.14583,0.283918,0,0.487019,26.2076,0.921192,104.093,0.487019,3.50504,1.542410284280777,4.296703994274139,1.29189,999,,,,,,,230.1,4.695918367,230.1,4.695918367,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","34985",802139
"Riley Greene","DET",51,220,195,52,32,11,1,9,29,31,22,1,59,1,2,0,,1,1,0.269814,0.10165,0.270077,0.376375,0.346147,0.472174,0.353578,0.818321,0.20236,3.3958,0.340046,0,-0.362774,32.7848,6.60299,127.471,-0.362774,0.650948,6.685326308012009,-1.8354721069335938,1.28787,78.4800033569336,,,,,,,286.5,5.617647058,286.5,5.617647058,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Dansby Swanson","CHC",52,226,203,48,30,9,1,8,32,30,20,0,56,1,2,0,,6,1,0.23399,0.0895322,0.24695,0.362551,0.304108,0.401675,0.309294,0.705782,0.167685,6.03334,0.281782,0,0.621581,25.6229,-1.33069,95.3289,0.621581,3.55491,-0.6622300744056702,5.979906320571899,1.28517,152.30999755859375,,,,,,,244.4,4.7,244.4,4.7,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Willson Contreras","BOS",51,221,189,50,29,11,1,9,27,32,22,1,55,9,1,0,,2,1,0.266322,0.0992512,0.249811,0.397305,0.366711,0.480277,0.369075,0.846988,0.213955,3.4695,0.326075,0,-0.357084,35.7365,9.41575,134.224,-0.357084,0.375345,8.470312416553497,-3.690241366624832,1.28502,168.1999969482422,,,,,,,307.2,6.023529411,307.2,6.023529411,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Drake Baldwin","ATL",49,202,178,48,31,7,1,9,26,29,20,1,40,3,1,0,,0,0,0.271376,0.0994307,0.199577,0.498208,0.35218,0.473051,0.358701,0.825232,0.201675,2.64993,0.302296,0,-0.303267,30.8903,6.89009,126.098,-0.303267,-0.364451,6.08372637629509,-0.27278420329093933,1.25343,78.62999725341797,,,,,,,270.4,5.518367346,270.4,5.518367346,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Zach Neto","LAA",50,215,190,47,26,11,1,9,32,27,18,1,59,5,1,0,,8,4,0.245258,0.0834148,0.271942,0.306738,0.326347,0.449204,0.336931,0.775552,0.203946,5.90048,0.305162,0,-0.251685,29.1955,3.55923,114.959,-0.251685,-1.14337,3.5062348544597626,1.1631118059158325,1.25299,32.29999923706055,,,,,,,268.4,5.368,268.4,5.368,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Jackson Merrill","SDP",51,219,202,53,33,10,1,8,27,28,14,1,46,1,1,1,,5,1,0.261078,0.0648404,0.211336,0.306813,0.311249,0.44518,0.326555,0.756429,0.184102,5.57552,0.300528,0,0.34327,27.9007,1.78073,108.771,0.34327,1.76288,2.6793820559978485,2.479544699192047,1.246,70.79000091552734,,,,,,,256.4,5.02745098,256.4,5.02745098,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Ketel Marte","ARI",49,213,189,50,30,10,1,9,29,29,20,2,34,2,1,0,,2,0,0.26305,0.0950072,0.159021,0.597452,0.338197,0.471279,0.348656,0.809476,0.208229,4.65727,0.275965,0,-0.00662917,30.9102,5.54658,118.885,-0.00662917,0.377754,4.877681550569832,0.4186491072177887,1.239,32.63999938964844,,,,,,,280.1,5.71632653,280.1,5.71632653,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Matt Chapman","SFG",47,203,177,43,25,10,1,7,26,24,22,0,49,3,1,0,,2,1,0.24363,0.109452,0.240184,0.455702,0.334808,0.430707,0.335574,0.765516,0.187078,3.76834,0.294178,0,-0.286212,27.3078,3.13287,113.471,-0.286212,1.83979,3.0344641506671906,2.5647913217544556,1.23681,163.6199951171875,,,,,,,240.3,5.112765957,240.3,5.112765957,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"CJ Abrams","WSN",51,220,198,53,32,11,1,9,32,30,15,1,44,5,2,0,,10,2,0.26716,0.0693915,0.198194,0.35012,0.332096,0.470862,0.346525,0.802958,0.203702,6.67118,0.298649,0,0.854895,31.5274,5.34561,118.45,0.854895,-2.96194,5.780627489089966,-0.7699613571166992,1.23268,65,,,,,,,294.4,5.772549019,294.4,5.772549019,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Nick Kurtz","ATH",49,212,181,47,26,9,0,11,32,36,29,2,62,1,1,0,,2,0,0.25925,0.138669,0.291468,0.475759,0.365276,0.498448,0.371473,0.863724,0.239198,3.61195,0.33,0,-0.140251,34.7451,9.45868,137.292,-0.140251,-0.805762,9.100429758429527,-4.5974284410476685,1.22548,19.8700008392334,,,,,,,305.5,6.234693877,305.5,6.234693877,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Byron Buxton","MIN",37,160,145,37,19,7,1,10,26,22,12,1,43,3,1,0,,4,0,0.253909,0.0754395,0.269356,0.280073,0.321546,0.51893,0.357486,0.840476,0.265021,6.7727,0.292107,0,0.583129,24.4137,5.32282,129.671,0.583129,0.267704,6.133930444717407,0.18591395020484924,1.22127,73.4800033569336,,,,,,,234.8,6.345945945,234.8,6.345945945,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Isaac Paredes","HOU",48,209,179,44,27,8,0,8,22,28,22,0,34,6,1,0,,0,0,0.244017,0.106936,0.164534,0.649936,0.344208,0.425981,0.340532,0.770188,0.181964,1.6676,0.259264,0,-0.413373,28.9502,4.06513,119.246,-0.413373,-0.195734,4.279883146286011,0.13327786326408386,1.20417,243.60000610351562,,,,,,,249.8,5.204166666,249.8,5.204166666,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Mike Trout","LAA",43,186,153,36,21,7,0,8,26,22,30,3,53,2,1,0,,2,0,0.237204,0.159638,0.284723,0.560677,0.367672,0.4494,0.355258,0.817073,0.212197,4.02821,0.301623,0,0.103472,27.9149,5.82408,127.695,0.103472,-0.695528,6.09876823425293,-0.9163613468408585,1.19718,178.44000244140625,,,,,,,243.9,5.672093023,243.9,5.672093023,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Corey Seager","TEX",40,173,150,36,21,7,0,8,23,23,20,3,36,1,1,0,,1,0,0.242905,0.115563,0.208403,0.554515,0.335117,0.449575,0.337865,0.784693,0.20667,2.66088,0.265224,0,-0.0834594,23.5481,2.98554,118.237,-0.0834594,0.813496,3.5913615003228188,1.996829628944397,1.19185,95.08999633789062,,,,,,,212,5.3,212,5.3,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Vladimir Guerrero Jr.","TOR",51,222,194,55,37,11,0,8,30,30,24,3,29,2,2,0,,2,1,0.283367,0.109442,0.132747,0.824438,0.366173,0.455244,0.355866,0.821417,0.171877,3.05436,0.298663,0,-0.27503,33.5384,7.08396,129.931,-0.27503,0.276038,7.4841470420360565,-3.739856570959091,1.18408,18.049999237060547,,,,,,,300.1,5.884313725,300.1,5.884313725,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Matt Olson","ATL",53,229,200,51,28,12,0,11,31,32,26,1,56,1,1,0,,1,0,0.254202,0.112495,0.244511,0.460082,0.34139,0.484748,0.355695,0.826138,0.230546,2.54758,0.294845,0,-0.188763,34.4919,7.26038,124.091,-0.188763,1.59695,6.500780373811722,-2.486387848854065,1.16073,48.0099983215332,,,,,,,306.7,5.786792452,306.7,5.786792452,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Kyle Tucker","LAD",50,217,186,48,29,9,1,9,31,32,28,1,34,1,2,0,,6,1,0.255644,0.129535,0.1589,0.815196,0.354727,0.454904,0.352597,0.809631,0.199259,5.51956,0.269266,0,0.565897,32.1869,6.34475,122.986,0.565897,-0.0519161,6.622988700866699,-2.3769161961972713,1.14577,13.130000114440918,,,,,,,294.8,5.896,294.8,5.896,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Munetaka Murakami","CHW",50,216,180,43,24,7,0,12,32,31,34,3,73,2,1,0,,3,2,0.238725,0.155965,0.338424,0.460857,0.362293,0.473091,0.361577,0.835384,0.234366,2.91585,0.324609,0,-0.565167,33.6529,7.89823,133.023,-0.565167,-0.298238,7.769265234470367,-4.194071054458618,1.14566,999,,,,,,,302,6.04,302,6.04,,,,,,,,,,,,,,,,,,,"Munetaka Murakami","37120",808959
"Andy Pages","LAD",48,208,188,49,30,10,1,8,27,30,14,0,45,3,2,0,,4,2,0.260879,0.0690314,0.216561,0.318761,0.321443,0.452567,0.335784,0.774011,0.191688,4.44355,0.299627,0,-0.314754,27.971,3.24032,111.758,-0.314754,1.00304,2.6502821147441864,1.7447047233581543,1.1301,133.4199981689453,,,,,,,249.3,5.19375,249.3,5.19375,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Juan Soto","NYM",31,133,107,29,17,4,0,7,20,20,25,2,22,0,1,0,,4,1,0.273305,0.186648,0.164066,1.13764,0.409969,0.529383,0.401864,0.939352,0.256078,4.91454,0.278604,0,0.184147,25.0089,9.19075,158.635,0.184147,-0.942142,9.641805738210678,-2.823315382003784,1.12911,4.650000095367432,,,,,,,212.6,6.858064516,212.6,6.858064516,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Nico Hoerner","CHC",52,224,204,55,41,10,1,3,26,23,15,0,20,3,2,0,,8,2,0.269569,0.0674815,0.0894479,0.754423,0.326983,0.376456,0.311695,0.703439,0.106887,5.77708,0.284093,0,0.585709,25.795,-0.880799,96.9324,0.585709,3.15347,-0.24869823455810547,4.0034666657447815,1.11903,101.93000030517578,,,,,,,230.5,4.432692307,230.5,4.432692307,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Yandy Díaz","TBR",52,226,200,59,42,10,0,7,28,29,22,1,33,3,1,0,,1,0,0.296201,0.0964623,0.145189,0.664393,0.371885,0.454332,0.361235,0.826217,0.158131,2.69836,0.323895,0,-0.374899,35.0696,8.18286,132.15,-0.374899,0,8.095705330371857,-5.270833492279053,1.10401,138.63999938964844,,,,,,,302.1,5.809615384,302.1,5.809615384,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Alejandro Kirk","TOR",32,126,112,29,21,5,0,3,11,15,13,1,16,1,1,0,,0,0,0.262626,0.100551,0.126768,0.79319,0.34034,0.394481,0.324438,0.734821,0.131854,1.3763,0.278853,0,-0.148341,15.8146,0.806841,108.091,-0.148341,3.06406,1.0415558069944382,5.321470260620117,1.10148,160.25,,,,,,,135.1,4.221875,135.1,4.221875,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Jonathan Aranda","TBR",51,219,189,52,36,9,0,7,27,30,23,1,53,4,2,0,,0,0,0.275778,0.106862,0.243589,0.438697,0.363283,0.435369,0.350439,0.798652,0.15959,1.74479,0.344242,0,-0.411098,32.0477,6.01006,124.647,-0.411098,1.30564,5.877618253231049,-2.8872581720352173,1.09497,195.60000610351562,,,,,,,275.1,5.394117647,275.1,5.394117647,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Alex Bregman","CHC",52,224,194,47,31,9,0,7,27,25,25,1,34,3,2,0,,1,0,0.24378,0.111482,0.150817,0.739187,0.337609,0.398539,0.325906,0.736148,0.154759,2.91212,0.262144,0,-0.33519,28.3765,1.70073,106.423,-0.33519,1.29383,1.4119349718093872,2.093829333782196,1.09379,119.16999816894531,,,,,,,247,4.75,247,4.75,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Luis Arraez","SFG",52,226,208,66,51,11,2,2,26,23,12,1,9,1,2,2,,4,1,0.317723,0.0513093,0.0414564,1.23767,0.353993,0.421679,0.337969,0.775672,0.103956,4.90042,0.320932,0,0.0642546,30.8863,3.93271,115.071,0.0642546,-1.46209,4.206353530287743,-0.7870854735374451,1.09271,280.04998779296875,,,,,,,267.5,5.144230769,267.5,5.144230769,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Gleyber Torres","DET",49,213,184,48,34,8,0,6,27,23,26,0,39,1,1,0,,2,1,0.261273,0.120754,0.182565,0.661432,0.353994,0.399469,0.335148,0.753464,0.138196,3.02717,0.301704,0,-0.354159,28.5769,3.21336,114.663,-0.354159,-0.513279,3.290406733751297,-0.14522388577461243,1.09017,261.510009765625,,,,,,,246.4,5.028571428,246.4,5.028571428,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Kazuma Okamoto","TOR",47,204,180,44,25,9,0,10,25,33,20,2,48,3,1,0,,0,0,0.243068,0.0959569,0.235735,0.407054,0.325961,0.453701,0.337318,0.779663,0.210633,1.84343,0.276127,0,-0.354908,27.7066,3.43395,117.042,-0.354908,-0.466619,3.6985794007778168,-0.24578605592250824,1.08818,999,,,,,,,255.5,5.436170212,255.5,5.436170212,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","37123",672960
