Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",45,191.078,171.915,52.2257,29.6859,9.09483,3.20801,10.2369,33.7121,29.7429,15.7057,1.4511,32.1454,1.62703,1.59516,0.235263,1.91739,10.1902,2.45826,0.303788,0.0821954,0.168232,0.488584,0.36448,0.572651,0.396053,0.937132,0.268863,8.04905,0.320213,,0.763196,35.076,12.3208,154.173,0.763196,3.05,12.84306412935257,5.133333206176758,2.51446,3.0999999046325684,,,,,,,323.8,7.195555555,323.8,7.195555555,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Shohei Ohtani","LAD",52,229.609,193.791,56.2714,28.7192,10.9663,0.81368,15.7722,41.9593,40.9757,31.8038,4.51586,52.1741,1.9551,1.3014,0.242081,3.46644,7.08453,2.26776,0.290372,0.138513,0.22723,0.609571,0.393401,0.599522,0.416075,0.992924,0.30915,5.46396,0.318526,,0.150952,45.8773,18.5335,165.379,0.150952,0,18.380087077617645,-5.176712512969971,2.09544,1.2699999809265137,,,,,,,417.3,8.025,417.3,8.025,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Yordan Alvarez","HOU",47,199.273,167.282,50.425,26.1913,9.70757,0.00211556,14.524,32.3489,37.6774,27.3091,4.27473,33.7211,2.87883,1.63201,0.171121,3.13041,0.821966,0.317601,0.301438,0.137044,0.169221,0.809853,0.404883,0.619965,0.427913,1.02485,0.318528,2.283,0.297517,,-0.26123,41.7289,17.9979,179.969,-0.26123,-0.03,18.335652142763138,-4.843411711975932,2.08953,33.38999938964844,,,,,,,374.9,7.976595744,374.9,7.976595744,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Pete Crow-Armstrong","CHC",52,225.226,199.584,50.8114,28.6815,10.0139,1.63635,10.4796,34.9914,29.4336,18.1598,1.10912,57.3067,3.50316,1.66732,2.31121,2.27042,12.1023,2.25821,0.254586,0.0806293,0.254441,0.316888,0.325122,0.478679,0.345287,0.803801,0.224093,7.36507,0.302189,,1.20772,32.0718,5.25005,119.366,1.20772,5.06,6.5044074058532715,5.862469017505646,1.99618,32.939998626708984,,,,,,,303.2,5.83076923,303.2,5.83076923,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Cal Raleigh","SEA",48,189.377,163.076,35.3382,17.1238,6.05776,0.0812874,12.0753,25.3238,30.8357,22.9295,1.38402,55.8652,1.86111,1.36152,0.148572,1.88496,1.90066,0.695532,0.216697,0.121078,0.294995,0.410443,0.317758,0.476982,0.340984,0.79474,0.260285,3.03957,0.241072,,-0.136594,26.3061,3.75354,125.623,-0.136594,4.88,5.526098325848579,7.169562339782715,1.97293,18.729999542236328,,,,,,,239.2,4.983333333,239.2,4.983333333,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Francisco Lindor","NYM",53,229.167,200.387,53.4458,32.609,10.0504,0.626091,10.1604,33.5737,31.1666,20.9905,0.300232,40.5443,3.67766,1.74832,0.263701,3.56878,7.09877,2.28142,0.266713,0.0915946,0.17692,0.517716,0.344412,0.475228,0.355547,0.81964,0.208515,5.31562,0.285843,,0.153705,34.5398,7.24877,127.703,0.153705,0.57,7.862961500883102,2.8550642132759094,1.84201,25.350000381469727,,,,,,,308.2,5.815094339,308.2,5.815094339,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Junior Caminero","TBR",54,235.986,212.01,58.9981,33.7221,9.35572,0.823085,15.0972,33.9276,42.3091,20.4034,1.78519,42.8363,1.43976,1.89088,0.242057,4.90132,1.53647,0.563871,0.27828,0.0864603,0.18152,0.476313,0.34292,0.543803,0.376,0.886722,0.265523,3.45712,0.281475,,-0.229731,39.482,11.3788,142.41,-0.229731,-2.38,11.449868276715279,-1.824444591999054,1.83046,16.479999542236328,,,,,,,355.2,6.577777777,355.2,6.577777777,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Byron Buxton","MIN",46,198.688,178.776,47.8828,23.2923,9.01081,1.97364,13.6061,32.809,33.6611,15.443,0.746937,51.1299,2.97552,1.26675,0.226666,1.98354,4.31323,1.05791,0.267837,0.0777249,0.257338,0.302034,0.334077,0.56864,0.381492,0.902718,0.300803,6.56955,0.297266,,0.193467,34.1266,10.4652,146.353,0.193467,-0.18,10.941219672560692,-0.28141096234321594,1.80025,73.4800033569336,,,,,,,317.7,6.906521739,317.7,6.906521739,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Gunnar Henderson","BAL",52,230.979,205.301,54.1511,32.4491,11.2423,1.09565,9.36407,33.426,29.4379,21.2183,0.94147,50.04,2.41065,1.85084,0.198146,4.25811,5.85667,1.50921,0.263764,0.0918627,0.216643,0.424028,0.33703,0.466033,0.347199,0.803063,0.202268,5.46118,0.303132,,0.235331,33.2491,5.74228,124.763,0.235331,-0.47,6.91036419570446,1.9374072849750519,1.73349,12.510000228881836,,,,,,,294.4,5.661538461,294.4,5.661538461,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"José Ramírez","CLE",50,219.768,193.47,53.0916,32.4372,10.7736,1.14688,8.73394,32.4504,29.7128,22.4997,4.30751,24.5048,1.45207,2.10178,0.244402,2.48454,11.6733,3.50119,0.274418,0.102379,0.111503,0.918176,0.350957,0.47739,0.352386,0.828348,0.202973,6.06922,0.273251,,0.591333,32.56,6.38816,128.104,0.591333,1.09,7.799148380756378,1.4019253849983215,1.7287,6.28000020980835,,,,,,,306.6,6.132,306.6,6.132,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Fernando Tatis Jr.","SDP",53,224.455,197.473,55.7959,35.2601,9.70161,1.63754,9.19667,35.4212,29.7378,22.9949,1.02563,42.7036,2.12104,1.47276,0.393008,4.22993,10.2709,2.82375,0.282549,0.102448,0.190255,0.538476,0.361114,0.487978,0.366984,0.849092,0.205429,6.54872,0.316903,,0.550244,35.9116,9.18164,135.772,0.550244,1.85,10.300231635570526,-0.569975733757019,1.72634,14.010000228881836,,,,,,,327.2,6.173584905,327.2,6.173584905,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Miguel Vargas","CHW",52,225.886,197.652,51.7258,28.1343,10.5844,1.31603,11.691,32.773,32.7244,23.5931,0.441853,40.6329,2.48045,1.867,0.293629,2.72512,3.85414,1.214,0.261702,0.104447,0.179882,0.58064,0.344867,0.506018,0.365518,0.850885,0.244316,5.04836,0.271985,,-0.0352359,35.8719,8.9716,135.762,-0.0352359,-0.92,9.391963500529528,-0.5489659309387207,1.71456,303.0899963378906,,,,,,,326.4,6.276923076,326.4,6.276923076,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Mookie Betts","LAD",51,227.55,200.477,54.8761,33.4622,11.4477,0.61755,9.34869,32.7954,31.721,22.4826,0.631608,26.8432,1.80002,2.18149,0.304998,3.14682,2.57523,0.955136,0.273728,0.098803,0.117966,0.837553,0.348808,0.476888,0.357125,0.825696,0.20316,3.92842,0.273494,,-0.20276,34.5874,7.48885,126.01,-0.20276,0.2,6.984448060393333,2.476483538746834,1.70923,60.58000183105469,,,,,,,305.1,5.982352941,305.1,5.982352941,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Corbin Carroll","ARI",50,213.754,184.881,48.2286,26.4783,10.3088,2.31299,9.12853,34.5145,28.7563,23.676,0.783811,44.3717,2.96077,1.41415,0.821643,3.00499,9.92522,1.94595,0.260863,0.110763,0.207583,0.533583,0.351593,0.489769,0.362947,0.841362,0.228906,7.46664,0.294439,,0.88409,33.4996,8.0441,128.43,0.88409,3.74,8.263511300086975,1.458733320236206,1.69025,14.100000381469727,,,,,,,303.2,6.064,303.2,6.064,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
