Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",4.36183,3.50246,4.82243,3.18059,11,11,0,0,,65.054,262.97,53.0594,24.67,22.99,6.3654,17.1307,0.151681,2.59834,74.2124,10.267,2.36997,4.33213,0.880632,0.282209,0.0651432,0.21706564724445343,0.218135,1.07895,0.287059,0.742839,,,3.01,1.93317,1.6669,9.649999618530273,,,,,,,357.4,5.498461538461538,335,5.153846153846154,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",4.43366,3.09352,3.91944,2.9193,11,11,0,0,,60.148,237.22,46.6372,21.01,19.51,6.48014,12.2212,0.140987,2.07377,73.1225,10.9414,1.82867,5.98325,0.96963,0.308248,0.0515184,0.25672929733991623,0.209206,0.97856,0.280187,0.760219,,,2.79187,1.92734,1.77265,7.019999980926514,,,,,,,352,5.866666666666666,326,5.433333333333334,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Dylan Cease","TOR",5.13254,2.95662,5.47212,3.51947,11,11,0,0,,68.354,282.19,52.2708,28.63,26.73,8.30302,27.031,0.221067,2.32152,91.3088,12.0224,3.5591,3.37794,1.09324,0.323572,0.0957899,0.22778229415416718,0.206737,1.16016,0.286948,0.748723,,,3.30546,1.73417,1.42765,74.7699966430664,,,,,,,364.6000000000001,5.361764705882354,331,4.867647058823529,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Cristopher Sánchez","PHI",5.19912,2.53971,4.63225,3.36009,11,11,0,0,,63.668,260.26,57.9596,25.76,23.77,6.00648,15.5465,0.154981,2.07845,64.2503,9.08232,2.19763,4.13278,0.849066,0.24687,0.0597346,0.1871352195739746,0.238876,1.15452,0.30139,0.733461,,,3.14834,1.62711,1.48495,24.75,,,,,,,323,5.046875,316,4.9375,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Jesús Luzardo","PHI",5.11587,2.66654,4.83131,3.61061,11,11,0,0,,64.46,266.43,55.1447,27.91,25.86,7.53275,20.8326,0.167334,2.30117,73.8027,10.3044,2.90868,3.54265,1.05173,0.277006,0.0781917,0.19881416112184525,0.226657,1.17867,0.293972,0.734621,,,3.41568,1.51701,1.2657,70.58999633789062,,,,,,,311.20000000000005,4.862500000000001,295,4.609375,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Jacob Misiorowski","MIL",3.93411,3.01858,3.87736,3.12,10,10,0,0,,56.25,229.26,38.8837,20.86,19.5,6.72496,22.1237,0.144138,3.44741,81.2196,12.9951,3.53979,3.67116,1.07599,0.354269,0.0965005,0.2577681988477707,0.190898,1.08458,0.277843,0.778164,,,3.13992,1.51518,1.49491,114.13999938964844,,,,,,,313.9000000000001,5.6053571428571445,276,4.928571428571429,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Chris Sale","ATL",4.22738,2.86291,4.44824,3.69058,10,10,0,0,,58.82,243.03,50.6175,25.9,24.12,6.86014,16.743,0.139014,3.29705,70.1991,10.7411,2.56184,4.19273,1.04966,0.288849,0.0688928,0.21995656937360764,0.226995,1.1452,0.299851,0.717853,,,3.2611,1.49458,1.14677,39.36000061035156,,,,,,,297.9,5.049152542372881,284,4.813559322033898,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Zack Wheeler","PHI",4.67483,2.36336,4.26528,3.49018,10,10,0,0,,58.02,235.37,47.0605,24.15,22.5,7.8316,15.9985,0.129445,2.50739,66.4814,10.3125,2.48167,4.15548,1.21483,0.282455,0.0679716,0.21448326110839844,0.217005,1.08685,0.275192,0.746889,,,3.52968,1.36095,1.29717,110.48999786376953,,,,,,,283.6000000000001,4.889655172413795,261,4.5,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Ranger Suarez","BOS",3.75287,3.68283,3.90833,3.65976,11,11,0,0,,58.971,243.45,53.1902,25.74,23.98,6.41753,16.3779,0.170231,1.84856,56.1569,8.57052,2.49956,3.42881,0.979427,0.230671,0.0672744,0.1633969396352768,0.236166,1.1797,0.287568,0.723432,,,3.54712,1.32359,1.14558,183.97999572753906,,,,,,,283,4.796610169491525,275,4.661016949152542,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Drew Rasmussen","TBR",3.17639,4.43051,4.27338,3.76021,11,11,0,0,,60.962,248.52,53.0426,27.22,25.47,7.85087,15.3808,0.177527,2.2921,59.6219,8.80216,2.27071,3.87639,1.15905,0.239908,0.0618895,0.17801841348409653,0.229774,1.12239,0.276614,0.717427,,,3.69757,1.27786,1.1721,132.36000061035156,,,,,,,284.2000000000001,4.6590163934426245,270,4.426229508196721,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
