Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Corbin Carroll","ARI",152,660,571,147,80,28,11,28,115,92,72,5,137,10,5,2,3,30,6,0.257443,0.109091,0.207576,0.525547,0.348024,0.492119,0.357849,0.840143,0.234676,8.27001,0.289538,,2.50643,101.987,24.0029,129.739,2.50643,6.6,25.769145727157593,-0.6751322746276855,4.81337,999,,,,,,,945.5,6.220394736,945.5,6.220394736,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Elly De La Cruz","CIN",152,650,580,154,90,33,5,26,104,93,65,12,160,3,1,1,5,34,8,0.265517,0.1,0.246154,0.40625,0.342065,0.474138,0.34606,0.816203,0.208621,7.0163,0.324051,,2.56002,94.2205,17.4179,117.767,2.56002,0.7,16.247650623321533,7.864903151988983,4.67892,999,,,,,,,897.2,5.902631578,897.2,5.902631578,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Jackson Merrill","SDP",151,595,542,150,91,30,4,25,81,87,42,6,106,3,5,3,2,6,3,0.276753,0.0705882,0.178151,0.396226,0.329392,0.48524,0.345033,0.814632,0.208487,4.46481,0.300481,,-0.88677,85.7521,15.4482,125.683,-0.88677,5.4,17.224697768688202,7.586214065551758,4.56321,999,,,,,,,780.8,5.170860927,780.8,5.170860927,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Zach Neto","LAA",152,621,547,143,81,34,1,27,92,88,48,10,144,19,4,3,4,20,8,0.261426,0.0772947,0.231884,0.333333,0.339806,0.47532,0.346438,0.815126,0.213894,5.2938,0.305263,,-0.18717,90.2073,16.8313,122.014,-0.18717,-0.3,15.92512558400631,6.545238196849823,4.48649,999,,,,,,,828.5,5.450657894,828.5,5.450657894,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Konnor Griffin","PIT",147,652,582,153,103,28,3,19,112,97,42,7,147,23,3,2,1,33,9,0.262887,0.0644172,0.22546,0.285714,0.335385,0.419244,0.326936,0.754629,0.156357,7.07688,0.319809,,1.85147,84.3871,7.34823,107.664,1.85147,6.6,7.7735432386398315,13.786948680877686,4.42462,999,,,,,,,784.2,5.334693877,784.2,5.334693877,,,,,,,,,,,,,,,,,,,"Konnor Griffin","35376",804606
"Junior Caminero","TBR",152,631,574,158,92,28,0,38,86,120,48,24,108,4,5,0,2,5,1,0.275261,0.0760697,0.171157,0.444444,0.332805,0.522648,0.351138,0.855453,0.247387,2.95171,0.277136,,-0.201718,94.0679,19.5104,125.547,-0.201718,-1.1,18.79811391234398,1.2184890508651733,4.27067,999,,,,,,,911.9,5.999342105,911.9,5.999342105,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"William Contreras","MIL",152,647,565,149,99,30,1,19,84,79,75,18,123,3,4,0,3,5,2,0.263717,0.11592,0.190108,0.609756,0.35085,0.421239,0.328764,0.772089,0.157522,3.40326,0.30445,,-0.868701,84.6999,8.25191,111.554,-0.868701,0,7.990972638130188,11.886390686035156,4.2354,999,,,,,,,778.6,5.122368421,778.6,5.122368421,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Carter Jensen","KCR",152,637,564,143,91,26,4,22,81,84,65,8,151,3,4,1,1,8,1,0.253546,0.102041,0.237049,0.430464,0.331761,0.430851,0.327375,0.762612,0.177305,4.86885,0.306329,,0.19363,82.6722,7.40579,107.043,0.19363,1.8,5.481492638587952,13.50267481803894,4.18617,999,,,,,,,758.2,4.988157894,758.2,4.988157894,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Roman Anthony","BOS",148,640,543,144,89,30,3,22,99,84,88,6,145,5,4,0,1,8,4,0.265193,0.1375,0.226562,0.606897,0.370313,0.453039,0.356438,0.823351,0.187845,4.4733,0.321053,,-1.19996,98.1634,22.5425,125.884,-1.19996,7.6,18.325008988380432,0.5453262329101562,4.18509,999,,,,,,,857.3,5.792567567,857.3,5.792567567,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Nick Kurtz","ATH",152,637,551,148,78,33,1,36,104,115,79,3,162,4,3,0,3,2,1,0.268603,0.124019,0.254317,0.487654,0.362637,0.528131,0.37936,0.890768,0.259528,3.07904,0.314607,,-1.05258,109.558,34.2917,143.051,-1.05258,-1,31.26935565471649,-12.702674865722656,4.14346,999,,,,,,,967.6,6.365789473,967.6,6.365789473,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Ronald Acuña Jr.","ATL",123,548,456,127,79,21,1,26,104,70,84,8,112,7,1,0,3,20,4,0.278509,0.153285,0.20438,0.75,0.39781,0.5,0.385494,0.89781,0.221491,5.62151,0.316614,,1.29246,96.9801,32.2297,149.19,1.29246,-5,33.24092674255371,-11.04056453704834,4.13618,999,,,,,,,866,7.040650406,866,7.040650406,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Drake Baldwin","ATL",135,530,471,124,75,25,2,22,60,77,52,11,99,6,1,0,1,0,0,0.26327,0.0981132,0.186792,0.525253,0.343396,0.464968,0.343266,0.808364,0.201699,1.81006,0.290598,,-0.805404,75.6234,12.9999,120.262,-0.805404,0.2,11.922471404075623,9.936919406056404,4.04005,999,,,,,,,688.1,5.097037037,688.1,5.097037037,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Adley Rutschman","BAL",136,568,498,125,80,27,1,17,64,63,62,10,90,3,5,0,2,1,0,0.251004,0.109155,0.158451,0.688889,0.334507,0.411647,0.32032,0.746154,0.160643,2.42013,0.272727,,-0.691226,70.4641,3.35052,106.645,-0.691226,5.4,3.7572826743125916,15.835038661956787,4.00534,999,,,,,,,642.7,4.725735294,642.7,4.725735294,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Geraldo Perdomo","ARI",152,599,501,130,89,25,3,13,85,66,74,6,76,7,7,10,1,19,4,0.259481,0.123539,0.126878,0.973684,0.358234,0.399202,0.331302,0.757436,0.139721,5.73985,0.279236,,1.07926,79.6505,8.87407,111.553,1.07926,1.9,9.281527638435364,8.502733588218689,3.85791,999,,,,,,,706.7,4.649342105,706.7,4.649342105,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Alejandro Kirk","TOR",120,451,397,105,76,17,0,12,39,56,45,15,55,4,5,0,2,1,0,0.264484,0.0997783,0.121951,0.818182,0.341463,0.397985,0.312908,0.739448,0.133501,1.52165,0.277612,,-0.526184,53.2354,-0.0537159,100.698,-0.526184,12.9,-0.15496766567230225,21.185566902160645,3.74036,999,,,,,,,502,4.183333333,502,4.183333333,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Michael Harris II","ATL",152,603,564,156,102,29,4,21,75,80,28,8,110,5,4,2,1,18,4,0.276596,0.0464345,0.182421,0.254545,0.314476,0.453901,0.325253,0.768377,0.177305,5.78366,0.308924,,1.12352,77.2211,5.97198,107.923,1.12352,6.6,6.786065697669983,8.815608263015747,3.64822,999,,,,,,,735.9,4.841447368,735.9,4.841447368,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Vladimir Guerrero Jr.","TOR",152,659,573,164,104,33,0,27,88,94,76,19,85,6,4,0,9,5,2,0.286213,0.115326,0.128983,0.894118,0.373293,0.485166,0.362253,0.858459,0.198953,2.69287,0.294624,,-0.921514,104.189,26.3231,134.69,-0.921514,-1.6,26.022451639175415,-13.706848740577698,3.58139,999,,,,,,,944.8,6.215789473,944.8,6.215789473,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Francisco Lindor","NYM",132,587,519,129,83,26,1,19,82,70,53,7,112,10,5,0,1,14,3,0.248555,0.0902896,0.190801,0.473214,0.327087,0.412331,0.319165,0.739418,0.163776,5.1039,0.279898,,0.653815,72.2707,2.91213,107.525,0.653815,3,5.888947546482086,9.470458507537842,3.56898,999,,,,,,,670.3,5.078030303,670.3,5.078030303,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Masyn Winn","STL",142,604,547,140,97,27,3,13,84,63,46,8,106,5,4,2,0,10,4,0.255942,0.0761589,0.175497,0.433962,0.317276,0.387569,0.30391,0.704844,0.131627,5.15063,0.293981,,-0.562304,66.8827,-4.48455,95.9214,-0.562304,10.6,-3.4820116758346558,17.257848739624023,3.46481,999,,,,,,,615.4,4.333802816,615.4,4.333802816,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Jackson Chourio","MIL",152,633,580,161,95,38,3,25,97,99,42,13,118,3,6,2,2,20,6,0.277586,0.0663507,0.186414,0.355932,0.326466,0.482759,0.338689,0.809225,0.205172,5.92831,0.306998,,0.704484,87.9678,13.174,118.352,0.704484,5.1,14.473065853118896,-1.8775134086608887,3.44274,999,,,,,,,840.1,5.526973684,840.1,5.526973684,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Kyle Tucker","LAD",131,552,473,122,73,23,1,25,79,81,74,9,80,3,2,0,5,16,2,0.257928,0.134058,0.144928,0.925,0.360507,0.469345,0.355144,0.829852,0.211416,4.93639,0.262162,,1.45013,84.0859,18.8629,129.379,1.45013,0.4,20.670944929122925,-5.684656232595444,3.41171,999,,,,,,,773.4,5.903816793,773.4,5.903816793,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Riley Greene","DET",152,634,567,150,89,29,3,29,84,99,59,11,160,4,4,0,2,3,1,0.26455,0.0930599,0.252366,0.36875,0.335962,0.479718,0.344716,0.81568,0.215168,3.57879,0.316754,,-0.740353,91.2095,16.2975,121.755,-0.740353,2.8,15.516061007976532,-4.1885364055633545,3.39224,999,,,,,,,838.7,5.517763157,838.7,5.517763157,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"José Ramírez","CLE",130,554,490,127,78,28,2,19,72,70,54,6,69,4,6,0,14,18,4,0.259184,0.0974729,0.124549,0.782609,0.333935,0.440816,0.331828,0.774751,0.181633,5.27634,0.264706,,1.10371,73.9031,8.44375,114.312,1.10371,1.3,10.448728680610657,3.3355672359466553,3.36179,999,,,,,,,689.4,5.303076923,689.4,5.303076923,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Matt McLain","CIN",143,590,517,129,81,25,2,21,81,76,60,8,152,8,3,2,0,16,4,0.249516,0.101695,0.257627,0.394737,0.335034,0.427466,0.328384,0.7625,0.17795,5.47671,0.311239,,0.631095,77.0561,7.34306,105.659,0.631095,6.4,4.588181257247925,8.567842483520508,3.35376,999,,,,,,,709.9,4.964335664,709.9,4.964335664,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Kevin McGonigle","DET",107,447,389,100,56,25,3,16,67,65,49,7,55,3,5,1,0,7,4,0.257069,0.10962,0.123043,0.890909,0.340807,0.460154,0.340032,0.800961,0.203085,5.02525,0.260062,,-0.904838,62.6068,9.79032,118.528,-0.904838,3.2,8.856490314006805,8.127248525619507,3.31222,999,,,,,,,569.1,5.318691588,569.1,5.318691588,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","33572",805808
"James Wood","WSN",152,650,561,150,84,35,2,29,92,98,83,8,175,3,3,0,5,14,5,0.26738,0.127692,0.269231,0.474286,0.363077,0.491979,0.364831,0.855056,0.224599,4.50431,0.336111,,-0.317058,104.126,27.324,135.526,-0.317058,0,27.051642209291458,-16.718107223510742,3.26916,999,,,,,,,935.1,6.151973684,935.1,6.151973684,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Ceddanne Rafaela","BOS",149,585,540,142,90,31,3,18,85,79,31,10,118,8,4,2,0,19,6,0.262963,0.0529915,0.201709,0.262712,0.310463,0.431481,0.314052,0.741945,0.168519,6.14461,0.303922,,0.557297,69.5958,0.473558,96.6865,0.557297,10.6,-1.7273482084274292,12.749471187591553,3.18839,999,,,,,,,667.7,4.481208053,667.7,4.481208053,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Oneil Cruz","PIT",140,567,494,121,69,24,3,25,77,74,64,7,163,4,5,0,4,27,4,0.244939,0.112875,0.287478,0.392638,0.333333,0.45749,0.337365,0.790823,0.212551,6.34633,0.308682,,2.90371,78.1866,11.1911,114.808,2.90371,-2.7,12.854618072509766,-0.6166667938232422,3.18156,999,,,,,,,749.4,5.352857142,749.4,5.352857142,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Bo Bichette","NYM",135,582,536,152,104,31,1,16,69,75,40,17,96,3,3,0,1,5,3,0.283582,0.0687285,0.164948,0.416667,0.335052,0.434702,0.323599,0.769753,0.151119,3.273,0.318501,,-1.08677,73.7501,4.98227,110.562,-1.08677,3.3,6.198710918426514,5.438447952270508,3.17114,999,,,,,,,691.3,5.12074074,691.3,5.12074074,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"JJ Wetherholt","STL",127,553,484,124,90,20,2,12,71,70,56,8,85,10,3,0,1,13,2,0.256198,0.101266,0.153707,0.658824,0.34358,0.380165,0.31649,0.723746,0.123967,5.13923,0.287179,,0.803918,66.8834,1.54222,104.539,0.803918,6.2,3.7788440585136414,8.231892824172974,3.11067,999,,,,,,,609.7,4.800787401,609.7,4.800787401,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","34985",802139
"CJ Abrams","WSN",152,630,571,148,93,31,4,20,91,74,40,6,113,14,4,1,2,27,5,0.259194,0.0634921,0.179365,0.353982,0.321145,0.432574,0.323566,0.753719,0.17338,6.8492,0.289593,,2.42158,79.8156,5.37625,107.258,2.42158,-5.7,7.841170787811279,1.2444448471069336,3.07342,999,,,,,,,757.8,4.985526315,757.8,4.985526315,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Maikel Garcia","KCR",150,625,561,150,104,31,4,11,81,68,54,12,91,1,6,3,0,21,6,0.26738,0.0864,0.1456,0.593407,0.329582,0.395722,0.30999,0.725304,0.128342,5.88583,0.298925,,0.77245,72.293,-1.55555,95.0673,0.77245,9,-2.861130654811859,11.296443223953247,3.06462,999,,,,,,,683.2,4.554666666,683.2,4.554666666,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Carson Williams","TBR",142,572,511,118,71,20,4,23,78,79,51,9,178,6,2,2,0,15,8,0.23092,0.0891608,0.311189,0.286517,0.307018,0.420744,0.31063,0.727761,0.189824,5.78958,0.304487,,-1.06174,66.46,-1.1262,97.643,-1.06174,6.4,-2.650748133659363,12.705114841461182,3.04358,999,,,,,,,623.9,4.393661971,623.9,4.393661971,,,,,,,,,,,,,,,,,,,"Carson Williams","30038",700246
"Andy Pages","LAD",152,600,544,142,85,30,2,25,76,84,39,9,125,10,6,1,0,8,4,0.261029,0.065,0.208333,0.312,0.318865,0.461397,0.329887,0.780262,0.200368,4.17403,0.2925,,-0.863279,79.0941,8.19951,112.077,-0.863279,-0.5,7.72530061006546,1.7045855522155762,3.00656,999,,,,,,,735.6,4.839473684,735.6,4.839473684,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Gabriel Moreno","ARI",105,384,341,93,66,17,1,9,44,46,37,12,64,3,3,0,2,3,2,0.272727,0.0963542,0.166667,0.578125,0.346354,0.407625,0.319614,0.753979,0.134897,3.06467,0.309963,,-0.839592,47.4175,2.04496,103.547,-0.839592,8.4,0.7746986746788025,15.454673290252686,2.9672,999,,,,,,,439.5,4.185714285,439.5,4.185714285,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Max Clark","DET",132,599,524,129,90,18,4,17,86,74,70,7,117,3,2,0,0,11,1,0.246183,0.116861,0.195326,0.598291,0.337229,0.39313,0.318675,0.730358,0.146947,5.65774,0.285714,,0.760621,73.5096,2.7331,103.816,0.760621,2.7,3.4548768401145935,4.900911331176758,2.9649,999,,,,,,,670.3,5.078030303,670.3,5.078030303,,,,,,,,,,,,,,,,,,,"Max Clark","sa3022683",703601
"Jackson Holliday","BAL",152,647,572,145,95,27,3,20,91,72,67,5,131,6,2,0,1,15,8,0.253496,0.103555,0.202473,0.51145,0.33694,0.416084,0.327629,0.753024,0.162587,5.01651,0.295508,,-1.35221,84.1038,7.65574,111.68,-1.35221,-3.3,7.554225444793701,-0.9227218627929688,2.95757,999,,,,,,,748.5,4.924342105,748.5,4.924342105,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Colt Emerson","SEA",143,630,557,131,88,26,5,12,76,75,55,9,128,12,6,0,3,9,4,0.235189,0.0873016,0.203175,0.429688,0.314286,0.364452,0.294764,0.678738,0.129264,5.23593,0.281324,,-0.801914,65.0836,-9.35573,94.1274,-0.801914,5.3,-5.162508010864258,12.244444847106934,2.94377,999,,,,,,,600.2,4.197202797,600.2,4.197202797,,,,,,,,,,,,,,,,,,,"Colt Emerson","33575",806068
"Samuel Basallo","BAL",137,544,490,123,69,26,0,28,70,85,46,15,123,5,3,0,2,1,1,0.25102,0.0845588,0.226103,0.373984,0.319853,0.47551,0.331816,0.795363,0.22449,1.93612,0.277778,,-0.902693,72.5639,8.2861,114.564,-0.902693,-8.4,8.435001969337463,1.5941219329833984,2.94236,999,,,,,,,689.5,5.032846715,689.5,5.032846715,,,,,,,,,,,,,,,,,,,"Samuel Basallo","28824",694212
"Matt Shaw","CHC",144,557,493,124,80,23,3,18,73,71,51,6,100,7,5,1,0,19,5,0.251521,0.0915619,0.179533,0.51,0.327338,0.419878,0.321793,0.747216,0.168357,5.91466,0.278947,,0.880992,69.7654,3.95159,107.816,0.880992,1.8,6.040813446044922,3.846590280532837,2.90704,999,,,,,,,650.5,4.517361111,650.5,4.517361111,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Corey Seager","TEX",105,448,392,98,61,19,0,18,56,54,49,9,88,4,3,0,7,1,0,0.25,0.109375,0.196429,0.556818,0.337054,0.436224,0.329921,0.773278,0.186224,2.15832,0.276817,,-0.493176,59.0692,6.13453,113.219,-0.493176,1.4,6.486797511577606,6.338271498680115,2.89026,999,,,,,,,542,5.161904761,542,5.161904761,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Ezequiel Tovar","COL",137,568,525,142,87,32,4,19,73,70,32,11,129,3,4,4,0,7,3,0.270476,0.056338,0.227113,0.248062,0.31383,0.455238,0.322906,0.769068,0.184762,5.04683,0.322835,,-0.561338,71.6564,4.54283,93.1332,-0.561338,7.8,-5.184072375297546,14.061023235321045,2.84109,999,,,,,,,674.3,4.92189781,674.3,4.92189781,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Shea Langeliers","ATH",141,555,503,128,71,28,1,28,71,93,44,12,122,4,4,0,1,4,1,0.254473,0.0792793,0.21982,0.360656,0.317117,0.481113,0.333983,0.79823,0.22664,3.43808,0.280112,,-0.315896,75.0078,9.43028,111.793,-0.315896,-9,7.398139983415604,1.1962080001831055,2.83432,999,,,,,,,712.7,5.054609929,712.7,5.054609929,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Francisco Alvarez","NYM",129,480,422,99,57,18,1,23,59,72,49,15,124,7,2,0,1,1,0,0.234597,0.102083,0.258333,0.395161,0.322917,0.445498,0.322243,0.768414,0.2109,2.59765,0.274368,,-0.446964,60.2963,3.58059,109.633,-0.446964,-2.2,5.033185184001923,6.618342161178589,2.82551,999,,,,,,,576.4,4.468217054,576.4,4.468217054,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Nico Hoerner","CHC",141,590,541,146,109,26,3,8,73,57,36,8,54,9,4,0,1,19,4,0.269871,0.061017,0.0915254,0.666667,0.323729,0.373383,0.301799,0.697111,0.103512,5.80479,0.285714,,1.19809,64.321,-5.39207,94.1192,1.19809,8.7,-2.914161205291748,10.867842197418213,2.82149,999,,,,,,,604.2,4.285106382,604.2,4.285106382,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Alex Freeland","LAD",138,601,521,121,75,27,1,18,77,71,67,8,149,8,4,1,1,13,4,0.232246,0.111481,0.24792,0.449664,0.326667,0.391555,0.312189,0.718221,0.159309,4.6126,0.28771,,0.024493,70.5904,-0.422426,99.9541,0.024493,0.9,-0.008217118680477142,7.524779677391052,2.8142,999,,,,,,,648.3,4.697826086,648.3,4.697826086,,,,,,,,,,,,,,,,,,,"Alex Freeland","31665",690976
"Anthony Volpe","NYY",152,614,554,130,78,30,3,19,75,75,49,8,141,5,4,2,0,21,6,0.234657,0.0798046,0.229642,0.347518,0.300654,0.402527,0.301013,0.703181,0.16787,5.73201,0.278894,,0.924289,66.5455,-6.00334,93.0283,0.924289,3.6,-4.12093186378479,10.368077278137207,2.802,999,,,,,,,641.8,4.222368421,641.8,4.222368421,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Willy Adames","SFG",140,592,524,122,75,25,1,21,72,72,60,10,146,3,5,0,2,8,3,0.232824,0.101351,0.246622,0.410959,0.3125,0.40458,0.306855,0.71708,0.171756,3.93459,0.279006,,-0.473566,66.9693,-2.98009,98.184,-0.473566,2.9,-1.747745007276535,9.425573348999023,2.80008,999,,,,,,,630.6,4.504285714,630.6,4.504285714,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Jordan Westburg","BAL",112,466,429,111,67,23,2,19,68,63,30,7,103,6,1,0,0,3,2,0.258741,0.0643777,0.22103,0.291262,0.315451,0.454545,0.326868,0.769996,0.195804,4.24959,0.298701,,-0.852795,60.2878,5.22626,111.156,-0.852795,4.3,5.274281740188599,6.01222825050354,2.79625,999,,,,,,,557.4,4.976785714,557.4,4.976785714,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Brice Matthews","HOU",127,528,462,110,67,20,4,19,69,74,54,7,162,9,2,1,0,28,7,0.238095,0.102273,0.306818,0.333333,0.328273,0.422078,0.323478,0.750351,0.183983,6.92304,0.321555,,1.92137,66.8555,4.4682,107.951,1.92137,0.3,6.869417667388916,2.2400352358818054,2.79191,999,,,,,,,636,5.007874015,636,5.007874015,,,,,,,,,,,,,,,,,,,"Brice Matthews","33280",694728
