Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Andrew Abbott","CIN",8,8,,3.96299,28,28,,,,156.7,657,151,74,69,19,45,0,4,139,7.98341,2.58456,3.08889,1.09126,0.211568,0.0684932,0.14307457953691483,0.248355,1.2508,0.293333,0.720189,,,3.8754,3.21687,2.83326,999,,,,,,,664.2799774169922,4.23918309096332,667.4999847412109,4.259731957504028,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Max Fried","NYY",12,7,,3.55932,26,26,,,,159.3,658,142,67,63,15,45,0,6,141,7.9661,2.54237,3.13333,0.847458,0.214286,0.0683891,0.14589665830135345,0.233937,1.17389,0.281596,0.722892,,,3.54945,3.14484,3.11124,999,,,,,,,754.1200225830078,4.733961130797897,730.5000152587891,4.585687390234662,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Jesús Luzardo","PHI",10,9,,3.98077,27,27,,,,156,648,140,74,69,20,46,0,4,168,9.69231,2.65385,3.65217,1.15385,0.259259,0.0709877,0.18827159702777863,0.234114,1.19231,0.292683,0.708861,,,3.6095,3.07051,2.54541,999,,,,,,,730.4000000000001,4.682051282051282,706,4.5256410256410255,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"MacKenzie Gore","TEX",10,9,,3.91562,28,28,,,,151.7,645,133,71,66,16,54,0,9,166,9.84838,3.20369,3.07407,0.949242,0.257364,0.0837209,0.17364340275526047,0.228522,1.2327,0.2925,0.704739,,,3.56361,2.97094,2.15584,999,,,,,,,722.9799774169924,4.765853605545309,693.4999847412109,4.5715227336347475,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Cole Ragans","KCR",8,6,,3.67948,24,22,,,,122.3,508,102,53,50,13,42,0,4,146,10.7441,3.09076,3.47619,0.956664,0.287402,0.0826772,0.20472442358732224,0.220779,1.17743,0.293729,0.72337,,,3.25779,2.88202,2.42405,999,,,,,,,633.920022583008,5.183319760954794,596.5000152587891,4.877350779838886,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"George Kirby","SEA",10,8,,3.63699,27,27,,,,146,598,135,63,59,17,27,0,6,140,8.63014,1.66438,5.18518,1.04795,0.234114,0.0451505,0.18896320462226868,0.238938,1.10959,0.289216,0.716353,,,3.40911,2.82715,2.27717,999,,,,,,,701.3000000000002,4.803424657534248,690,4.726027397260274,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Ranger Suarez","BOS",11,8,,3.61224,27,26,,,,147,626,147,63,59,14,44,1,4,125,7.65306,2.69388,2.84091,0.857143,0.199681,0.0702875,0.12939296662807465,0.254325,1.29932,0.302961,0.746791,,,3.65214,2.82428,3.08284,999,,,,,,,639.3999999999999,4.349659863945577,659,4.482993197278912,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Spencer Schwellenbach","ATL",9,5,,3.41686,21,21,,,,131.7,528,117,53,50,15,23,1,5,127,8.67882,1.57175,5.52174,1.02506,0.24053,0.0435606,0.19696969166398048,0.234,1.06302,0.284916,0.731092,,,3.32496,2.72229,3.10293,999,,,,,,,655.8799774169922,4.980106246128097,633.4999847412109,4.8101746349331735,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Pablo López","MIN",9,8,,3.83795,25,25,,,,140.7,587,133,64,60,16,36,0,6,135,8.6354,2.30277,3.75,1.02345,0.229983,0.0613288,0.168654166162014,0.244037,1.20114,0.296954,0.716235,,,3.59,2.67849,2.34666,999,,,,,,,642.5799774169923,4.567021971246889,639.4999847412109,4.545131475563976,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Chase Burns","CIN",7,6,,3.73585,27,21,,,,106,437,92,47,44,13,27,0,0,119,10.1038,2.29245,4.40741,1.10377,0.272311,0.0617849,0.21052631363272667,0.22439,1.12264,0.284173,0.714286,,,3.24834,2.67106,2.16379,999,,,,,,,542.3000000000002,5.1160377358490585,518,4.886792452830188,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Spencer Strider","ATL",11,10,,3.82979,26,25,,,,141,588,122,64,60,18,44,0,7,165,10.5319,2.80851,3.75,1.14894,0.280612,0.0748299,0.20578230172395706,0.227188,1.1773,0.293785,0.724432,,,3.53939,2.63925,2.51307,999,,,,,,,681.8000000000002,4.8354609929078025,648,4.595744680851064,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Logan Gilbert","SEA",8,6,,3.50033,28,27,,,,151.7,612,129,63,59,20,37,1,5,159,9.43309,2.19512,4.2973,1.18655,0.259804,0.0604575,0.1993464045226574,0.226316,1.09426,0.278772,0.746377,,,3.58339,2.61553,2.63651,999,,,,,,,733.1799774169923,4.833091576574932,690.4999847412109,4.551746859802504,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Shane McClanahan","TBR",8,6,,3.40336,21,21,,,,119,483,103,48,45,14,32,1,2,122,9.22689,2.42017,3.8125,1.05882,0.252588,0.0662526,0.18633541464805603,0.229399,1.13445,0.284345,0.753899,,,3.47127,2.58814,2.65966,999,,,,,,,582.5999999999999,4.895798319327731,555,4.663865546218488,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Joe Ryan","MIN",10,9,,3.84033,26,26,,,,145.3,592,129,66,62,21,34,0,8,151,9.35306,2.10599,4.44118,1.30076,0.255068,0.0574324,0.19763512536883354,0.234545,1.12182,0.285714,0.726048,,,3.80272,2.58774,2.43313,999,,,,,,,657.520022583008,4.525258147095775,629.5000152587891,4.3324157056937755,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Framber Valdez","DET",11,9,,3.75949,25,25,,,,158,666,147,71,66,15,53,0,7,133,7.57595,3.01899,2.50943,0.85443,0.1997,0.0795796,0.12012012302875519,0.242574,1.26582,0.28821,0.72067,,,3.82501,2.46808,2.69169,999,,,,,,,688.5,4.35759493670886,681,4.310126582278481,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Taj Bradley","MIN",7,7,,4.05405,27,27,,,,144.3,605,132,70,65,17,46,0,4,133,8.29522,2.86902,2.8913,1.06029,0.219835,0.0760331,0.14380165934562683,0.237838,1.23354,0.283951,0.700389,,,3.86279,2.44061,1.94813,999,,,,,,,631.5200225830079,4.37643804038239,616.5000152587891,4.272349287738141,,,,,,,,,,,,,,,,,,,"Taj Bradley","22543",671737
"Kris Bubic","KCR",8,6,,3.52627,24,20,,,,112.3,479,104,47,44,10,37,2,3,111,8.89581,2.96527,3,0.801425,0.231733,0.0772443,0.15448851138353348,0.236902,1.25557,0.295597,0.740157,,,3.38447,2.43918,2.37794,999,,,,,,,539.6200225830079,4.805164807825545,533.5000152587891,4.750667860738213,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Tanner Bibee","CLE",10,9,,3.68522,26,26,,,,156.3,647,142,68,64,20,42,0,7,142,8.17658,2.41843,3.38095,1.15163,0.219474,0.064915,0.15455950051546097,0.237458,1.17722,0.279817,0.74359,,,3.92208,2.43892,2.79709,999,,,,,,,678.4200225830077,4.340499100043862,658.5000152587891,4.213051838781671,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Corbin Burnes","ARI",11,5,,3.28286,24,24,,,,145.3,597,127,57,53,14,44,0,6,131,8.11425,2.7254,2.97727,0.867171,0.21943,0.0737018,0.14572864770889282,0.232175,1.17688,0.281095,0.752972,,,3.6169,2.32729,3.61893,999,,,,,,,684.8200225830078,4.7131452732252574,656.5000152587891,4.5182381381295285,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Jack Leiter","TEX",9,9,,4,27,27,,,,144,598,122,68,64,17,53,0,5,133,8.3125,3.3125,2.50943,1.0625,0.222408,0.0886288,0.13377926498651505,0.225926,1.21528,0.269231,0.707672,,,4.03097,2.31295,1.98216,999,,,,,,,631.3000000000002,4.384027777777779,591,4.104166666666667,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Freddy Peralta","NYM",11,9,,3.92617,29,29,,,,149,620,126,70,65,20,55,0,7,157,9.48322,3.32215,2.85455,1.20805,0.253226,0.0887097,0.1645161285996437,0.225806,1.21477,0.278215,0.72549,,,4.02104,2.28658,2.1327,999,,,,,,,657.0000000000001,4.409395973154363,613,4.114093959731544,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Chris Sale","ATL",8,4,,3.42264,21,20,,,,115.7,488,107,47,44,13,33,0,8,130,10.1124,2.56698,3.93939,1.01124,0.266393,0.067623,0.19877050071954727,0.239374,1.21003,0.309211,0.763547,,,3.41171,2.27634,2.65733,999,,,,,,,555.0799774169923,4.797579879499085,546.4999847412109,4.723422637475824,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Sandy Alcantara","MIA",9,9,,4.10738,24,24,,,,149,618,140,73,68,16,40,0,6,119,7.18792,2.41611,2.975,0.966443,0.192557,0.0647249,0.12783171236515045,0.244755,1.20805,0.283753,0.678934,,,3.85997,2.26357,2.17254,999,,,,,,,641.8000000000002,4.307382550335571,637,4.275167785234899,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Brandon Pfaadt","ARI",10,8,,4.07748,28,28,,,,152.3,638,148,74,69,19,33,1,8,138,8.15496,1.9501,4.18182,1.12278,0.216301,0.0517241,0.16457679495215416,0.247906,1.18844,0.293182,0.693005,,,3.75234,2.25692,2.25634,999,,,,,,,661.5200225830079,4.343532562886398,667.5000152587891,4.382797123332591,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Jonah Tong","NYM",9,9,,3.96509,26,25,,,,120.3,509,104,57,53,14,45,0,2,131,9.8005,3.36658,2.91111,1.04738,0.257367,0.0884086,0.16895873099565506,0.225108,1.23857,0.283912,0.710974,,,3.6422,2.2182,1.66064,999,,,,,,,568.6200225830079,4.726683359586991,540.5000152587891,4.492934343702756,,,,,,,,,,,,,,,,,,,"Jonah Tong","32157",804636
"Zebby Matthews","MIN",7,6,,3.86842,23,22,,,,114,482,111,52,49,15,27,0,2,115,9.07895,2.13158,4.25926,1.18421,0.238589,0.0560166,0.1825726144015789,0.245033,1.21053,0.297214,0.735043,,,3.59128,2.21394,1.87452,999,,,,,,,513.4999999999999,4.50438596491228,518,4.543859649122807,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Trevor Rogers","BAL",7,7,,3.94675,24,24,,,,127.7,537,122,60,56,14,38,0,5,110,7.75255,2.67815,2.89474,0.986688,0.204842,0.0707635,0.1340782195329666,0.246964,1.25294,0.291892,0.712251,,,3.84774,2.20388,1.78745,999,,,,,,,546.5799774169923,4.280187865928653,547.4999847412109,4.287392308733703,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Bubba Chandler","PIT",8,7,,3.79688,27,25,,,,128,541,112,58,54,13,45,0,10,121,8.50781,3.16406,2.68889,0.914062,0.22366,0.0831793,0.14048059284687042,0.230453,1.22656,0.28125,0.713256,,,3.85389,2.19615,2.36516,999,,,,,,,573.1000000000001,4.477343750000001,548,4.28125,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"Brady Singer","CIN",10,11,,4.47937,29,29,,,,152.7,654,147,81,76,21,50,0,10,142,8.36935,2.94695,2.84,1.23772,0.217125,0.0764526,0.14067278802394867,0.247475,1.29011,0.292343,0.692124,,,4.24188,2.18298,1.87758,999,,,,,,,593.4799774169921,3.8865749134111165,594.4999847412109,3.8932547257529895,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"José Soriano","LAA",8,9,,3.99854,29,23,,,,137.3,591,123,65,61,11,58,1,10,127,8.32484,3.80189,2.18966,0.721049,0.21489,0.0981387,0.11675126850605011,0.235182,1.31828,0.290909,0.700483,,,3.81249,2.17765,1.98035,999,,,,,,,610.920022583008,4.4495266497023325,593.5000152587891,4.322651143970172,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Sonny Gray","BOS",9,7,,4.09701,24,24,,,,134,573,136,65,61,18,39,0,4,131,8.79851,2.6194,3.35897,1.20896,0.228621,0.0680628,0.16055846214294434,0.256604,1.30597,0.309711,0.734312,,,3.88887,2.14866,2.03281,999,,,,,,,549.5999999999999,4.101492537313432,569,4.246268656716418,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Brayan Bello","BOS",11,9,,3.95929,29,28,,,,152.3,651,146,72,67,16,51,0,8,128,7.56402,3.01379,2.5098,0.945502,0.196621,0.078341,0.11827956885099411,0.246622,1.2935,0.290179,0.715922,,,3.98215,2.14792,2.49079,999,,,,,,,629.6200225830079,4.134077544102459,632.5000152587891,4.152987541594727,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Drew Rasmussen","TBR",8,6,,3.67347,28,27,,,,132.3,537,121,58,54,16,33,1,4,109,7.41497,2.2449,3.30303,1.08844,0.20298,0.0614525,0.14152700453996658,0.242,1.16402,0.28,0.729483,,,3.89855,2.12121,2.43469,999,,,,,,,574.6200225830079,4.343310728104878,560.5000152587891,4.2365835399075,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Michael McGreevy","STL",10,8,,3.86577,28,27,,,,149,620,147,68,64,16,34,0,3,108,6.52349,2.05369,3.17647,0.966443,0.174194,0.0548387,0.11935483664274216,0.252144,1.21477,0.285403,0.712484,,,3.82641,2.11431,2.42452,999,,,,,,,628.6000000000001,4.218791946308726,642,4.308724832214765,,,,,,,,,,,,,,,,,,,"Michael McGreevy","29869",700241
"Jacob deGrom","TEX",9,7,,3.7873,24,24,,,,130.7,527,114,59,55,20,34,0,2,133,9.15838,2.34124,3.91176,1.3772,0.252372,0.0645161,0.1878557801246643,0.232179,1.13236,0.278107,0.741667,,,3.91555,2.11003,2.09048,999,,,,,,,582.7799774169922,4.458913473791249,551.4999847412109,4.219586821869687,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Cam Schlittler","NYY",9,7,,3.92829,27,25,,,,128.3,541,113,60,56,16,43,0,6,128,8.97896,3.01637,2.97674,1.12237,0.236599,0.0794824,0.15711645036935806,0.229675,1.2159,0.278736,0.718563,,,3.90677,2.10929,1.82577,999,,,,,,,567.8200225830078,4.425721037231326,542.5000152587891,4.228371023810014,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Simeon Woods Richardson","TOR",6,6,,4.02235,26,24,,,,125.3,527,116,60,56,15,42,0,3,113,8.11652,3.01676,2.69048,1.07741,0.214421,0.0796964,0.13472486287355423,0.240664,1.26097,0.285311,0.715328,,,3.96514,2.10454,1.75226,999,,,,,,,532.1200225830079,4.246767834181173,522.5000152587891,4.1699920393693795,,,,,,,,,,,,,,,,,,,"Simeon Woods Richardson","24494",680573
"Kevin Gausman","TOR",9,8,,4.02128,25,25,,,,141,598,140,67,63,20,42,1,2,132,8.42553,2.68085,3.14286,1.2766,0.220736,0.0702341,0.15050167590379715,0.252708,1.29078,0.298507,0.746753,,,4.04294,2.10092,1.95393,999,,,,,,,565.4000000000001,4.009929078014185,577,4.092198581560283,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Eury Pérez","MIA",7,7,,3.93701,27,27,,,,114.3,464,96,53,50,14,37,0,3,113,8.89764,2.91339,3.05405,1.10236,0.243534,0.0797414,0.16379309445619583,0.226415,1.1636,0.276094,0.705467,,,3.80005,2.09567,1.97365,999,,,,,,,530.0200225830077,4.637095436847905,495.50001525878906,4.335083132363651,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Gavin Williams","CLE",9,6,,3.55509,27,27,,,,144.3,603,124,61,57,17,54,0,6,144,8.98129,3.36798,2.66667,1.06029,0.238806,0.0895522,0.1492537260055542,0.228361,1.23354,0.280105,0.758755,,,3.91823,2.07392,2.77565,999,,,,,,,644.3200225830078,4.465142127210502,608.5000152587891,4.216909233470571,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Zack Wheeler","PHI",8,6,,3.68852,20,20,,,,122,505,111,53,50,15,35,0,6,120,8.85246,2.58197,3.42857,1.10656,0.237624,0.0693069,0.16831683367490768,0.239224,1.19672,0.291793,0.744,,,3.77448,2.07312,2.50694,999,,,,,,,546.7000000000002,4.481147540983608,532,4.360655737704918,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Kyle Bradish","BAL",5,4,,3.62538,20,20,,,,99.3,412,87,43,40,10,32,0,5,99,8.97281,2.9003,3.09375,0.906344,0.240291,0.0776699,0.1626213639974594,0.232,1.19839,0.289474,0.72381,,,3.56817,2.06774,1.78411,999,,,,,,,472.6200225830078,4.7595166974634,453.50001525878906,4.566968794778513,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Justin Steele","CHC",8,5,,3.61417,23,23,,,,127,529,117,55,51,14,35,0,4,115,8.14961,2.48031,3.28571,0.992126,0.217391,0.0661626,0.15122872591018677,0.238776,1.19685,0.285319,0.732628,,,3.67844,2.05267,2.41986,999,,,,,,,576.4000000000001,4.538582677165355,566,4.456692913385827,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Logan Henderson","MIL",10,7,,3.88004,24,23,,,,106.7,439,92,49,46,14,31,0,3,107,9.0253,2.61481,3.45161,1.18088,0.243736,0.070615,0.17312072962522507,0.22716,1.15276,0.274648,0.715667,,,3.79118,2.04561,1.7751,999,,,,,,,490.17997741699224,4.594001794159073,463.49998474121094,4.343954995294372,,,,,,,,,,,,,,,,,,,"Logan Henderson","31475",701656
"Robby Snelling","MIA",8,7,,3.84677,25,25,,,,124,531,117,57,53,14,41,0,3,114,8.27419,2.97581,2.78049,1.01613,0.214689,0.0772128,0.13747646659612656,0.240246,1.27419,0.286908,0.729769,,,3.82868,2.0346,2.19488,999,,,,,,,537.1999999999998,4.332258064516128,534,4.306451612903226,,,,,,,,,,,,,,,,,,,"Robby Snelling","31893",702281
"Connelly Early","WSN",8,7,,3.89144,25,22,,,,108.7,465,97,50,47,11,37,0,10,108,8.94204,3.06348,2.91892,0.910764,0.232258,0.0795699,0.1526881754398346,0.232057,1.23275,0.287625,0.708263,,,3.76071,2.03414,1.89732,999,,,,,,,491.8799774169923,4.525114914687646,475.49998474121094,4.374425005436032,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Trey Yesavage","TOR",4,3,,3.66372,29,26,,,,113,466,91,49,46,12,44,0,2,117,9.31858,3.50442,2.65909,0.955752,0.251073,0.0944206,0.15665236860513687,0.216667,1.19469,0.271478,0.72758,,,3.66611,2.01878,2.03919,999,,,,,,,548,4.849557522123894,505,4.469026548672566,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Nick Lodolo","CIN",7,7,,4.33566,25,24,,,,128.7,546,119,66,62,17,34,1,17,128,8.95105,2.37762,3.76471,1.18881,0.234432,0.0622711,0.17216117307543755,0.240404,1.18881,0.291429,0.673375,,,4.052,1.99646,1.79344,999,,,,,,,536.8799774169922,4.171561695008456,525.4999847412109,4.08313906139831,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Aaron Nola","PHI",8,8,,4.38515,22,22,,,,129.3,542,128,67,63,20,32,0,3,125,8.7007,2.22738,3.90625,1.39211,0.230627,0.0590406,0.17158672213554382,0.252465,1.23743,0.298343,0.704545,,,4.02454,1.99305,1.53346,999,,,,,,,523.0200225830079,4.045011680113007,531.5000152587891,4.110595535299668,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Bailey Ober","MIN",7,7,,4.27007,25,25,,,,137,570,137,70,65,21,32,0,5,118,7.75182,2.10219,3.6875,1.37956,0.207018,0.0561404,0.1508771888911724,0.257036,1.23358,0.294416,0.709169,,,4.21543,1.99016,1.48639,999,,,,,,,524.3000000000002,3.827007299270074,537,3.9197080291970803,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Payton Tolle","BOS",5,4,,3.89144,29,22,,,,108.7,454,97,50,47,14,30,0,5,111,9.19043,2.4839,3.7,1.15915,0.244493,0.0660793,0.17841409891843796,0.231504,1.16835,0.282313,0.716946,,,3.73311,1.94785,1.85962,999,,,,,,,496.9799774169922,4.572033039279942,478.49998474121094,4.4020239022550305,,,,,,,,,,,,,,,,,,,"Payton Tolle","35466",801139
"David Peterson","CHC",7,6,,4.14254,25,24,,,,134.7,590,132,66,62,12,53,0,7,119,7.951,3.5412,2.24528,0.801782,0.201695,0.0898305,0.11186441034078598,0.249057,1.37342,0.300752,0.707491,,,3.86268,1.94506,1.62865,999,,,,,,,563.9799774169921,4.186933854450633,575.4999847412109,4.272457296063221,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Jack Flaherty","DET",9,9,,4.20497,26,25,,,,132.7,567,122,66,62,18,49,1,6,142,9.63075,3.32329,2.89796,1.2208,0.250441,0.0864198,0.16402117162942886,0.238281,1.28862,0.295455,0.720165,,,4.00175,1.94218,1.57904,999,,,,,,,562.3799774169925,4.237980334214635,548.4999847412109,4.133383552036899,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Shane Smith","CHW",6,8,,4.09391,27,27,,,,136.3,567,116,66,62,16,48,1,12,128,8.45194,3.16948,2.66667,1.05649,0.22575,0.0846561,0.14109347015619278,0.228797,1.20323,0.275482,0.69209,,,4.10359,1.93954,1.81838,999,,,,,,,586.220022583008,4.300953847817597,549.5000152587891,4.031548077442999,,,,,,,,,,,,,,,,,,,"Shane Smith","31687",681343
"Cade Horton","CHC",8,7,,3.75307,25,24,,,,122.3,497,103,55,51,14,35,0,4,108,7.94767,2.57563,3.08571,1.03025,0.217304,0.0704225,0.14688128978013992,0.224891,1.12837,0.264881,0.701014,,,3.8138,1.91971,2.09736,999,,,,,,,564.0200225830079,4.611774395004001,528.5000152587891,4.321340981775167,,,,,,,,,,,,,,,,,,,"Cade Horton","31872",690990
"Mitch Keller","PIT",8,10,,4.10204,26,26,,,,147,629,145,72,67,18,44,0,10,126,7.71429,2.69388,2.86364,1.10204,0.200318,0.0699523,0.13036566227674484,0.252174,1.28571,0.294664,0.714286,,,4.11473,1.91905,2.18463,999,,,,,,,579.4,3.9414965986394557,591,4.020408163265306,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Jacob Misiorowski","MIL",8,5,,3.73379,26,23,,,,115.7,484,90,51,48,14,46,0,9,136,10.5791,3.57822,2.95652,1.08902,0.280992,0.0950413,0.1859504133462906,0.20979,1.17545,0.272401,0.730241,,,3.78336,1.9125,2.13207,999,,,,,,,556.9799774169921,4.814001660398957,503.49998474121094,4.3517718065839635,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
