Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Dillon Dingler","DET",47,187,170,43,26,9,1,7,22,26,12,0,44,4,1,0,,0,0,0.25177,0.0647984,0.234331,0.276526,0.313398,0.44004,0.327485,0.753438,0.18827,3.03427,0.296361,0.0572593,-0.253352,23.9294,1.65928,109.338,-0.196093,1.48628,1.841795101761818,3.7109732627868652,1.41288,254.6199951171875,,,,,,,216.4,4.604255319,216.4,4.604255319,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Mookie Betts","LAD",50,217,191,51,32,10,1,8,30,29,23,1,26,1,1,0,,2,1,0.265052,0.105598,0.119533,0.883418,0.345845,0.450404,0.346498,0.796249,0.185352,4.18678,0.268708,-0.0581727,-0.157568,31.1136,5.27142,118.913,-0.21574,-0.193995,4.768021509051323,2.047671854496002,1.40628,60.58000183105469,,,,,,,277.5,5.55,277.5,5.55,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Gabriel Moreno","ARI",40,160,140,40,28,8,0,4,19,20,17,0,26,1,2,0,,2,1,0.287207,0.104751,0.162357,0.645188,0.365075,0.428934,0.34936,0.794009,0.141727,3.4135,0.325465,0.0833401,-0.211713,23.2714,4.25067,119.355,-0.128373,1.62199,3.625637635588646,4.435571789741516,1.40508,181.22000122070312,,,,,,,199.8,4.995,199.8,4.995,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Ronald Acuña Jr.","ATL",49,212,177,48,30,8,1,9,35,25,31,1,45,3,1,1,,10,3,0.272804,0.144583,0.211801,0.682634,0.385399,0.478128,0.376302,0.863528,0.205324,5.99781,0.316603,0.381397,0.506945,35.5766,10.2902,137.853,0.888342,-1.39394,10.64846807718277,-4.002275824546814,1.37371,5.260000228881836,,,,,,,317.9,6.487755102,317.9,6.487755102,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Geraldo Perdomo","ARI",50,215,181,47,32,8,2,4,29,22,29,0,28,2,2,2,,8,3,0.257513,0.132995,0.128744,1.03301,0.363418,0.394249,0.338859,0.757667,0.136736,5.92514,0.280903,0.0939641,0.10626,29.5322,3.89592,112.343,0.200224,0.71512,3.426744282245636,3.0216017365455627,1.36334,76.7699966430664,,,,,,,254.2,5.084,254.2,5.084,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Jeremy Peña","HOU",48,207,188,52,35,9,1,7,28,23,12,0,37,4,1,1,,5,1,0.274365,0.0602576,0.179867,0.335012,0.329522,0.432521,0.332839,0.762043,0.158156,5.04691,0.309354,0.233181,0.236788,27.3492,2.73177,113.9,0.469968,-0.0770792,3.8231143057346344,2.137735664844513,1.35294,122.9800033569336,,,,,,,255.5,5.322916666,255.5,5.322916666,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"William Contreras","MIL",50,200,176,48,32,9,0,6,25,26,22,1,35,1,1,0,,1,1,0.271174,0.109217,0.173505,0.629474,0.353375,0.429915,0.342618,0.78329,0.158741,3.25916,0.304702,-0.188428,-0.277714,28.1029,4.2376,116.563,-0.466142,0.426467,3.564556062221527,3.301467388868332,1.33878,56.560001373291016,,,,,,,243.4,4.868,243.4,4.868,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Ketel Marte","ARI",49,213,188,51,30,10,1,9,30,28,21,1,33,2,1,0,,2,0,0.269734,0.0973537,0.156469,0.622191,0.346301,0.477606,0.355234,0.823908,0.207872,4.58855,0.284354,-0.0208373,-0.0779194,32.0463,6.68271,123.278,-0.0987567,0.071535,5.921674817800522,0.11243009567260742,1.31379,32.63999938964844,,,,,,,289.7,5.912244897,289.7,5.912244897,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"James Wood","WSN",51,220,186,48,27,11,1,10,34,29,31,3,64,1,1,1,,6,2,0.26069,0.140274,0.289071,0.485257,0.36786,0.493486,0.37014,0.861346,0.232796,4.95801,0.335826,0.0953326,0.140696,35.7378,9.55601,134.221,0.236029,-0.378786,9.372158870100975,-3.6831068098545074,1.30146,37.790000915527344,,,,,,,316.2,6.2,316.2,6.2,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Vladimir Guerrero Jr.","TOR",51,222,193,55,36,11,0,8,30,30,25,3,30,2,2,0,,2,1,0.286175,0.113271,0.133713,0.847121,0.371789,0.472047,0.364513,0.843836,0.185872,3.0647,0.299311,-0.14346,-0.251671,35.0964,8.64187,135.94,-0.395131,-0.0204084,8.921955704689026,-4.036303332075477,1.2998,18.049999237060547,,,,,,,304.1,5.962745098,304.1,5.962745098,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Nick Kurtz","ATH",49,212,179,46,25,9,0,12,32,33,31,3,63,1,1,0,,2,1,0.256364,0.145434,0.296856,0.489916,0.368133,0.50466,0.374165,0.872793,0.248296,3.91748,0.325954,-0.00374142,-0.14601,35.2087,9.92229,139.163,-0.149752,-0.605626,9.55452911555767,-4.397293031215668,1.29181,19.8700008392334,,,,,,,314.5,6.418367346,314.5,6.418367346,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"JJ Wetherholt","STL",49,212,185,47,34,7,0,6,29,22,21,1,35,4,1,1,,5,1,0.255919,0.099759,0.163693,0.609426,0.344735,0.395068,0.329044,0.739803,0.139148,4.92348,0.284741,0.0819818,0.313015,27.4389,2.15255,108.869,0.394997,2.35879,2.6817496716976166,3.150458037853241,1.29119,999,,,,,,,236.6,4.828571428,236.6,4.828571428,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","34985",802139
"Michael Harris II","ATL",49,210,198,55,36,10,1,8,26,29,9,0,41,2,1,1,,5,1,0.278737,0.0421819,0.193197,0.218337,0.312833,0.466457,0.335565,0.77929,0.18772,5.25721,0.311672,0.130527,0.239622,28.248,3.2395,110.648,0.370149,1.93007,3.085412919521332,2.5467358827590942,1.26322,99.06999969482422,,,,,,,259.6,5.297959183,259.6,5.297959183,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Freddie Freeman","LAD",52,224,196,56,35,13,1,8,30,30,24,2,40,3,2,0,,3,1,0.288632,0.107414,0.176565,0.608352,0.371563,0.478136,0.367884,0.849699,0.189504,4.04872,0.325041,-0.28213,-0.0672571,36.0021,9.32637,133.195,-0.349387,0.211774,8.680046826601028,-3.8048927783966064,1.23262,67.87999725341797,,,,,,,320.1,6.15576923,320.1,6.15576923,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Isaac Paredes","HOU",48,209,179,44,27,8,0,8,24,28,23,0,34,5,1,0,,0,0,0.243902,0.109418,0.163875,0.667693,0.344571,0.431923,0.342609,0.776494,0.188021,2.04383,0.256911,-0.111617,-0.355224,29.3022,4.4172,120.689,-0.466841,-0.372912,4.578482210636139,-0.043899714946746826,1.21648,243.60000610351562,,,,,,,249.8,5.204166666,249.8,5.204166666,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Riley Greene","DET",51,220,194,52,31,11,1,9,28,30,23,1,59,1,2,0,,1,1,0.265507,0.103125,0.268283,0.384389,0.344011,0.465091,0.350073,0.809102,0.199583,3.44586,0.333503,0.00512048,-0.304226,32.1598,5.97804,125.035,-0.299105,0.477117,6.124045580625534,-2.009302318096161,1.21335,78.4800033569336,,,,,,,290.5,5.696078431,290.5,5.696078431,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Jackson Merrill","SDP",51,219,201,52,32,10,1,8,27,28,15,1,47,1,1,1,,6,1,0.257248,0.0667202,0.213975,0.311814,0.309308,0.439795,0.323738,0.749103,0.182547,5.50625,0.296344,0.400309,0.254073,27.3997,1.27966,106.89,0.654383,1.56133,2.4894255995750427,2.2779935002326965,1.20631,70.79000091552734,,,,,,,256.7,5.033333333,256.7,5.033333333,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Ben Rice","NYY",51,219,191,48,25,9,1,12,32,32,24,1,50,3,1,0,,1,0,0.251192,0.108227,0.226144,0.478573,0.340005,0.503394,0.361991,0.843399,0.252202,4.19161,0.273302,-0.138601,-0.212261,34.1415,8.06915,134.721,-0.350862,-0.113229,8.520178854465485,-4.446562327444553,1.20579,53.189998626708984,,,,,,,305.3,5.986274509,305.3,5.986274509,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"CJ Abrams","WSN",51,220,198,52,31,10,1,9,30,30,16,1,44,5,2,0,,10,2,0.261403,0.0707457,0.199817,0.354053,0.327378,0.460484,0.340851,0.787862,0.199081,6.39854,0.292518,0.226233,0.679552,30.5156,4.33381,114.66,0.905784,-2.36179,4.819717824459076,-0.16981053352355957,1.19611,65,,,,,,,288.9,5.664705882,288.9,5.664705882,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Ceddanne Rafaela","BOS",51,219,204,53,34,12,1,6,27,26,10,0,46,3,1,1,,7,3,0.260949,0.0453913,0.209455,0.216712,0.303133,0.422132,0.315446,0.725265,0.161183,6.01917,0.307564,0.311057,0.0975056,25.8431,-0.194612,96.9562,0.408563,3.40659,-0.368081659078598,4.18745893239975,1.17902,125.02999877929688,,,,,,,233.6,4.580392156,233.6,4.580392156,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Dansby Swanson","CHC",52,226,203,48,30,8,1,8,29,28,20,0,56,1,2,1,,6,1,0.23464,0.089966,0.245299,0.36676,0.305841,0.399652,0.30956,0.705493,0.165013,5.87719,0.283104,0.280215,0.46537,25.6718,-1.28185,95.5066,0.745585,2.31483,-0.48938852548599243,4.739828824996948,1.17697,152.30999755859375,,,,,,,241.5,4.644230769,241.5,4.644230769,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Zach Neto","LAA",50,215,190,46,26,10,1,9,30,25,18,1,58,5,1,1,,8,3,0.240098,0.0827074,0.270483,0.305776,0.319943,0.436815,0.329411,0.756758,0.196717,5.94277,0.297427,0.111968,0.00532783,27.8828,2.24647,109.733,0.117296,-0.96327,2.562456674873829,1.3432114720344543,1.17556,32.29999923706055,,,,,,,262.7,5.254,262.7,5.254,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Otto Lopez","MIA",48,206,189,54,38,10,2,4,25,22,13,0,30,2,2,1,,7,2,0.285112,0.0632646,0.144312,0.438388,0.333356,0.420902,0.329485,0.754258,0.135789,6.04183,0.317154,0.201828,0.288586,26.7086,2.16319,105.731,0.490415,0.710282,1.9248480200767517,2.918614983558655,1.17044,229.16000366210938,,,,,,,244.1,5.085416666,244.1,5.085416666,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Corey Seager","TEX",40,173,150,37,22,7,0,8,23,23,20,3,36,1,1,0,,1,0,0.249245,0.114731,0.207677,0.55245,0.340288,0.457412,0.342993,0.7977,0.208168,2.58264,0.273704,-0.279187,-0.135478,24.2662,3.70368,121.801,-0.414665,0.148424,3.978297770023346,1.3317571580410004,1.16365,95.08999633789062,,,,,,,217.6,5.44,217.6,5.44,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Pete Alonso","BAL",51,222,194,50,28,10,0,11,30,33,22,2,51,4,2,0,,1,0,0.256953,0.100409,0.230104,0.436361,0.343407,0.489226,0.358195,0.832633,0.232273,2.98175,0.288844,-0.421607,-0.20566,33.9581,7.50362,132.405,-0.627267,-0.262324,7.773418962955475,-4.392725169658661,1.14722,24.440000534057617,,,,,,,298.3,5.849019607,298.3,5.849019607,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Brice Turang","MIL",49,212,187,49,33,9,1,6,28,24,22,1,47,1,1,1,,8,2,0.25958,0.105179,0.221711,0.474394,0.33812,0.408094,0.328339,0.746214,0.148514,5.74447,0.316874,0.155114,0.574542,27.3176,2.0312,107.027,0.729655,1.08595,2.5416430234909058,1.8442851305007935,1.14456,48.18000030517578,,,,,,,254.2,5.187755102,254.2,5.187755102,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Juan Soto","NYM",31,133,106,29,17,4,0,7,21,20,25,2,22,1,1,0,,4,1,0.274423,0.189974,0.1638,1.15979,0.413826,0.531523,0.404275,0.945349,0.257099,4.86774,0.280162,-0.114099,0.0817021,25.2686,9.45047,160.245,-0.0323973,-0.854864,9.684974670410156,-2.736037254333496,1.14233,4.650000095367432,,,,,,,216.6,6.987096774,216.6,6.987096774,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Drake Baldwin","ATL",49,202,177,48,31,7,0,9,27,27,20,1,39,2,1,0,,1,0,0.268289,0.0994152,0.193721,0.513189,0.348583,0.466234,0.354413,0.814817,0.197945,2.8392,0.295828,-0.0995608,-0.263907,30.1895,6.18928,123.235,-0.363468,-0.472035,5.322711527347565,-0.3803679943084717,1.14161,78.62999725341797,,,,,,,264.6,5.4,264.6,5.4,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Alejandro Kirk","TOR",32,126,111,29,21,5,0,4,13,15,13,1,16,1,1,0,,0,0,0.263867,0.103826,0.127059,0.81715,0.344159,0.404441,0.329793,0.7486,0.140574,1.60279,0.27907,-0.334262,-0.164111,16.3618,1.35407,111.812,-0.498373,1.21863,1.2387535274028778,3.4760353565216064,1.1383,160.25,,,,,,,145.5,4.546875,145.5,4.546875,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Mike Trout","LAA",43,186,153,36,21,7,0,8,26,22,29,3,52,2,1,0,,2,0,0.236837,0.157419,0.280034,0.562142,0.365325,0.446899,0.352709,0.812225,0.210063,3.85039,0.297913,-0.195731,-0.0052997,27.5314,5.44058,125.923,-0.20103,-0.648097,5.410766512155533,-0.8689306527376175,1.13224,178.44000244140625,,,,,,,240.9,5.602325581,240.9,5.602325581,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Matt Olson","ATL",53,229,199,51,28,11,0,11,31,33,27,1,56,2,2,0,,1,0,0.254656,0.115898,0.24435,0.47431,0.344792,0.485422,0.357818,0.830214,0.230766,2.46893,0.294792,-0.270131,-0.235382,34.8856,7.65409,125.509,-0.505513,1.14498,6.577742695808411,-2.9383546113967896,1.12272,48.0099983215332,,,,,,,310.8,5.864150943,310.8,5.864150943,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Jacob Wilson","ATH",50,217,201,57,41,11,1,5,26,25,11,0,19,2,1,1,,2,1,0.285603,0.0524346,0.0885364,0.592238,0.329536,0.418345,0.327288,0.747882,0.132742,3.92476,0.294838,0.00354859,-0.101255,27.733,1.89088,106.587,-0.0977067,0.0277461,1.5703823119401932,1.6860794238746166,1.116,196.44000244140625,,,,,,,242.8,4.856,242.8,4.856,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Willson Contreras","BOS",51,221,189,49,29,10,1,9,28,31,22,1,56,8,1,0,,2,1,0.258988,0.100926,0.251856,0.400728,0.358404,0.470331,0.361453,0.828736,0.211343,3.60998,0.315206,-0.242882,-0.307837,34.3703,8.04961,128.928,-0.550719,0.257459,6.910532772541046,-3.808127075433731,1.11494,168.1999969482422,,,,,,,295.7,5.798039215,295.7,5.798039215,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Kyle Tucker","LAD",50,217,185,47,29,9,1,9,30,30,28,1,35,1,2,0,,5,1,0.256184,0.131017,0.162755,0.804998,0.356815,0.454458,0.35367,0.811273,0.198274,5.23333,0.271912,0.0130269,0.364881,32.3757,6.53354,123.703,0.377908,-0.360232,6.623786926269531,-2.6852322220802307,1.11459,13.130000114440918,,,,,,,288.3,5.766,288.3,5.766,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Byron Buxton","MIN",37,160,144,36,19,7,1,9,24,22,12,1,43,3,1,0,,4,0,0.250651,0.0757698,0.265285,0.285617,0.31811,0.505858,0.351115,0.823969,0.255208,6.41992,0.288065,0.181872,0.407453,23.5854,4.49454,125.243,0.589326,0.0333203,5.311842620372772,-0.04846983402967453,1.11416,73.4800033569336,,,,,,,220.8,5.967567567,220.8,5.967567567,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Miguel Vargas","CHW",51,221,191,46,26,11,1,8,30,27,26,0,40,3,2,0,,4,1,0.240147,0.116943,0.179707,0.650743,0.33672,0.430603,0.336762,0.767323,0.190455,4.68796,0.261637,0.0023313,0.0231833,29.9447,3.62403,115.779,0.0255145,-1.40244,4.095333522185683,-1.037473201751709,1.11042,303.0899963378906,,,,,,,271.2,5.317647058,271.2,5.317647058,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Nico Hoerner","CHC",52,224,203,55,41,10,1,3,25,22,16,0,20,3,2,0,,8,2,0.272852,0.0698908,0.0906208,0.771245,0.33199,0.37722,0.314731,0.70921,0.104368,5.36713,0.289021,0.277572,0.504838,26.3465,-0.329299,98.9599,0.78241,2.25463,0.49950194358825684,3.104633152484894,1.10376,101.93000030517578,,,,,,,234.5,4.509615384,234.5,4.509615384,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Bryce Harper","PHI",51,222,190,50,29,11,1,10,30,31,29,2,48,1,2,0,,3,1,0.264637,0.131203,0.215818,0.607935,0.363486,0.485505,0.365559,0.848991,0.220868,4.07169,0.301706,0.0418747,-0.19374,35.2848,8.8303,129.558,-0.151865,-0.160655,7.821493849158287,-4.176550030708313,1.10177,47.900001525878906,,,,,,,314.5,6.166666666,314.5,6.166666666,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Andy Pages","LAD",48,208,188,49,30,10,1,8,27,29,14,0,44,3,2,0,,4,2,0.258922,0.0686157,0.211682,0.324144,0.318945,0.450367,0.333764,0.769312,0.191445,4.64256,0.294314,0.134488,-0.211526,27.6309,2.90022,110.409,-0.0770382,0.81521,2.5478967279195786,1.5568765997886658,1.10068,133.4199981689453,,,,,,,249.3,5.19375,249.3,5.19375,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Alex Bregman","CHC",52,224,194,48,31,9,0,7,27,26,25,1,34,3,2,0,,1,0,0.247462,0.110941,0.150338,0.737943,0.339791,0.405836,0.329354,0.745627,0.158374,2.93559,0.265593,-0.182864,-0.311682,29.003,2.32719,108.726,-0.494546,0.666763,1.8790386021137238,1.4667630791664124,1.07757,119.16999816894531,,,,,,,252.6,4.857692307,252.6,4.857692307,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Jazz Chisholm Jr.","NYY",45,196,173,40,25,6,1,9,25,26,19,1,54,1,1,0,,12,3,0.233339,0.0987559,0.277263,0.356182,0.313327,0.431436,0.323833,0.744763,0.198097,6.16955,0.283352,0.243416,0.862802,24.5,1.15868,108.204,1.10622,-0.0670906,2.982789635658264,0.49957603961229324,1.06286,19.520000457763672,,,,,,,233.1,5.18,233.1,5.18,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Munetaka Murakami","CHW",50,216,180,42,23,6,0,12,31,30,33,3,69,2,1,0,,3,1,0.232318,0.151432,0.321064,0.471659,0.35353,0.468587,0.355355,0.822117,0.236269,3.27498,0.298593,-0.0482538,-0.404571,32.5616,6.80696,128.699,-0.452825,-0.143356,6.790329962968826,-4.039188802242279,1.06211,999,,,,,,,293.3,5.866,293.3,5.866,,,,,,,,,,,,,,,,,,,"Munetaka Murakami","37120",808959
