Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Hunter Greene","CIN",4,3,6,3.67689,10,10,0,0,,56,228,42,25,23,7,18,,5,66,10.5652,2.82129,3.7448,1.06665,0.29071,0.0776303,0.21307972073554993,0.205496,1.06145,0.268148,0.689407,,,3.49727,1.43164,1.18025,444.32000732421875,,,,,,,282.1000000000001,5.037500000000001,252,4.5,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Jesús Luzardo","PHI",4,3,6,3.74876,11,11,0,0,,61,255,54,28,26,7,19,,3,71,10.399,2.78614,3.73241,1.05083,0.277567,0.0743668,0.20320065319538116,0.22983,1.18563,0.298988,0.716987,,,3.36966,1.42859,1.11345,70.58999633789062,,,,,,,300.9000000000001,4.932786885245903,290,4.754098360655738,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Max Fried","NYY",5,2,6,3.28674,10,10,0,0,,58,241,50,23,21,4,17,,2,53,8.18116,2.65405,3.08252,0.642169,0.220196,0.0714337,0.14876196533441544,0.227633,1.15979,0.281484,0.71973,,,3.20541,1.39659,1.37078,50.04999923706055,,,,,,,299.00000000000006,5.155172413793104,287,4.948275862068965,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Chase Burns","CIN",3,3,4,3.91625,12,9,0,0,,49,206,44,23,21,6,16,,0,58,10.5812,2.89351,3.65688,1.15383,0.280586,0.0767282,0.20385755598545074,0.2302,1.21206,0.297245,0.715766,,,3.38949,1.26719,0.902888,109.72000122070312,,,,,,,242.4,4.946938775510204,235,4.795918367346939,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Cam Schlittler","NYY",4,2,6,3.48504,10,10,0,0,,52,214,44,22,20,6,15,,2,58,10.0761,2.59536,3.88235,0.98871,0.271857,0.0700237,0.2018330916762352,0.225792,1.14273,0.291458,0.729911,,,3.30197,1.22316,1.07334,116.62999725341797,,,,,,,261.6,5.0307692307692315,247,4.75,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Jacob deGrom","TEX",4,3,6,3.47626,10,10,0,0,,54,218,44,23,21,8,13,,0,60,10.0238,2.0948,4.7851,1.26342,0.276304,0.0577427,0.21856163069605827,0.217361,1.0564,0.269516,0.740301,,,3.43203,1.18158,1.09126,50.0099983215332,,,,,,,267.80000000000007,4.959259259259261,247,4.574074074074074,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Bryan Woo","SEA",4,2,5,3.37417,9,9,0,0,,53,213,44,22,20,6,11,,2,54,9.05127,1.84212,4.91351,1.01233,0.250887,0.0510606,0.19982625171542168,0.221457,1.03793,0.272564,0.716017,,,3.29855,1.17825,1.00331,34.77000045776367,,,,,,,273,5.150943396226415,256,4.830188679245283,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Hunter Brown","HOU",4,2,6,3.28149,10,10,0,0,,56,235,46,22,21,5,21,,3,61,9.79942,3.41333,2.87093,0.844068,0.260481,0.0907305,0.1697503924369812,0.219857,1.20503,0.28445,0.753184,,,3.42356,1.16399,1.3596,36.189998626708984,,,,,,,283.30000000000007,5.058928571428573,265,4.732142857142857,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Braxton Ashcraft","PIT",3,3,6,3.62236,10,10,0,0,,54,225,51,24,22,6,14,,3,54,9.05952,2.36877,3.82456,1.03478,0.240129,0.062786,0.17734278738498688,0.246429,1.21964,0.304921,0.738809,,,3.52345,1.14352,1.07521,239.36000061035156,,,,,,,250.20000000000002,4.633333333333334,249,4.611111111111111,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Shane McClanahan","TBR",4,3,5,3.32923,9,9,0,0,,50,206,43,20,18,5,15,,1,50,9.09557,2.69869,3.37037,0.904105,0.243981,0.07239,0.17159108072519302,0.227888,1.17019,0.284291,0.746062,,,3.36364,1.13483,1.20592,182.99000549316406,,,,,,,248.7,4.974,237,4.74,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Logan Gilbert","SEA",4,2,6,3.414,10,10,0,0,,57,230,48,23,21,7,14,,2,61,9.75222,2.14824,4.53963,1.14944,0.267038,0.0588236,0.2082141935825348,0.223372,1.08405,0.278887,0.74204,,,3.42265,1.13117,1.15494,37.150001525878906,,,,,,,284.8999999999999,4.998245614035087,268,4.701754385964913,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Mason Miller","SDP",1,0,0,1.79943,23,0,11,1,,23,87,12,5,5,1,8,,1,39,15.5627,3.12635,4.9779,0.569998,0.448896,0.0901778,0.3587184324860573,0.146983,0.858274,0.265871,0.832829,,,1.60316,1.0996,1.10347,27.860000610351562,,,,,,,236.7,10.291304347826086,212,9.217391304347826,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Kevin Gausman","TOR",4,3,5,3.80526,10,10,0,0,,57,241,54,26,24,7,16,,1,57,8.88602,2.56591,3.4631,1.14585,0.234818,0.0678057,0.1670125275850296,0.242481,1.23289,0.293649,0.733247,,,3.67811,1.0969,0.988126,112.94999694824219,,,,,,,258.29999999999995,4.53157894736842,257,4.508771929824562,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Sandy Alcantara","MIA",4,4,5,4.18369,10,10,0,0,,63,265,60,32,29,7,17,,3,51,7.22575,2.42483,2.9799,0.983945,0.191861,0.064385,0.12747575342655182,0.245191,1.21927,0.283795,0.669654,,,3.85741,1.0845,0.82487,144.57000732421875,,,,,,,266.1,4.223809523809524,266,4.222222222222222,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Joe Ryan","MIN",3,3,5,3.79744,10,10,0,0,,53,214,46,24,22,7,12,,3,58,9.8858,2.01227,4.91275,1.27624,0.269595,0.0548766,0.21471865102648735,0.230707,1.09995,0.287119,0.711455,,,3.58353,1.07561,0.971602,78.52999877929688,,,,,,,257.5,4.8584905660377355,245,4.622641509433962,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Drew Rasmussen","TBR",4,2,6,3.43378,10,10,0,0,,53,215,46,22,20,6,12,,2,48,8.22116,2.03258,4.04469,1.02954,0.224426,0.0554865,0.16893930360674858,0.230265,1.10216,0.274287,0.729772,,,3.56351,1.06393,1.18919,132.36000061035156,,,,,,,252.80000000000004,4.769811320754718,241,4.547169811320755,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Reid Detmers","LAA",3,3,5,4.19606,10,10,0,0,,52,217,46,26,24,6,17,,2,60,10.3519,2.98034,3.4734,1.11407,0.274508,0.0790316,0.19547654688358307,0.231143,1.21288,0.298326,0.679224,,,3.54478,1.05918,0.709975,350.4599914550781,,,,,,,254.4,4.892307692307693,245,4.711538461538462,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Sonny Gray","BOS",4,3,5,3.90665,10,10,0,0,,58,246,58,27,25,7,16,,2,58,8.90632,2.47258,3.60204,1.09932,0.233308,0.064771,0.16853663325309753,0.252754,1.26937,0.309014,0.726127,,,3.63756,1.05697,1.08024,138.08999633789062,,,,,,,254.3,4.38448275862069,261,4.5,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Gerrit Cole","NYY",4,3,5,3.9395,10,10,0,0,,61,250,54,29,27,9,16,,2,60,8.94766,2.36908,3.77684,1.31671,0.241243,0.0638744,0.17736902832984924,0.231543,1.14982,0.275347,0.713266,,,3.89942,1.03821,0.917329,232.89999389648438,,,,,,,266.30000000000007,4.365573770491804,254,4.163934426229508,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"MacKenzie Gore","TEX",3,3,5,4.14101,10,10,0,0,,55,233,49,28,25,6,20,,3,62,10.1323,3.34181,3.03197,1.05162,0.265484,0.0875617,0.1779225990176201,0.233945,1.26375,0.301542,0.694103,,,3.65464,1.02075,0.627153,164.82000732421875,,,,,,,260.79999999999995,4.741818181818181,252,4.581818181818182,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Nick Martinez","TBR",4,4,5,3.95177,10,10,0,0,,58,244,59,28,25,6,14,,2,40,6.23484,2.1859,2.85229,0.898113,0.163754,0.0574115,0.10634281858801842,0.259313,1.26847,0.292745,0.700946,,,3.84784,1.0165,0.885811,738.3400268554688,,,,,,,234.00000000000003,4.03448275862069,244,4.206896551724138,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"George Kirby","SEA",4,3,5,3.80768,10,10,0,0,,54,224,52,25,23,6,11,,2,51,8.47718,1.757,4.8248,1.06181,0.228587,0.0473775,0.18120954558253288,0.245675,1.15109,0.295981,0.701096,,,3.44906,1.01632,0.731683,64.58000183105469,,,,,,,253.60000000000002,4.696296296296297,255,4.722222222222222,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Dustin May","STL",4,3,5,3.76263,16,10,0,0,,61,255,53,28,26,6,20,,4,55,8.1534,2.99666,2.72083,0.828242,0.217114,0.0797968,0.1373169794678688,0.231138,1.20389,0.281189,0.697142,,,3.70813,0.988083,0.928393,414.6700134277344,,,,,,,277.80000000000007,4.554098360655739,265,4.344262295081967,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Casey Mize","DET",3,3,5,3.75924,10,10,0,0,,48,204,47,22,20,5,13,,1,45,8.36551,2.45993,3.40072,0.998933,0.220924,0.0649641,0.15596037358045578,0.247015,1.23748,0.298025,0.724029,,,3.60601,0.965711,0.839957,289.6499938964844,,,,,,,219.50000000000006,4.572916666666668,223,4.645833333333333,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Blake Snell","LAD",3,2,5,3.59807,9,9,0,0,,43,183,34,19,17,5,20,,1,55,11.3866,4.09134,2.78309,0.992751,0.299195,0.107505,0.19169022142887115,0.211028,1.24713,0.286637,0.743644,,,3.43229,0.960283,0.818511,178.41000366210938,,,,,,,215.29999999999998,5.006976744186046,197,4.5813953488372094,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Andrew Abbott","CIN",2,3,5,4.36871,10,10,0,0,,53,230,53,28,26,7,19,,1,47,7.9129,3.17707,2.49062,1.17817,0.20382,0.0818349,0.12198510766029358,0.251377,1.34456,0.293298,0.703474,,,4.16066,0.945323,0.680972,221.92999267578125,,,,,,,202.3,3.816981132075472,208,3.9245283018867925,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Trevor Rogers","BAL",3,3,5,3.98097,10,10,0,0,,51,215,49,24,22,5,15,,1,43,7.65277,2.70922,2.82471,0.953677,0.200858,0.0711075,0.12975073605775833,0.247101,1.26598,0.291298,0.702545,,,3.77146,0.944292,0.78443,146.07000732421875,,,,,,,226.50000000000003,4.4411764705882355,228,4.470588235294118,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Framber Valdez","DET",4,3,5,3.86278,10,10,0,0,,61,259,57,28,26,6,21,,4,52,7.70679,3.12688,2.46469,0.835329,0.201592,0.0817923,0.11980019509792328,0.243181,1.28,0.291,0.707336,,,3.84228,0.929646,1.06461,81.13999938964844,,,,,,,258.4000000000001,4.236065573770493,256,4.19672131147541,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Kyle Bradish","BAL",3,3,5,3.83379,10,10,0,0,,50,213,45,23,21,5,19,,2,51,9.05995,3.38426,2.67708,0.907757,0.237484,0.0887101,0.14877428859472275,0.23251,1.26609,0.290089,0.713915,,,3.63998,0.921297,0.825051,72.95999908447266,,,,,,,230.5,4.61,224,4.48,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Justin Wrobleski","LAD",3,3,4,4.30842,12,8,0,0,,55,232,54,29,26,7,15,,2,49,7.96182,2.40726,3.30741,1.13616,0.209762,0.0634219,0.1463405042886734,0.250817,1.24896,0.294682,0.679539,,,3.89425,0.919586,0.610184,650.3499755859375,,,,,,,227.49999999999997,4.136363636363636,231,4.2,,,,,,,,,,,,,,,,,,,"Justin Wrobleski","31204",680736
"Matthew Boyd","CHC",4,3,5,3.91799,10,10,0,0,,53,224,50,25,23,6,15,,3,48,8.13872,2.56432,3.17384,1.08575,0.215697,0.067961,0.14773616939783096,0.243461,1.2236,0.288997,0.711491,,,3.88015,0.917627,0.807452,212.75999450683594,,,,,,,230.40000000000003,4.3471698113207555,229,4.320754716981132,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"José Soriano","LAA",3,4,5,4.19609,10,10,0,0,,56,243,50,28,26,5,26,,3,55,8.90055,4.10712,2.1671,0.775671,0.228827,0.105591,0.12323597818613052,0.234593,1.3489,0.295421,0.685637,,,3.80358,0.912187,0.764617,321.80999755859375,,,,,,,245.9000000000001,4.39107142857143,238,4.25,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Jhoan Duran","PHI",3,1,0,2.21195,22,0,10,0,,22,89,17,6,5,1,6,,1,29,11.6124,2.36663,4.90672,0.362059,0.323698,0.0659705,0.2577279061079025,0.202759,1.0059,0.301119,0.777984,,,2.01766,0.912037,0.907375,41.84000015258789,,,,,,,193.3,8.786363636363637,184,8.363636363636363,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Nolan McLean","NYM",4,3,5,3.74727,10,10,0,0,,52,221,45,24,22,5,20,,5,56,9.67728,3.42938,2.82188,0.943079,0.25504,0.0903798,0.16466064006090164,0.230158,1.24113,0.295397,0.720522,,,3.75869,0.897546,0.808194,87.29000091552734,,,,,,,243.3,4.678846153846154,232,4.461538461538462,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Davis Martin","CHW",3,3,5,3.9798,9,9,0,0,,50,211,48,24,22,5,16,,2,42,7.5313,2.88499,2.61051,0.902045,0.197305,0.0755811,0.12172432988882065,0.246329,1.27419,0.290833,0.699847,,,3.84847,0.88312,0.762393,999,,,,,,,213.7,4.274,215,4.3,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"David Peterson","CHC",4,3,5,3.67866,12,9,0,0,,58,246,51,26,24,5,23,,2,50,7.81958,3.53584,2.21152,0.78187,0.20482,0.0926151,0.11220509558916092,0.231383,1.27387,0.278462,0.719975,,,3.8047,0.875935,0.954825,452.0400085449219,,,,,,,260.1,4.48448275862069,250,4.310344827586207,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Parker Messick","CLE",3,3,5,3.72667,9,9,0,0,,49,206,45,22,20,6,16,,2,48,8.8116,2.86358,3.07713,1.06561,0.231988,0.0753911,0.15659725666046143,0.24101,1.24867,0.293881,0.737448,,,3.76932,0.866848,0.872866,294.17999267578125,,,,,,,213.8,4.363265306122449,209,4.26530612244898,,,,,,,,,,,,,,,,,,,"Parker Messick","31986",800048
"Gavin Williams","CLE",3,3,6,3.57546,10,10,0,0,,55,230,46,24,22,7,20,,2,62,10.1337,3.21558,3.15145,1.22085,0.269586,0.0855433,0.18404235690832138,0.222697,1.20042,0.280258,0.760608,,,3.79317,0.862747,1.0548,144.74000549316406,,,,,,,259.29999999999995,4.714545454545454,242,4.4,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Michael Wacha","KCR",3,4,5,4.27967,10,10,0,0,,58,247,57,30,28,7,17,,2,47,7.19612,2.66637,2.69884,1.11871,0.188317,0.0697768,0.11853980273008347,0.251131,1.28009,0.287111,0.690032,,,4.11138,0.849759,0.744775,609.2899780273438,,,,,,,231.90000000000003,3.998275862068966,236,4.068965517241379,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Foster Griffin","WSN",3,3,5,4.34714,10,10,0,0,,54,227,53,28,26,8,14,,3,51,8.53932,2.35943,3.61924,1.26719,0.224364,0.0619919,0.16237160563468933,0.254743,1.25821,0.303237,0.69098,,,3.99917,0.847498,0.611485,999,,,,,,,214.40000000000003,3.970370370370371,217,4.018518518518518,,,,,,,,,,,,,,,,,,,"Foster Griffin","16432",656492
"Shane Baz","BAL",3,3,5,4.05925,10,10,0,0,,52,222,48,26,24,6,18,,2,49,8.45187,3.14299,2.68911,0.991225,0.221633,0.0824186,0.13921435177326202,0.23868,1.26672,0.288879,0.697934,,,3.84266,0.834916,0.640393,186.92999267578125,,,,,,,224.2,4.311538461538461,220,4.230769230769231,,,,,,,,,,,,,,,,,,,"Shane Baz","22264",669358
"Michael King","SDP",3,3,5,3.8891,10,10,0,0,,55,237,51,26,24,7,22,,3,55,8.95391,3.56642,2.51061,1.11575,0.23188,0.0923601,0.13952042907476425,0.240374,1.31765,0.293785,0.741159,,,4.10372,0.831969,0.776272,129.55999755859375,,,,,,,223.29999999999998,4.06,219,3.981818181818182,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Cade Cavalli","WSN",3,3,5,4.0072,10,10,0,0,,46,196,43,22,21,5,16,,5,45,8.78164,3.0229,2.90504,0.87425,0.23093,0.0794931,0.15143722295761108,0.242171,1.25366,0.302048,0.688667,,,3.72735,0.826919,0.710167,305.2200012207031,,,,,,,194.10000000000002,4.219565217391305,192,4.173913043478261,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Freddy Peralta","NYM",4,3,5,4.10707,10,10,0,0,,53,223,45,26,24,7,21,,2,55,9.39969,3.50536,2.68152,1.2194,0.247184,0.0921807,0.15500344336032867,0.227241,1.25131,0.278007,0.711444,,,4.0803,0.823518,0.660162,56.36000061035156,,,,,,,230.10000000000002,4.341509433962265,215,4.056603773584905,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Payton Tolle","BOS",2,2,4,4.00083,9,9,0,0,,43,180,40,21,19,6,13,,2,47,9.72063,2.62356,3.70513,1.21568,0.258025,0.0696399,0.18838491290807724,0.238727,1.21114,0.297509,0.712254,,,3.70662,0.822863,0.700243,673,,,,,,,189.39999999999998,4.404651162790697,186,4.325581395348837,,,,,,,,,,,,,,,,,,,"Payton Tolle","35466",801139
"Taj Bradley","MIN",3,3,5,4.25696,10,10,0,0,,54,232,50,28,26,7,20,,1,56,9.22165,3.34153,2.75971,1.20968,0.239927,0.0869394,0.1529877558350563,0.238817,1.29692,0.291226,0.706017,,,3.99176,0.81686,0.624981,492.4599914550781,,,,,,,232.5,4.305555555555555,228,4.222222222222222,,,,,,,,,,,,,,,,,,,"Taj Bradley","22543",671737
"Landen Roupp","SFG",3,3,5,3.70565,9,9,0,0,,47,203,43,21,19,4,19,,2,47,8.88208,3.6899,2.40713,0.78972,0.229449,0.0953205,0.13412873446941376,0.238057,1.32851,0.298436,0.73069,,,3.60494,0.812276,0.826908,690.0999755859375,,,,,,,217.8,4.63404255319149,214,4.553191489361702,,,,,,,,,,,,,,,,,,,"Landen Roupp","30076",694738
"Brandon Pfaadt","ARI",4,3,4,4.30382,17,10,0,0,,62,262,63,32,30,8,15,,3,54,7.81623,2.1943,3.56206,1.14773,0.205343,0.0576474,0.14769598096609116,0.258681,1.26138,0.302975,0.684858,,,3.91767,0.798457,0.643173,588.5999755859375,,,,,,,250.59999999999997,4.041935483870967,260,4.193548387096774,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Kyle Leahy","STL",3,3,4,4.22009,17,9,0,0,,60,254,57,30,28,7,20,,2,52,7.90394,3.06781,2.57641,0.993725,0.205626,0.0798111,0.12581510841846466,0.247222,1.30225,0.293426,0.690595,,,3.93528,0.79256,0.628126,733.6699829101562,,,,,,,247.7,4.128333333333333,247,4.116666666666666,,,,,,,,,,,,,,,,,,,"Kyle Leahy","24763",681517
"Sean Burke","CHW",3,3,5,4.20654,9,9,0,0,,54,233,50,28,25,7,21,,3,56,9.23211,3.47825,2.65424,1.23016,0.239622,0.0902792,0.14934324473142624,0.239587,1.30707,0.292509,0.716165,,,4.15036,0.792081,0.611055,748.5599975585938,,,,,,,223.5,4.138888888888889,219,4.055555555555555,,,,,,,,,,,,,,,,,,,"Sean Burke","29878",680732
"Jared Jones","PIT",2,2,4,4.05613,11,8,0,0,,44,189,42,22,20,5,16,,2,43,8.80362,3.17225,2.77519,1.08816,0.229331,0.0826362,0.14669519662857056,0.243252,1.29332,0.296146,0.714781,,,3.91782,0.789821,0.713829,714.77001953125,,,,,,,186.90000000000003,4.247727272727274,187,4.25,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Aaron Nola","PHI",3,4,4,4.77271,10,10,0,0,,56,239,56,32,30,10,16,,1,56,9.02391,2.50827,3.59767,1.56492,0.23616,0.0656427,0.17051782459020615,0.251981,1.27297,0.296246,0.676573,,,4.26432,0.782483,0.392464,205.52999877929688,,,,,,,206.8000000000001,3.6928571428571444,211,3.767857142857143,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Kyle Harrison","MIL",2,2,4,3.98104,9,9,0,0,,44,183,38,21,19,6,15,,3,50,10.1961,3.0541,3.33851,1.21405,0.270895,0.0811424,0.1897522360086441,0.228832,1.20554,0.290488,0.712843,,,3.78789,0.780352,0.667664,446.55999755859375,,,,,,,199,4.5227272727272725,188,4.2727272727272725,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Nathan Eovaldi","TEX",4,4,5,4.09051,10,10,0,0,,58,241,53,29,26,9,15,,2,57,8.76463,2.31622,3.78403,1.38721,0.234916,0.0620809,0.17283489182591438,0.238574,1.17472,0.280887,0.709849,,,4.06676,0.776816,0.715462,132.50999450683594,,,,,,,243.70000000000005,4.201724137931035,236,4.068965517241379,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Logan Henderson","MIL",3,3,4,3.89769,10,8,0,0,,38,157,33,18,16,5,11,,1,41,9.74569,2.56086,3.80563,1.27061,0.26242,0.0689557,0.19346404820680618,0.227582,1.15209,0.280668,0.71388,,,3.72247,0.75057,0.516332,413.3999938964844,,,,,,,179.89999999999998,4.734210526315789,171,4.5,,,,,,,,,,,,,,,,,,,"Logan Henderson","31475",701656
"Mitch Keller","PIT",3,4,5,4.17943,10,10,0,0,,55,236,55,28,26,7,17,,4,47,7.64451,2.854,2.67853,1.09691,0.197789,0.0738422,0.12394629418849945,0.258037,1.32652,0.301818,0.710931,,,4.14306,0.747525,0.728832,518.6300048828125,,,,,,,208.89999999999998,3.798181818181818,215,3.909090909090909,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Griffin Jax","TBR",3,2,4,3.69812,8,8,0,0,,31,128,27,14,13,3,9,,1,37,10.8798,2.74404,3.96487,1.02179,0.291568,0.0735378,0.21803004294633865,0.22611,1.16729,0.300549,0.714693,,,3.16399,0.741123,0.572853,149.2100067138672,,,,,,,166.29999999999995,5.364516129032257,160,5.161290322580645,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
