pitcher,team,pitch_type,rawmean,n,stuff_mean,support,low_support,atom_sum,atom_n
"Abbott, Andrew",CIN,CH,0.0025623064304844912,494,102.6,0.6991,False,50663.0,494
"Abbott, Andrew",CIN,CU,-0.00029160378003427413,335,92.5,0.7749,False,31001.0,335
"Abbott, Andrew",CIN,FC,0.00270297352391127,72,109.3,1.0198,False,7868.0,72
"Abbott, Andrew",CIN,FF,-0.005467369288609442,1143,91.1,0.5119,False,104100.0,1143
"Abbott, Andrew",CIN,ST,0.006886823943304034,514,96.8,0.7867,False,49731.0,514
"Abel, Mick",MIN,CH,0.002364059221041056,63,102.2,0.9689,False,6439.0,63
"Abel, Mick",MIN,CU,0.006029188211652495,42,105.9,0.88,False,4447.0,42
"Abel, Mick",MIN,FF,0.0029869914386425433,155,107.6,0.6033,False,16672.0,155
"Abel, Mick",MIN,SI,-0.00389522003242746,10,95.4,0.7633,False,954.0,10
"Abel, Mick",MIN,SL,0.0052775923553175135,48,98.7,0.9203,False,4739.0,48
"Abel, Mick",MIN,ST,0.01207482125550413,39,109.9,1.1637,False,4287.0,39
"Abner, Philip",ARI,CH,-0.01214173471984955,13,74.8,1.3356,False,972.0,13
"Abner, Philip",ARI,CU,-0.0006408012468455127,48,91.8,1.3135,False,4405.0,48
"Abner, Philip",ARI,FF,-0.006561120771284616,137,88.9,0.7925,False,12183.0,137
"Abner, Philip",ARI,ST,0.0031351134745451186,47,87.3,1.1826,False,4101.0,47
"Abreu, Bryan",HOU,CH,-0.011850060895085335,1,75.0,1.1084,False,75.0,1
"Abreu, Bryan",HOU,FC,-0.0012565534630084585,96,97.6,1.0205,False,9372.0,96
"Abreu, Bryan",HOU,FF,0.0013063810832038996,439,104.3,0.4855,False,45791.0,439
"Abreu, Bryan",HOU,SI,-0.002412430476397276,1,98.0,0.8063,False,98.0,1
"Abreu, Bryan",HOU,SL,0.01015847348730445,440,110.3,0.6679,False,48546.0,440
"Acton, Garrett",MIN,CH,0.0010572239116299897,2,99.5,1.3672,False,199.0,2
"Acton, Garrett",MIN,FF,0.001229997958494438,93,104.2,0.7163,False,9687.0,93
"Acton, Garrett",MIN,SL,0.0046680695263898704,77,97.3,1.02,False,7490.0,77
"Adam, Jason",SDP,CH,0.003251686908379013,177,103.9,0.6307,False,18385.0,177
"Adam, Jason",SDP,FF,-0.004118566862183618,121,93.7,0.5926,False,11340.0,121
"Adam, Jason",SDP,SL,0.0049898760036739985,200,98.1,0.6407,False,19616.0,200
"Adam, Jason",SDP,ST,0.004492937836115935,38,90.7,0.8638,False,3447.0,38
"Adams, Blake",COL,CU,-0.0033168907975777984,5,86.0,1.0573,False,430.0,5
"Adams, Blake",COL,FC,-0.0020864270585921724,14,95.1,1.0312,False,1332.0,14
"Adams, Blake",COL,FF,-0.010080888443293847,14,82.2,0.7434,False,1151.0,14
"Adams, Blake",COL,SI,-0.01105335890315473,4,82.2,0.9991,False,329.0,4
"Adams, Mason",COL,CH,-0.007383985907836177,7,83.9,1.485,False,587.0,7
"Adams, Mason",COL,CU,0.00016925745274357754,29,93.4,1.5657,False,2710.0,29
"Adams, Mason",COL,FC,-0.00574617728125304,10,84.5,1.2175,False,845.0,10
"Adams, Mason",COL,FF,-0.008395023681562938,48,85.4,0.9341,False,4098.0,48
"Adams, Mason",COL,SI,-0.005884133360996202,40,91.8,1.0976,False,3671.0,40
"Adams, Mason",COL,ST,0.005639210335599879,15,93.6,1.5092,False,1404.0,15
"Adams, Travis",MIN,CH,7.54631907977853e-05,201,97.8,0.9484,False,19664.0,201
"Adams, Travis",MIN,FC,-0.0007699339389373678,158,99.1,0.8706,False,15654.0,158
"Adams, Travis",MIN,FF,-0.0037843255231090702,192,94.4,0.6044,False,18118.0,192
"Adams, Travis",MIN,SI,-0.002224522694907433,43,98.4,0.7951,False,4233.0,43
"Adams, Travis",MIN,SL,0.0022696176276529242,174,91.6,0.8423,False,15945.0,174
"Agnos, Zach",COL,FC,-0.0018079538074154621,287,96.0,0.7103,False,27558.0,287
"Agnos, Zach",COL,FF,-0.0038494485552991345,338,94.3,0.5554,False,31857.0,338
"Agnos, Zach",COL,FS,-0.00048255819732272815,143,92.4,0.849,False,13219.0,143
"Agnos, Zach",COL,SI,-0.004980283178244973,164,93.4,0.7697,False,15319.0,164
"Agnos, Zach",COL,SL,0.0035959849228903817,159,94.8,0.9934,False,15072.0,159
"Agnos, Zach",COL,ST,0.005317803484628642,208,92.8,1.0635,False,19302.0,208
"Ahlstrom, Robby",TEX,CU,5.31065060109224e-05,23,93.3,1.2308,False,2145.0,23
"Ahlstrom, Robby",TEX,FF,-0.0035334492773762037,201,94.8,0.6113,False,19057.0,201
"Ahlstrom, Robby",TEX,FS,0.0020165525360346733,92,97.0,1.1438,False,8925.0,92
"Ahlstrom, Robby",TEX,SI,-0.002877197732679454,122,97.3,0.7744,False,11866.0,122
"Ahlstrom, Robby",TEX,SL,0.003432507470745948,152,94.3,0.9931,False,14340.0,152
"Akin, Keegan",BAL,CH,-0.0012854709335941763,113,95.3,0.5941,False,10764.0,113
"Akin, Keegan",BAL,FC,0.00185890586422333,110,106.8,0.8234,False,11751.0,110
"Akin, Keegan",BAL,FF,-0.0033897117558808532,220,95.2,0.4216,False,20939.0,220
"Alcantara, Sandy",MIA,CH,0.006284034162210118,604,109.6,0.499,False,66188.0,604
"Alcantara, Sandy",MIA,FC,0.0020377979066632085,438,107.3,0.5926,False,47012.0,438
"Alcantara, Sandy",MIA,FF,-0.001993486962826878,529,97.9,0.4195,False,51764.0,529
"Alcantara, Sandy",MIA,SI,-0.000148330117279347,808,102.2,0.3754,False,82617.0,808
"Alcantara, Sandy",MIA,SL,0.003996189398288825,262,95.7,0.6747,False,25085.0,262
"Alcantara, Sandy",MIA,ST,0.007470500711792738,320,98.2,1.1601,False,31433.0,320
"Aldegheri, Sam",LAA,CH,-0.0025017996157027374,189,93.0,1.1869,False,17569.0,189
"Aldegheri, Sam",LAA,CU,-0.00521464037181273,46,82.1,1.2192,False,3777.0,46
"Aldegheri, Sam",LAA,FC,-0.003504309280078115,52,91.0,1.1552,False,4733.0,52
"Aldegheri, Sam",LAA,FF,-0.01257994298083043,291,77.2,0.7296,False,22466.0,291
"Aldegheri, Sam",LAA,SL,-8.537791211438162e-05,32,86.0,0.9554,False,2751.0,32
"Aleman, Franco",CLE,CH,-0.0011991646431852132,25,95.4,1.1912,False,2385.0,25
"Aleman, Franco",CLE,FF,0.0030162454210302613,225,107.6,0.8903,False,24220.0,225
"Aleman, Franco",CLE,SL,0.01005932739714072,84,110.1,1.1937,False,9246.0,84
"Alexander, Jason",HOU,CH,0.0011047856528680962,105,99.8,0.5385,False,10477.0,105
"Alexander, Jason",HOU,FC,-0.00212610958442383,34,95.1,1.4534,False,3235.0,34
"Alexander, Jason",HOU,FF,-0.010221894378052787,67,81.9,0.6184,False,5486.0,67
"Alexander, Jason",HOU,SI,-0.005416761278967088,72,92.6,0.4884,False,6670.0,72
"Alexander, Jason",HOU,ST,0.00657652048366366,21,96.0,0.6728,False,2017.0,21
"Alexander, Tyler",TEX,CH,-0.0029424257384050158,238,92.1,1.012,False,21926.0,238
"Alexander, Tyler",TEX,FC,-0.0016993608001601302,215,96.3,0.8015,False,20710.0,215
"Alexander, Tyler",TEX,FF,-0.004638272373545881,170,92.6,0.7958,False,15750.0,170
"Alexander, Tyler",TEX,SI,-0.005490086805412612,197,92.5,0.8022,False,18221.0,197
"Alexander, Tyler",TEX,ST,0.00556892660430868,181,93.5,1.1472,False,16918.0,181
"Allard, Kolby",CLE,CH,-0.00508232120773755,33,88.1,0.7107,False,2906.0,33
"Allard, Kolby",CLE,CU,-0.010577874549198896,24,70.8,0.7837,False,1698.0,24
"Allard, Kolby",CLE,FF,-0.007868336422203963,60,86.3,0.5087,False,5180.0,60
"Allard, Kolby",CLE,SI,-0.009706195699982345,20,84.8,0.6227,False,1696.0,20
"Allard, Kolby",CLE,SL,-0.001826780160808994,40,81.9,0.7931,False,3275.0,40
"Allen, Logan",CLE,CH,-0.004795489459062336,43,88.6,0.8205,False,3811.0,43
"Allen, Logan",CLE,FC,-0.0011543955251554863,77,97.9,1.01,False,7539.0,77
"Allen, Logan",CLE,FF,-0.003913809548459374,88,94.1,0.6722,False,8284.0,88
"Allen, Logan",CLE,SI,-0.010475672519121118,53,83.4,0.7034,False,4418.0,53
"Allen, Logan",CLE,ST,0.005255391511354901,64,92.7,0.8195,False,5931.0,64
"Alvarado, Elvis",ATH,FF,0.00892899939253187,471,119.2,0.5783,False,56134.0,471
"Alvarado, Elvis",ATH,FS,3.796370319006118e-05,44,93.4,1.8328,True,4108.0,44
"Alvarado, Elvis",ATH,SI,0.0007606584561891885,104,103.9,0.6249,False,10808.0,104
"Alvarado, Elvis",ATH,SL,0.010006648744028472,170,110.0,0.774,False,18697.0,170
"Alvarado, José",PHI,FC,0.006000872006136418,306,119.0,0.5703,False,36412.0,306
"Alvarado, José",PHI,FF,-0.0013676328380824998,12,99.2,1.1316,False,1190.0,12
"Alvarado, José",PHI,SI,0.004335373612479331,614,110.5,0.5079,False,67836.0,614
"Alvarado, José",PHI,SL,0.007593569257457195,29,104.2,1.1105,False,3023.0,29
"Alvarez, Andrew",WSH,CH,-0.004817019819723736,73,88.6,1.0498,False,6465.0,73
"Alvarez, Andrew",WSH,CU,0.005530302882163177,455,104.9,0.7845,False,47720.0,455
"Alvarez, Andrew",WSH,FF,-0.007768986701136028,423,86.6,0.7437,False,36628.0,423
"Alvarez, Andrew",WSH,SI,-0.006545617581414936,216,90.6,1.0051,False,19559.0,216
"Alvarez, Andrew",WSH,SL,0.004365045202688838,322,96.6,0.7236,False,31107.0,322
"Anderson, Drew",DET,CH,0.016848552952961407,467,129.6,1.1019,False,60524.0,467
"Anderson, Drew",DET,CU,0.0008545726331911802,350,95.0,1.1368,False,33247.0,350
"Anderson, Drew",DET,FF,-0.0010739377914999889,609,99.6,0.5503,False,60679.0,609
"Anderson, Drew",DET,SI,0.003254768990445882,25,108.5,0.8093,False,2712.0,25
"Anderson, Drew",DET,SL,0.004136230243209473,74,96.0,0.9196,False,7106.0,74
"Anderson, Grant",MIL,CH,-0.0017499049316116032,21,94.4,1.0586,False,1983.0,21
"Anderson, Grant",MIL,FF,0.004189824924739491,310,110.0,0.5677,False,34085.0,310
"Anderson, Grant",MIL,SI,0.0011675473522498375,207,104.6,0.5777,False,21660.0,207
"Anderson, Grant",MIL,ST,0.005513982981982781,316,93.3,0.706,False,29479.0,316
"Anderson, Jack",BOS,CU,0.0026342544006183743,11,98.7,1.8023,True,1086.0,11
"Anderson, Jack",BOS,FF,-0.018496581415335337,45,65.6,1.1318,False,2954.0,45
"Anderson, Jack",BOS,FS,0.004463653612349715,28,101.5,2.5073,True,2843.0,28
"Anderson, Jack",BOS,SL,0.0039458460299871285,26,95.6,1.4278,False,2486.0,26
"Anderson, Jack",BOS,ST,0.006279384072903278,14,95.2,1.8237,True,1333.0,14
"Anderson, Jack",MIN,FF,-0.0074375304703911144,15,87.3,1.0648,False,1309.0,15
"Anderson, Jack",MIN,FS,0.00802370357061071,14,108.2,2.5868,True,1515.0,14
"Anderson, Jack",MIN,SL,0.0014092552966238664,14,89.6,1.3883,False,1254.0,14
"Anderson, Jack",MIN,ST,0.007788366736629262,13,99.1,1.6318,False,1288.0,13
"Anderson, Kade",SEA,CH,0.0049952242501773115,43,107.2,0.9811,False,4608.0,43
"Anderson, Kade",SEA,CU,0.001522753611425287,39,96.4,1.1924,False,3759.0,39
"Anderson, Kade",SEA,FF,-0.006060266481654253,98,89.9,0.6331,False,8810.0,98
"Anderson, Kade",SEA,SL,0.005728931492642284,65,99.9,1.0109,False,6491.0,65
"Anderson, Shaun",LAA,FF,-0.0036921395644046993,92,94.5,0.7005,False,8693.0,92
"Anderson, Shaun",LAA,FS,0.001783899280127024,89,96.6,0.9522,False,8595.0,89
"Anderson, Shaun",LAA,SI,-0.002547746801202924,29,97.8,0.9713,False,2837.0,29
"Anderson, Shaun",LAA,SL,0.001990484046124967,94,91.0,0.7879,False,8550.0,94
"Anderson, Shaun",LAA,ST,0.008608895101326895,47,101.1,1.214,False,4750.0,47
"Andrews, Tanner",TOR,FF,-0.008169484633981483,16,85.9,0.7096,False,1374.0,16
"Andrews, Tanner",TOR,FS,0.006493165701006849,18,105.3,1.2115,False,1895.0,18
"Andrews, Tanner",TOR,SL,0.005517736749930514,9,99.2,0.9667,False,893.0,9
"Antone, Tejay",CIN,CU,0.005610458977215509,92,105.1,1.3145,False,9666.0,92
"Antone, Tejay",CIN,FC,0.0010877042644889087,124,104.6,1.3661,False,12966.0,124
"Antone, Tejay",CIN,FF,-0.003914522860820095,42,94.1,1.1928,False,3951.0,42
"Antone, Tejay",CIN,SI,-0.0020540425451827105,80,98.8,1.1763,False,7900.0,80
"Antone, Tejay",CIN,SL,0.006444847744065695,13,101.5,1.3388,False,1319.0,13
"Antone, Tejay",CIN,ST,0.011988427723380959,420,109.7,1.227,False,46062.0,420
"Armstrong, Shawn",CLE,FC,-0.0014513862804288033,146,97.0,0.4829,False,14165.0,146
"Armstrong, Shawn",CLE,FF,-0.005641692935458475,189,90.7,0.4451,False,17150.0,189
"Armstrong, Shawn",CLE,SI,-0.0019912087613267095,98,98.9,0.4351,False,9691.0,98
"Armstrong, Shawn",CLE,ST,0.014195673896011146,164,115.2,0.6269,False,18901.0,164
"Arrighetti, Spencer",HOU,CH,-0.008106042000929061,103,82.4,1.1996,False,8483.0,103
"Arrighetti, Spencer",HOU,CU,0.007671193811494619,529,109.4,0.867,False,57891.0,529
"Arrighetti, Spencer",HOU,FC,-0.0006749528725065276,92,99.3,0.9202,False,9139.0,92
"Arrighetti, Spencer",HOU,FF,0.0016244920752517813,456,104.9,0.6863,False,47842.0,456
"Arrighetti, Spencer",HOU,SI,-0.0025131372275761046,144,97.9,0.9548,False,14101.0,144
"Arrighetti, Spencer",HOU,ST,0.006998670669559538,180,97.0,1.0096,False,17463.0,180
"Arrighetti, Spencer",TOR,CH,-0.010385701521847616,17,77.9,1.0638,False,1325.0,17
"Arrighetti, Spencer",TOR,CU,0.009093599606298802,71,112.5,0.784,False,7986.0,71
"Arrighetti, Spencer",TOR,FC,-0.0007059551654882463,14,99.3,0.8755,False,1390.0,14
"Arrighetti, Spencer",TOR,FF,0.007088482718119912,58,115.5,0.5608,False,6701.0,58
"Arrighetti, Spencer",TOR,SI,-0.0024735499238077966,27,98.0,0.8034,False,2646.0,27
"Arrighetti, Spencer",TOR,ST,0.010080130988111098,15,104.9,1.0814,False,1573.0,15
"Ashby, Aaron",MIL,CH,0.012907016147819153,162,122.1,0.7535,False,19783.0,162
"Ashby, Aaron",MIL,CU,0.016794060895773878,299,128.8,0.6662,False,38517.0,299
"Ashby, Aaron",MIL,FF,-0.0037266497820382938,28,94.4,0.8745,False,2643.0,28
"Ashby, Aaron",MIL,SI,0.005715659768936209,723,113.0,0.5559,False,81681.0,723
"Ashby, Aaron",MIL,SL,0.011932530525353358,177,114.6,0.6889,False,20284.0,177
"Ashcraft, Braxton",PIT,CU,0.00800743233266985,615,110.1,0.8767,False,67738.0,615
"Ashcraft, Braxton",PIT,FC,0.00408586533656448,528,113.4,0.6665,False,59850.0,528
"Ashcraft, Braxton",PIT,FF,-0.0017338866885934136,725,98.4,0.5833,False,71304.0,725
"Ashcraft, Braxton",PIT,FS,0.002719348845173522,101,98.4,0.9539,False,9934.0,101
"Ashcraft, Braxton",PIT,SI,0.005136555476409901,377,111.9,0.6655,False,42185.0,377
"Ashcraft, Graham",CIN,FF,0.000954910507959551,231,103.6,0.564,False,23936.0,231
"Ashcraft, Graham",CIN,SL,0.0263029718218737,219,148.7,0.7141,False,32555.0,219
"Assad, Javier",CHC,CH,0.004587837315775687,100,106.4,1.0914,False,10640.0,100
"Assad, Javier",CHC,CU,0.0005560141537946612,95,94.4,0.7502,False,8966.0,95
"Assad, Javier",CHC,FC,-0.001430569003619381,149,97.1,0.5278,False,14475.0,149
"Assad, Javier",CHC,FF,-0.005801846249493045,246,90.4,0.4318,False,22242.0,246
"Assad, Javier",CHC,SI,0.0028508463906910565,551,107.7,0.4044,False,59364.0,551
"Assad, Javier",CHC,SL,0.002841938307349611,68,93.0,1.0604,False,6323.0,68
"Assad, Javier",CHC,ST,0.006779161363851927,96,96.5,0.8007,False,9264.0,96
"Avila, Luinder",KCR,CH,0.002071003868775022,133,101.6,1.2175,False,13507.0,133
"Avila, Luinder",KCR,CU,0.003352486689535991,220,100.3,1.3875,False,22064.0,220
"Avila, Luinder",KCR,FF,0.0020908311763588854,341,105.8,1.1649,False,36083.0,341
"Avila, Luinder",KCR,SI,0.003223046176353193,349,108.4,1.1137,False,37830.0,349
"Avila, Luinder",KCR,SL,0.009111130071803928,250,107.9,1.2031,False,26963.0,250
"Bachar, Lake",MIA,CU,0.010894773314551761,132,116.3,1.311,False,15351.0,132
"Bachar, Lake",MIA,FF,0.0031928949882527287,283,108.0,0.53,False,30562.0,283
"Bachar, Lake",MIA,FS,0.0009016314010759565,102,94.9,1.0284,False,9680.0,102
"Bachar, Lake",MIA,SI,-0.0052512819080826985,48,92.9,1.2964,False,4459.0,48
"Bachar, Lake",MIA,SL,0.004852662959523894,215,97.7,0.6021,False,21014.0,215
"Bachar, Lake",MIA,ST,0.007909771711346873,181,99.3,0.9836,False,17976.0,181
"Bachar, Lake",PIT,CU,0.010058562360195951,110,114.5,1.22,False,12598.0,110
"Bachar, Lake",PIT,FF,-0.006709117527657582,89,88.6,0.6024,False,7887.0,89
"Bachar, Lake",PIT,SI,-0.009229853393561725,18,85.6,1.2062,False,1540.0,18
"Bachar, Lake",PIT,SL,0.005061831117513342,79,98.2,0.7659,False,7758.0,79
"Bachar, Lake",PIT,ST,0.006397748536463561,21,95.5,1.057,False,2005.0,21
"Bachman, Sam",LAA,CH,0.009092524686551499,108,114.9,1.1797,False,12405.0,108
"Bachman, Sam",LAA,FF,-0.000488859499746468,25,100.7,0.9719,False,2518.0,25
"Bachman, Sam",LAA,SI,0.0042303367735937025,237,110.3,0.7593,False,26130.0,237
"Bachman, Sam",LAA,SL,0.009791272455383368,391,109.5,0.9564,False,42806.0,391
"Backhus, Kyle",PHI,CH,-0.003461988073320606,37,91.2,1.4336,False,3373.0,37
"Backhus, Kyle",PHI,SI,-0.0005893056069759709,196,101.4,0.5868,False,19882.0,196
"Backhus, Kyle",PHI,ST,0.00383159186518347,121,89.1,0.9064,False,10776.0,121
"Baker, Bryan",TBR,CH,0.013520391730114115,392,123.3,0.5322,False,48326.0,392
"Baker, Bryan",TBR,FF,0.002513594562358952,454,106.6,0.3756,False,48416.0,454
"Baker, Bryan",TBR,SL,0.012458036903158895,28,115.8,0.5983,False,3242.0,28
"Banda, Anthony",MIN,CH,-0.0035095121980143282,39,90.9,1.0325,False,3546.0,39
"Banda, Anthony",MIN,FF,-0.002348216107998136,171,97.2,0.5087,False,16621.0,171
"Banda, Anthony",MIN,SI,-0.0041242934437820235,149,94.9,0.4924,False,14147.0,149
"Banda, Anthony",MIN,SL,0.005053375043826966,249,98.2,0.9138,False,24453.0,249
"Banks, Tanner",PHI,CH,0.0009446529180018438,27,99.4,0.8115,False,2685.0,27
"Banks, Tanner",PHI,FF,-0.0086808079632535,114,84.8,0.5007,False,9671.0,114
"Banks, Tanner",PHI,SI,-0.0062215958473230285,88,91.2,0.5847,False,8027.0,88
"Banks, Tanner",PHI,SL,0.0008832070458596811,195,88.3,0.428,False,17224.0,195
"Banks, Tanner",PHI,ST,0.00375527402161785,126,88.9,0.6411,False,11199.0,126
"Barco, Hunter",PIT,CH,-0.0035142910100744457,29,91.0,1.2404,False,2639.0,29
"Barco, Hunter",PIT,FF,0.003981851901304623,128,109.5,0.7758,False,14019.0,128
"Barco, Hunter",PIT,FS,-0.00427716818327705,15,85.3,1.7644,True,1279.0,15
"Barco, Hunter",PIT,SI,-0.006870427998162793,72,90.0,1.1534,False,6477.0,72
"Barco, Hunter",PIT,SL,0.002926482733207248,85,93.2,1.0423,False,7918.0,85
"Barco, Hunter",PIT,ST,0.004590162028431554,22,91.0,1.4173,False,2001.0,22
"Barlow, Scott",ATH,CU,0.002247271962265979,199,97.9,0.8145,False,19490.0,199
"Barlow, Scott",ATH,FF,-0.004637742634349707,80,92.7,0.7262,False,7416.0,80
"Barlow, Scott",ATH,SI,-0.013944839192745723,73,77.0,0.8275,False,5624.0,73
"Barlow, Scott",ATH,SL,-0.001327227202377149,28,83.1,0.8885,False,2328.0,28
"Barlow, Scott",ATH,ST,0.007552833117672288,201,98.5,0.77,False,19793.0,201
"Barnes, Charlie",CHC,CH,-0.011625349787729127,7,75.7,1.1503,False,530.0,7
"Barnes, Charlie",CHC,FF,-0.009274564043153077,25,83.5,0.9244,False,2088.0,25
"Barnes, Charlie",CHC,SI,-0.016238572919974104,16,72.8,1.2009,False,1165.0,16
"Barnes, Charlie",CHC,SL,0.001620825583813712,12,90.2,1.3367,False,1082.0,12
"Barnes, Charlie",CHC,ST,0.005833404138684273,2,94.5,1.5964,False,189.0,2
"Barnes, Charlie",LAD,CH,-0.010916460851400063,29,77.1,1.1209,False,2235.0,29
"Barnes, Charlie",LAD,FF,-0.00978101706268717,40,82.6,0.9277,False,3306.0,40
"Barnes, Charlie",LAD,SI,-0.015515008775702003,29,74.1,1.2529,False,2150.0,29
"Barnes, Charlie",LAD,SL,0.001156077273631597,29,89.0,1.1864,False,2581.0,29
"Barnes, Charlie",LAD,ST,0.002669736471337577,12,86.2,1.7574,False,1034.0,12
"Barnett, Mason",ATH,CH,0.006036166133876227,52,109.1,1.0425,False,5675.0,52
"Barnett, Mason",ATH,CU,0.00011487680294030233,74,93.4,0.7768,False,6913.0,74
"Barnett, Mason",ATH,FF,-0.001192331787411071,362,99.4,0.512,False,35991.0,362
"Barnett, Mason",ATH,SL,0.012487441293261427,144,115.8,1.2317,False,16681.0,144
"Barnett, Mason",ATH,ST,0.009433520098871275,111,103.2,1.1616,False,11452.0,111
"Bassitt, Chris",BAL,CH,-0.005138856483556863,70,88.0,0.7438,False,6161.0,70
"Bassitt, Chris",BAL,CU,0.007525395268054673,306,109.2,0.5886,False,33400.0,306
"Bassitt, Chris",BAL,FC,-0.003968096316698687,278,89.6,0.6038,False,24914.0,278
"Bassitt, Chris",BAL,FF,-0.011420853976839377,84,79.4,0.6259,False,6673.0,84
"Bassitt, Chris",BAL,SI,-0.006362084835620483,509,90.9,0.4714,False,46271.0,509
"Bassitt, Chris",BAL,SL,0.0009853423111457636,36,88.6,0.963,False,3191.0,36
"Bassitt, Chris",BAL,ST,0.01616539274396786,77,120.2,0.7146,False,9256.0,77
"Basso, Brady",ATH,CH,-0.0020634857620197263,11,93.9,1.0279,False,1033.0,11
"Basso, Brady",ATH,CU,-0.0004243065032388434,96,92.2,0.8154,False,8855.0,96
"Basso, Brady",ATH,FC,-0.0032274744416211257,57,91.8,0.8338,False,5234.0,57
"Basso, Brady",ATH,FF,-0.00565360768038034,223,90.7,0.5516,False,20227.0,223
"Basso, Brady",ATH,SI,-0.0007584545381131391,39,101.2,0.7111,False,3945.0,39
"Basso, Brady",ATH,SL,0.003431994143673884,77,94.3,1.2891,False,7263.0,77
"Basso, Brady",ATH,ST,0.006095830118283629,2,94.5,1.6636,False,189.0,2
"Baumler, Carter",TEX,CU,0.005985707842358222,56,105.9,1.0877,False,5931.0,56
"Baumler, Carter",TEX,FC,-0.0009535130520816892,14,98.6,0.8529,False,1380.0,14
"Baumler, Carter",TEX,FF,0.0010816763871191188,39,103.8,0.5579,False,4048.0,39
"Baumler, Carter",TEX,SI,0.00683996791485697,8,115.0,0.7989,False,920.0,8
"Baz, Shane",BAL,CH,-0.0032869201841016697,233,91.5,0.8094,False,21316.0,233
"Baz, Shane",BAL,CU,0.007920790641913878,880,110.0,0.6672,False,96760.0,880
"Baz, Shane",BAL,FC,0.0024005551434224184,393,108.4,0.7359,False,42607.0,393
"Baz, Shane",BAL,FF,-0.0002826759649448104,921,101.2,0.4207,False,93184.0,921
"Baz, Shane",BAL,SI,-0.002126920239849791,224,98.7,0.8254,False,22101.0,224
"Bazardo, Eduard",SEA,FF,-0.0009760734537849203,4,99.8,0.6199,False,399.0,4
"Bazardo, Eduard",SEA,FS,0.0004224646881294365,26,94.2,0.9915,False,2449.0,26
"Bazardo, Eduard",SEA,SI,0.0015125304252477532,639,105.3,0.4617,False,67285.0,639
"Bazardo, Eduard",SEA,ST,0.00649051388978483,358,95.8,0.6059,False,34280.0,358
"Beck, Brendan",NYY,CU,-0.0033277221696658265,9,86.1,1.3908,False,775.0,9
"Beck, Brendan",NYY,FF,-0.006400218846263467,72,89.2,0.7107,False,6426.0,72
"Beck, Brendan",NYY,FS,0.0031976720667444168,10,99.2,1.5998,False,992.0,10
"Beck, Brendan",NYY,SI,-0.002258292501210235,8,98.4,0.9218,False,787.0,8
"Beck, Brendan",NYY,SL,0.001973185413517058,50,90.9,1.0769,False,4545.0,50
"Beck, Tristan",SFG,CH,-0.003569508611690253,2,91.0,1.1641,False,182.0,2
"Beck, Tristan",SFG,CU,0.0006101894786857324,13,94.6,0.7144,False,1230.0,13
"Beck, Tristan",SFG,FF,-0.0041290778159842985,96,93.7,0.5136,False,8993.0,96
"Beck, Tristan",SFG,SL,0.0031393413206387776,40,93.7,0.6802,False,3747.0,40
"Beck, Tristan",SFG,ST,0.008147303943890924,96,100.0,0.7246,False,9598.0,96
"Bednar, David",NYY,CU,0.0001362179588119529,191,93.4,0.5717,False,17846.0,191
"Bednar, David",NYY,FF,0.0023748537035563483,428,106.4,0.4297,False,45530.0,428
"Bednar, David",NYY,FS,0.011334606991852885,418,114.2,0.5881,False,47751.0,418
"Beeks, Jalen",TEX,CH,-0.0014510498801478403,163,95.0,0.615,False,15484.0,163
"Beeks, Jalen",TEX,FF,-0.007637022846654802,207,86.8,0.4179,False,17966.0,207
"Beeks, Jalen",TEX,SL,0.0012699290699045476,37,89.3,0.8472,False,3305.0,37
"Beeter, Clayton",WSH,FF,-0.0008062388751617535,371,100.2,0.5067,False,37165.0,371
"Beeter, Clayton",WSH,SL,0.010829692722763866,375,111.9,0.7063,False,41979.0,375
"Bello, Brayan",BOS,CH,-0.004191969957331361,332,89.8,0.545,False,29799.0,332
"Bello, Brayan",BOS,CU,0.003394350577734288,91,100.3,0.9102,False,9130.0,91
"Bello, Brayan",BOS,FF,-0.007807045590931422,124,86.5,0.6621,False,10722.0,124
"Bello, Brayan",BOS,SI,0.0010306903609811203,650,104.4,0.4936,False,68098.0,652
"Bello, Brayan",BOS,SL,0.001669420194356027,257,90.2,0.6726,False,23272.0,258
"Bello, Brayan",BOS,ST,0.00474410962687914,172,91.4,0.709,False,16090.0,176
"Bellozo, Valente",COL,CH,-0.004107120256747059,31,89.9,1.0532,False,2786.0,31
"Bellozo, Valente",COL,CU,-0.00020352542300575545,7,92.7,1.0475,False,649.0,7
"Bellozo, Valente",COL,FC,-0.005584157152416316,39,84.9,0.9224,False,3311.0,39
"Bellozo, Valente",COL,FF,-0.01087086152374222,37,80.5,0.6695,False,2979.0,37
"Bellozo, Valente",COL,SI,-0.00873721965073951,19,86.5,1.1243,False,1643.0,19
"Bellozo, Valente",COL,ST,0.006274622014127483,37,95.1,0.9944,False,3520.0,37
"Bender, Anthony",MIA,CH,-0.0028656738650170155,12,92.2,1.3093,False,1107.0,12
"Bender, Anthony",MIA,FF,-0.0012867018522229046,8,99.1,0.9587,False,793.0,8
"Bender, Anthony",MIA,SI,0.0037779725144470207,171,109.4,0.4913,False,18710.0,171
"Bender, Anthony",MIA,SL,0.007232679535324375,75,103.5,0.6734,False,7760.0,75
"Bender, Anthony",MIA,ST,0.019932885318244005,273,129.8,0.6185,False,35424.0,273
