mlbam,fangraphs,bbref,retro,last,first,birthYear
669093,22210,estraje01,estrj002,Estrada,Jeremiah,1998
120060,1009842,o'roumi01,oroum101,O'Rourke,Mike,1868
114396,1004312,fredrsc01,freds001,Fredrickson,Scott,1967
451713,8760,pegueca01,peguc001,Peguero,Carlos,1987
120809,1010574,purneos01,purno101,Purner,Oscar,1872
514639,9651,ortegjo01,ortej001,Ortega,José,1988
501981,9112,daviskh01,davik003,Davis,Khris,1987
123980,1013672,watkipa01,watkp001,Watkins,Pat,1972
115009,1004914,gracemi01,gracm101,Grace,Mike,1956
123391,1013113,tompkch01,tompc101,Tompkins,Chuck,1889
118271,1008094,mapescl01,mapec101,Mapes,Cliff,1922
122119,1011861,sheltsk01,shels101,Shelton,Skeeter,1888
123504,1013220,turbege01,turbg101,Turbeville,George,1914
818243,,mccurji01,mccuj101,McCurine,Jim,1921
817665,,pritcwi01,pritw101,Pritchett,Wilbert,1897
818572,,lamarji01,lamaj102,LaMarque,Jim,1920
118254,1008079,manseto01,manst101,Mansell,Tom,1855
115119,1005023,gregofr01,gregf101,Gregory,Frank,1888
121256,1011009,rizzojo01,rizzj101,Rizzo,Johnny,1912
461791,2790,marmoca01,marmc001,Marmól,Carlos,1982
118162,1007988,mahleri01,mahlr001,Mahler,Rick,1953
424725,1568,sadleca01,sadlc001,Sadler,Carl,1976
595918,11467,coleaj01,colea002,Cole,A. J.,1992
571918,13325,marrede01,marrd001,Marrero,Deven,1990
663362,25550,waldrma01,waldm003,Waldron,Matt,1996
111614,1001574,brucelo01,brucl101,Bruce,Lou,1877
133222,1010534,priesed01,priee001,Priest,Eddie,1974
118668,1008485,mcfadgu01,mcfag101,McFadden,Guy,1872
594824,10951,garcigr01,garcg002,Garcia,Greg,1989
117936,,lough01,lougu101,O'Loughlin,Patrick,1860
123884,1013578,walshjo04,walsj103,Walsh,Joe,1917
110685,1000665,batiske01,batik001,Batiste,Kevin,1966
820382,,brittjo01,britj104,Britton,John,1919
817266,,siasge01,siasg101,Sias,George,1906
119431,1009237,moschro01,moscr101,Moschitto,Ross,1945
113550,1003485,draubja01,drauj101,Drauby,Jake,1864
118365,1086,martied01,marte001,Martínez,Edgar,1963
820233,,cabrelu01,cabrl101,Cabrera,Luis,1919
121117,72,reynoar02,reyna001,Reynoso,Armando,1966
121457,1011202,rosebze01,rosez101,Rosebraugh,Rosie,1875
692225,33644,campbkr01,campk002,Campbell,Kristian,2002
593958,13164,rodried05,rodre004,Rodríguez,Eduardo,1993
123221,1012949,theobro01,theor101,Theobald,Ron,1943
276537,163,richach01,richc001,Richard,Chris,1974
123105,1012839,tatest01,tates001,Tate,Stu,1962
457821,4661,bankswe01,bankw002,Bankston,Wes,1983
124559,1014235,woodscl01,woodc101,Woods,Clarence,1892
122993,1012732,suskope01,suskp101,Susko,Pete,1904
114952,1004856,goodmbi01,goodb101,Goodman,Billy,1926
621051,20353,wilsost02,wilss002,Wilson,Steven,1994
115988,1005866,hoakdo01,hoakd101,Hoak,Don,1928
818128,,missoji01,missj102,Missouri,Jim,1917
111738,1001697,burnehe01,burnh101,Burnett,Hercules,1865
112615,1002559,conweed01,conwe101,Conwell,Ed,1890
114144,1004064,firovda01,firod001,Firova,Daniel,1956
111607,1001555,brownpi01,browp103,Browne,Pidge,1929
817799,,pereijo01,perej104,Pereira,José,1927
121489,1011238,rothbr01,rothb102,Roth,Braggo,1892
110442,1000422,bailefr01,bailf101,Bailey,Fred,1895
425817,1688,foppeje01,foppj001,Foppert,Jesse,1980
657117,16309,williau01,willa003,Williams,Austen,1992
114944,1004865,goodwi01,goodw101,Good,Wilbur,1885
430631,2187,abercre01,aberr001,Abercrombie,Reggie,1980
118110,1007944,maddemi01,maddm001,Madden,Mike,1957
430838,1876,taverwi01,tavew001,Taveras,Willy,1981
592351,14916,grayjo02,grayj003,Gray,Jon,1991
121806,1011556,schesdu01,sched101,Schesler,Dutch,1900
819891,,dallapo01,dallp101,Dallas,Porter,1904
622210,13821,parmlia01,parmi001,Parmley,Ian,1989
695034,,morrika01,,Morris,Kade,2002
116747,658,jordabr01,jordb001,Jordan,Brian,1967
623507,17737,lestejo02,lestj002,Lester,Josh,1994
120573,1010343,piezsa01,piezs101,Piez,Sandy,1889
123352,1013074,tinglro01,tingr001,Tingley,Ron,1959
115796,1005680,henslch01,hensc001,Hensley,Chuck,1959
119061,1008881,millech03,millc102,Miller,Charlie,1877
592135,13360,bedroca01,bedrc001,Bedrosian,Cam,1991
451532,5842,billich01,billc001,Billingsley,Chad,1984
492653,,huffge99,huffg801,Huff,George,1872
122585,1012318,spencbe01,spenb101,Spencer,Ben,1890
119062,1008880,millech02,millc101,Miller,Chuck,1889
118599,1008418,mccormi01,mccom102,McCormick,Mike,1882
122783,1012528,stewasa01,stews001,Stewart,Sammy,1954
816429,,youngma04,younm101,Young,Maurice,1904
114301,1004220,fordge02,fordg102,Ford,Gene,1912
124687,1014365,youngch01,younc103,Young,Charlie,1893
122714,1012458,steevmo01,steem101,Steevens,Morrie,1940
502161,173,cousisc01,couss001,Cousins,Scott,1985
817601,,reddul01,reddu101,Redd,Ulysses,1914
817377,,sanchra02,sancr102,Sánchez,Raúl,1928
150067,799,trubych01,trubc001,Truby,Chris,1973
111142,1001114,boehlge01,boehg101,Boehler,George,1893
118054,1007888,lyonste02,lyont103,Lyons,Terry,1908
117420,1681,lakerti01,laket001,Laker,Tim,1969
817326,,scottjo05,scotj107,Scott,Joe,1918
668939,26288,rutscad01,rutsa001,Rutschman,Adley,1998
111942,1001894,campeca01,campc102,Camper,Cardell,1952
519023,5666,mesorde01,mesod001,Mesoraco,Devin,1988
572204,9952,thomptr01,thomt002,Thompson,Trayce,1991
111199,1001168,bonilbo01,bonib001,Bonilla,Bobby,1963
118227,1008052,mandaca01,mandc101,Manda,Carl,1886
113267,1003205,denmabr01,denmb101,Denman,Brian,1956
119973,1009765,o'leach01,oleac101,O'Leary,Charley,1875
120311,1010083,paulsgi01,paulg101,Paulsen,Gil,1902
594940,12214,munoda01,munod001,Muno,Daniel,1989
818818,,jenkiho02,jenkh102,Jenkins,Wendell,1916
820366,,brooksi01,broos101,Brooks,Sidney,1893
121955,1279,seaneru01,seanr001,Seánez,Rudy,1968
115533,1005426,harrine01,harrn101,Harris,Ned,1916
816770,,walkeed02,walke103,Walker,Edsall,1910
820154,,cartebi01,cartb102,Carter,Bill,
112207,1002154,chappha01,chaph101,Chappas,Harry,1957
115478,1005365,harknsp01,harks101,Harkness,Spec,1887
400067,973,silvaca01,silvc001,Silva,Carlos,1979
123275,1013002,thompbo01,thomb106,Thompson,Bobby,1953
818532,,lee04,,Lee,,
605280,13649,holmecl01,holmc001,Holmes,Clay,1993
113746,1003680,edmonpa01,edmop101,Edmondson,Paul,1943
123386,1013109,tomerge01,tomeg101,Tomer,George,1895
820591,,barnefr03,barnf103,Barnes,Fred,
118468,1008291,mayca01,may-c101,May,Carlos,1948
124258,1013948,wilhesp01,wilhs101,Wilhelm,Spider,1929
121482,1011228,rossejo01,rossj001,Rosselli,Joe,1972
118201,1008030,malloju01,mallj102,Mallonee,Jule,1900
407885,1443,ellisma01,ellim001,Ellis,Mark,1977
124754,1014428,zeidero01,zeidr101,Zeider,Rollie,1883
527049,7216,puellce01,puelc001,Puello,César,1991
819144,,harriwi11,harrw101,Harris,Wilmer,1924
123373,1013096,toddja01,toddj101,Todd,Jackson,1951
820563,,battlru01,battr101,Battle,Rufus,1896
123547,1013263,uhaltfr01,uhalf101,Uhalt,Frenchy,1910
113710,1003641,eastepa01,eastp101,Easterling,Paul,1905
118889,1008704,meadojo01,meadj101,Meador,Johnny,1892
700932,29794,manzaky01,manzk001,Manzardo,Kyle,2000
819305,,gravebo01,gravb101,Graves,Bob,
115145,1005049,griffpa01,grifp102,Griffin,Pat,1893
118193,1008018,malinto01,malit101,Malinosky,Tony,1909
111565,1001534,brownke02,browk002,Brown,Keith,1964
116791,1006649,jumonge01,jumog101,Jumonville,George,1917
120392,1010168,peplohe01,peplh101,Peploski,Henry,1905
682010,25071,ramsela02,ramsl001,Ramsey,Lane,1996
110375,1000361,auderi01,auder001,Aude,Rich,1971
819009,,hillpe99,hillp102,Hill,Pete,1882
123136,1012871,taylofr01,taylf101,Taylor,Fred,1924
592450,15640,judgeaa01,judga001,Judge,Aaron,1992
117011,1006864,kerlior01,kerlo101,Kerlin,Orie,1891
114911,1004822,gomezle02,gomel001,Gómez,Leo,1966
114788,1004702,gilesbr01,gileb001,Giles,Brian,1960
123532,1013248,twombge01,twomg101,Twombly,George,1892
819016,,hillle01,hilll101,Hill,Lee,1895
122994,1012733,sutclbu01,sutcb101,Sutcliffe,Butch,1915
117412,1007257,lahtije01,lahtj001,Lahti,Jeff,1956
123145,1012878,tayloja01,taylj102,Taylor,Jack,1873
493547,4721,storemi01,storm001,Storey,Mickey,1986
816669,,wesleed01,wesle101,Wesley,Edgar,1891
137204,1012248,snydeja01,snydj102,Snyder,Jack,1886
400090,50,cintral01,cinta001,Cintrón,Alex,1978
117852,1007691,lockero01,lockr101,Locke,Ron,1939
115461,1005348,hardyal01,harda101,Hardy,Alex,1876
607755,19482,vasquan02,vasqa002,Vasquez,Andrew,1993
122784,1322,stewash01,stews002,Stewart,Shannon,1974
116333,1006202,huntehe01,hunth101,Hunter,Herb,1895
124166,1013867,whiteed01,white106,White,Ed,1926
119825,1009620,nolesdi01,noled001,Noles,Dickie,1956
134002,1120,martira03,martr003,Martínez,Ramón,1972
121700,1011445,santone01,santn001,Santovenia,Nelson,1961
110343,1000330,arundha01,arunh101,Arundel,Harry,1855
122127,1011868,sheppjo01,shepj101,Sheppard,John,
119968,1009760,oldfida01,oldfd101,Oldfield,Dave,1864
117875,1007712,lolicmi01,lolim101,Lolich,Mickey,1940
119276,1009080,moodyer01,moode001,Moody,Eric,1971
117776,1007612,lindavi01,lindv101,Lindaman,Vive,1877
456501,6893,cuetojo01,cuetj001,Cueto,Johnny,1986
111078,1001049,blankho01,blanh101,Blankenship,Homer,1902
150150,1020,boydja02,boydj001,Boyd,Jason,1973
424825,1572,crispco01,crisc001,Crisp,Coco,1979
121853,1011601,schofdi01,schod101,Schofield,Dick,1935
124685,1014362,youngan01,youna001,Young,Anthony,1966
111232,1068,bordepa01,bordp001,Borders,Pat,1963
476011,9920,malonma02,malom001,Maloney,Matt,1984
114074,1004001,fernasi01,ferns001,Fernandez,Sid,1962
820584,,barneve01,barnv103,Barnes,Vet,1911
111122,1001092,bluejji01,bluej101,Bluejacket,Jim,1887
276529,1160,josepke01,josek001,Joseph,Kevin,1976
489265,9817,romose01,romos001,Romo,Sergio,1983
111483,1001446,britoti01,britt001,Brito,Tilson,1972
501317,5496,peguefr01,peguf001,Peguero,Francisco,1988
111986,1001942,carewro01,carer001,Carew,Rod,1945
114084,1004004,ferrabi01,ferrb102,Ferrazzi,Bill,1907
816851,,valdefa01,valdf102,Valdés,Faustino,
425663,2126,thompde01,thomd002,Thompson,Derek,1981
116891,1006747,keelewi01,keelw101,Keeler,Willie,1872
122329,1012069,slocuhe01,sloch001,Slocumb,Heathcliff,1966
111899,1001855,calvoja01,calvj101,Calvo,Jack,1894
112111,1002060,castica02,castc002,Castillo,Carlos,1975
110552,1000532,barbetu01,barbt101,Barber,Turner,1893
113423,1003361,dolanco02,dolac102,Dolan,Cozy,1882
123615,1013323,valenbo01,valeb103,Valentine,Bob,
123568,1013284,unroeti01,unrot001,Unroe,Tim,1970
607732,13723,stallja01,stalj001,Stallings,Jacob,1989
680814,25459,burdipe01,burdp001,Burdick,Peyton,1997
115728,1005613,helli01,hellu101,Hellings,,
475115,7872,rossty01,rosst001,Ross,Tyson,1987
123043,1012770,sweenbi01,sweeb103,Sweeney,Bill,1858
112523,1002469,colluja01,collj102,Collum,Jackie,1927
117038,1006891,kiefejo01,kiefj101,Kiefer,Joe,1899
123028,1012764,swartbu01,swarb101,Swartz,Bud,1929
656271,17968,burkebr01,burkb001,Burke,Brock,1996
641386,20198,bowdebe01,bowdb001,Bowden,Ben,1994
663457,21454,nootbla01,nootl001,Nootbaar,Lars,1997
572831,10796,edginjo01,edgij001,Edgin,Josh,1986
121829,1011581,schmida02,schmd101,Schmidt,Dave,1956
680723,24602,romdr01,rom-d001,Rom,Drew,1999
817217,,smith16,,Smith,,
518934,9874,lemahdj01,lemad001,LeMahieu,DJ,1988
117200,1007048,knollpu01,knolp101,Knoll,Punch,1881
120681,1010454,porteja01,portj101,Porter,Jay,1933
122610,1012357,spragho01,sprah102,Spragins,Homer,1920
818756,,johnsja04,johnj112,Johnson,Jack,
622682,15487,reyesvi01,reyev001,Reyes,Víctor,1994
124500,1014181,wojcist01,wojcs001,Wojciechowski,Steve,1970
452737,7851,schwich01,schwc001,Schwinden,Chris,1986
276514,1793,greggke01,gregk001,Gregg,Kevin,1978
123962,1013654,washicl01,washc001,Washington,Claudell,1954
458657,3752,mendead01,menda001,Méndez,Adalberto,1982
489149,9205,morrilo01,morrl001,Morrison,Logan,1987
113062,1002998,dascedo01,dascd001,Dascenzo,Doug,1964
120013,1009803,o'neask01,oneas101,O'Neal,Oran,1899
656388,19727,dunanjo01,dunaj001,Dunand,Joe,1995
123345,1013068,tillmru01,tillr001,Tillman,Rusty,1960
695445,29574,leech02,lee-c005,Lee,Chase,1998
119565,1009371,murphmi01,murpm102,Murphy,Mike,1888
116554,1006507,johnsto01,johnt104,Johns,Tommy,1851
118115,1007939,maddecl01,maddc101,Maddern,Clarence,1921
818700,,jones16,,Jones,,
118104,1007933,macphha01,macph101,MacPherson,Harry,1926
111050,1001022,blackti01,blact101,Blackwell,Tim,1952
117405,1007250,lafited01,lafie101,Lafitte,Ed,1886
118917,1008732,meinewa01,meinw101,Meinert,Walt,1890
112926,1002865,culloni02,culln102,Cullop,Nick,1900
817134,,spearch01,speac101,Spearman,Charlie,1891
110174,1000170,allismi01,allim101,Allison,Milo,1890
114436,1004351,friedbo01,frieb104,Friedrichs,Bob,1906
124060,1013761,welchtu01,welct102,Welch,Tub,1866
121004,1010764,reedeic01,reedi101,Reeder,Icicle,1858
275928,152,matoslu01,matol001,Matos,Luis,1978
113244,1003181,delosra01,delor101,de los Santos,Ramón,1949
120147,1009928,oyleran01,oylea101,Oyler,Andy,1880
467798,2411,tabatjo01,tabaj002,Tábata,José,1988
642545,18356,barrija01,barrj003,Barría,Jaime,1996
113982,1003904,faircra01,fairr102,Faircloth,Rags,1892
124533,1014220,woodja01,woodj107,Wood,Jake,1937
118255,1008080,mansklo01,mansl101,Manske,Lou,1884
118095,1007918,mackego01,mackg101,MacKenzie,Gordon,1937
118347,1008184,martimo01,martm101,Martin,Morrie,1922
122142,1011882,sherrfr01,sherf101,Sherry,Fred,1889
818740,,johnsme01,johnm103,Johnson,Mex,1911
819553,,fiallto01,fialt101,Fiall,Tom,1894
121104,1010866,reynoch02,reync101,Reynolds,Charlie,1865
819826,,dayco01,day-c102,Day,Connie,1897
430640,2240,penato02,penat002,Peña,Tony,1981
113389,1003324,dishmgl01,dishg001,Dishman,Glenn,1970
114956,1004862,goodwcl01,goodc101,Goodwin,Clyde,1881
123797,1013495,waittch01,waitc101,Waitt,Charlie,1849
118674,1008491,mcfared01,mcfae101,McFarland,Ed,1873
656577,17276,jacksal02,jacka002,Jackson,Alex,1995
818460,,lockmja01,lockj101,Lockman,James,
110485,1000465,bakerph01,bakep101,Baker,Phil,1856
117646,1007495,leighjo01,leigj101,Leighton,John,1861
118724,1008545,mcgratu01,mcgrt001,McGraw,Tug,1944
119478,1009283,muellra01,muelr101,Mueller,Ray,1912
488846,4064,duensbr01,duenb001,Duensing,Brian,1983
123655,1013364,vanzadi01,vanzd101,Van Zant,Dick,1864
122287,1012027,sizemte01,sizet101,Sizemore,Ted,1945
121669,1011416,sandejo01,sandj101,Sanders,John,1945
123691,1013396,velasgu01,velag001,Velasquez,Guillermo,1968
122960,1012707,sullimi01,sullm102,Sullivan,Mike,1860
124571,1014250,woodwwo01,woodw101,Woodward,Woody,1942
452121,3501,lillibr01,lillb001,Lillibridge,Brent,1983
117123,1006973,kirrejo01,kirrj101,Kirrene,Joe,1931
120093,1009875,osinsda01,osind101,Osinski,Dan,1933
124395,1014104,wilsosq01,wilss101,Wilson,George,1889
115034,1004925,grahabi01,grahb102,Grahame,Bill,1883
446334,9368,longoev01,longe001,Longoria,Evan,1985
666619,21894,santogr01,santg001,Santos,Gregory,1999
111022,1000989,bishobi02,bishb102,Bishop,Bill,1900
150441,1009563,nichode01,nichk001,Nicholson,Kevin,1976
523648,5329,hambuma01,hambm001,Hamburger,Mark,1987
150206,618,mullesc01,mulls002,Mullen,Scott,1975
117716,1007562,leutz01,leutu101,Lenz,David,1851
120701,1010469,pottedy01,pottd102,Potter,Dykes,1910
116696,1006565,jonesja03,jonej106,Jones,Jake,1920
819539,,finch02,fincu101,Finch,Ernest,1901
115444,1005332,hanskdo01,hansd102,Hanski,Don,1916
119527,1009331,munozpe01,munop001,Muñoz,Pedro,1968
132640,1012455,steenke01,steek001,Steenstra,Kennie,1970
112938,1002875,cummist01,cumms001,Cummings,Steve,1964
112261,1002221,chrisne01,chrin101,Chrisley,Neil,1931
112843,1002784,croftha01,crofh101,Croft,Harry,1875
650496,20617,mejiaje02,mejij002,Mejía,J. C.,1996
117567,1007411,laxtobi01,laxtb101,Laxton,Bill,1948
114989,1004894,gossari01,gossr001,Gossage,Rich,1951
118242,1008064,mannier01,manne101,Manning,Ernie,1890
425346,1749,riverca01,rivec001,Rivera,Carlos,1978
671655,22541,valerge01,valeg001,Valera,George,2000
694671,33333,langfwy01,langw001,Langford,Wyatt,2001
121113,1010874,reynoro02,reynr002,Reynolds,Ronn,1958
407576,493,rivermi02,rivem003,Rivera,Mike,1976
117301,1007148,kravida01,kravd101,Kravitz,Danny,1930
123844,1013539,walkewe01,walkw101,Walker,Welday,1860
110788,1000770,beechma01,beecm001,Beech,Matt,1972
593871,13152,polanjo01,polaj001,Polanco,Jorge,1993
119400,1009219,morrijo06,morrj106,Morris,John,1941
680735,24604,coxau01,cox-a001,Cox,Austin,1997
691548,27407,munozro02,munor002,Muñoz,Rolddy,2000
116089,1005965,holloji01,hollj101,Holloway,Jim,1908
817698,,poreesa01,pores101,Poree,Salvador,1903
518960,7870,lucrojo01,lucrj001,Lucroy,Jonathan,1986
116758,1006616,jordari03,jordr002,Jordan,Ricardo,1970
817023,,tayloal01,tayla102,Taylor,Alfred,
596043,16980,mengdda01,mengd001,Mengden,Daniel,1993
518875,7773,kellesh01,kells001,Kelley,Shawn,1984
819381,,gilmole02,gilml102,Gilmore,Lefty,
117264,1007112,koresar01,korea101,Kores,Art,1886
573016,14860,martiky01,martk003,Martin,Kyle,1991
277184,42,wisema01,wisem001,Wise,Matt,1975
216897,1689,snydeky01,snydk001,Snyder,Kyle,1977
111228,1289,borbope02,borbp001,Borbón,Pedro,1967
116538,1006404,jestevi01,jestv101,Jester,Virgil,1927
672386,22581,kirkal01,kirka001,Kirk,Alejandro,1998
115654,1005537,haywora01,haywr101,Hayworth,Ray,1904
117872,1007709,lohrmbi01,lohrb101,Lohrman,Bill,1913
119026,1008836,michaca01,michc101,Michaels,Cass,1926
116042,1005921,hoganha01,hogah101,Hogan,Malachi,1878
658305,19276,garcied01,garce001,García,Edgar,1996
111314,1001277,boydga01,boydg101,Boyd,Gary,1946
122100,1011843,sheckji01,shecj101,Sheckard,Jimmy,1878
608701,13770,refsnro01,refsr001,Refsnyder,Rob,1991
817241,,smith11,,Smith,,
113906,1003832,espyce01,espyc001,Espy,Cecil,1963
123393,1013115,tomsto01,tomst101,Toms,Tommy,1951
110014,1000015,abbotod01,abboo101,Abbott,Ody,1886
685410,25777,battepe01,battp001,Battenfield,Peyton,1997
115289,1005184,haddiha01,haddh101,Haddix,Harvey,1925
600887,18792,delpomi01,delpm001,Del Pozo,Miguel,1992
120040,1009829,oranto01,orant101,Oran,Tom,1847
701305,31562,dezenza01,dezez001,Dezenzo,Zach,2000
572008,10030,owingch01,owinc001,Owings,Chris,1991
110427,175,baergca01,baerc001,Baerga,Carlos,1968
119315,1009125,moorera02,moorr101,Moore,Ray,1926
492698,,walshmi99,walsm801,Walsh,Mike,1850
110642,1000625,barthle01,bartl101,Bartholomew,Les,1903
124218,1013909,whitnpi01,whitp103,Whitney,Pinky,1905
113245,1003182,delsaga01,delsg101,Del Savio,Garton,1913
817141,,souelhe01,soueh101,Souell,Herb,1913
118289,1008113,marklge01,markg101,Markland,Gene,1919
571974,10346,murphjr01,murpj001,Murphy,J. R.,1991
675650,23223,mercami01,mercm002,Mercado,Michael,1999
119493,1009298,mullemo01,mullm101,Mullen,Ford,1917
111720,1001683,burkeji01,burkj104,Burke,Jimmy,1874
150102,951,coggida01,coggd001,Coggin,Dave,1976
817452,,rojoju01,rojoj101,Rojo,Julio,1894
112626,1002573,cookmi01,cookm001,Cook,Mike,1963
150433,1074,davisbe01,davib003,Davis,Ben,1977
118988,1008801,messebu01,messb102,Messenger,Andrew,1898
430627,2213,fortuba01,fortb001,Fortunato,Bartolomé,1974
117883,1007719,lombalo01,lombl101,Lombardo,Lou,1928
817458,,rogerna01,rogen101,Rogers,Nat,1893
121300,1011077,robinva01,robiv101,Robinson,Val,1848
682995,33174,barcohu01,barch001,Barco,Hunter,2000
123406,1013133,torrejo01,torrj101,Torre,Joe,1940
816771,,walkeca01,walkc102,Walker,Casey,1912
115870,1005751,hestela01,hestl101,Hesterfer,Larry,1878
120580,1010350,pilledu01,pilld101,Pillette,Duane,1922
425857,1785,mannida01,mannd001,Manning,David,1972
451491,4699,zumayjo01,zumaj001,Zumaya,Joel,1984
808963,35323,sasakro01,sasar001,Sasaki,Roki,2001
595371,11050,rearich01,rearc001,Rearick,Chris,1987
122269,1012009,singlel01,singe101,Singleton,Elmer,1918
670224,26374,misneka01,misnk001,Misner,Kameron,1998
656413,20321,faircst01,fairs001,Fairchild,Stuart,1996
116986,1006847,kennera01,kennr101,Kennedy,Ray,1895
669467,26108,pallaan01,palla001,Pallante,Andre,1998
116682,1006552,jonesdo01,joned001,Jones,Doug,1957
543228,9627,gomesya01,gomey001,Gomes,Yan,1987
641341,15203,bashlty01,basht001,Bashlor,Tyler,1993
133343,545,wilsopr01,wilsp002,Wilson,Preston,1974
116163,1006036,hortori01,hortr001,Horton,Ricky,1959
115162,1005061,grimebu01,grimb101,Grimes,Burleigh,1893
123819,1013511,walkedi01,walkd102,Walker,Dixie,1888
118893,1008708,meadsda01,meadd001,Meads,Dave,1964
680604,26117,castabl01,castb003,Castano,Blas,1998
818616,,kimbrhe01,kimbh102,Kimbro,Henry,1912
123882,1013576,walshjo02,walsj105,Walsh,John,1879
116099,1005973,holmash01,holms001,Holman,Shawn,1964
118945,1008760,mendoma01,mendm101,Mendoza,Mario,1950
122584,1012325,spencji01,spenj101,Spencer,Jim,1947
689266,29928,dodddy01,doddd001,Dodd,Dylan,1998
676059,27815,westbjo01,westj002,Westburg,Jordan,1999
110578,1000562,barneep01,barne101,Barnes,Eppie,1900
123343,1013067,tillmjo01,tillj101,Tillman,Johnny,1893
