pid,season,half,locRaw,locN
641729,2021,full,0.003060334410575215,857
641729,2021,B,0.0039217342181363316,412
572193,2021,full,0.008543972855881028,942
572193,2021,A,0.009292157429746721,497
571800,2021,full,0.005377363195050438,337
571800,2021,A,0.004348354207075964,168
656629,2021,full,0.009258196010134369,1127
656629,2021,B,0.010223400300257965,618
641302,2021,full,0.009851020513884446,1634
641302,2021,A,0.010494214385194387,925
656302,2021,full,0.006275755150823043,2944
656302,2021,B,0.005007468551509851,1464
571670,2021,full,0.009949448678303281,1075
571670,2021,B,0.01080498276109293,517
658431,2021,full,0.00583893463487055,134
658431,2021,B,0.0106803610787302,84
669622,2021,full,0.006806644845374025,967
669622,2021,B,0.005950391563124029,445
453178,2021,full,0.009384211582823916,892
453178,2021,A,0.010577823917248205,450
542947,2021,full,0.011964446565928996,675
542947,2021,B,0.01241006990798789,356
622554,2021,full,0.014790836528595055,14
622554,2021,A,0.014790836528595055,14
542914,2021,full,0.005025951386237998,950
542914,2021,B,0.005673349206413023,488
592135,2021,full,0.004910106718688709,467
592135,2021,B,0.005789708223918924,217
593576,2021,full,0.006099618862900213,1238
593576,2021,B,0.0037667148709182485,605
647315,2021,full,0.003991091286419905,918
647315,2021,B,0.0025728002212980867,450
605507,2021,full,0.006997083053733277,1181
605507,2021,B,0.005391941902716007,546
621237,2021,full,-0.0031231967129496064,1036
621237,2021,B,-0.0013813232928367317,486
595345,2021,full,0.008707071081403374,594
595345,2021,B,0.007483976876044046,257
663559,2021,full,0.007786446744714977,550
663559,2021,B,0.005872390750002039,248
641154,2021,full,0.012602046275967817,1656
641154,2021,B,0.011565487845729538,859
642152,2021,full,0.004062366128712819,1167
642152,2021,A,0.0037959937556549003,609
642130,2021,full,0.0018842078832151247,746
642130,2021,A,0.0035950604914078096,370
425844,2021,full,0.007691044264931985,2570
425844,2021,B,0.008955588279807318,1269
642758,2021,full,0.008899450989567317,174
642758,2021,B,0.008926948858511544,77
489265,2021,full,0.010199680719396758,1040
489265,2021,B,0.009605395855462218,519
608344,2021,full,0.008996809871949554,2659
608344,2021,B,0.009063770160634008,1377
664353,2021,full,0.010916293702351502,1624
664353,2021,B,0.010264932004776897,739
660896,2021,full,0.010585467737245157,866
660896,2021,A,0.0108071029811066,463
622251,2021,full,0.002067742921831378,1092
622251,2021,B,0.002126392845005617,552
607457,2021,full,0.010608104251154124,266
607457,2021,B,0.01112675554503636,127
605130,2021,full,0.006548844670926267,1216
605130,2021,A,0.005862361512753142,674
669395,2021,full,0.006685749795839643,109
669395,2021,A,0.012125552187264084,63
543883,2021,full,0.009555979460629027,181
543883,2021,A,0.008487277794023735,125
606303,2021,full,0.008687596981208502,822
606303,2021,A,0.008800226330601646,418
573668,2021,full,0.0008801668596241705,654
573668,2021,A,0.001954337473746541,316
663804,2021,full,0.0009202523709819291,627
663804,2021,A,0.0013025146661300327,354
656212,2021,full,0.008505084681077576,647
656212,2021,A,0.006920962397315402,367
656578,2021,full,0.002195498053784814,196
656578,2021,A,0.001179247316548278,120
596057,2021,full,0.002460040373738144,983
596057,2021,B,0.0021468909559811907,553
623352,2021,full,0.003393840367626601,962
623352,2021,B,0.005925715889826061,439
502202,2021,full,0.005602784027347436,1063
502202,2021,A,0.004217940330018178,541
608718,2021,full,0.009685892578384946,1212
608718,2021,A,0.008204119890980542,611
677865,2021,full,0.011412027337399716,253
677865,2021,A,0.013177838577424696,131
641360,2021,full,0.008064682301837356,771
641360,2021,A,0.008005813388065572,468
676879,2021,full,0.005913623887599422,529
676879,2021,A,0.0034602231304949357,293
621111,2021,full,0.008321103775241132,3126
621111,2021,A,0.008276892877934712,1589
519326,2021,full,0.005349298882797914,973
519326,2021,A,0.005184765907387022,496
594311,2021,full,0.005813860286744792,290
594311,2021,B,0.0075145039815915264,129
474463,2021,full,0.0032127299684272517,1491
474463,2021,B,0.002695438018689896,686
608678,2021,full,0.0043975674623973,845
608678,2021,A,0.006270122209406683,453
656803,2021,full,0.00860827198533744,94
656803,2021,A,0.01007920616728941,35
606424,2021,full,0.008338042179459758,995
606424,2021,B,0.007946159241761255,454
665645,2021,full,0.004054883266379921,200
665645,2021,B,0.0021862793196909384,120
657277,2021,full,0.008889589544935543,2199
657277,2021,A,0.008299637330803312,1098
622503,2021,full,0.006700106389042093,1322
622503,2021,A,0.006710040197530079,799
489334,2021,full,0.006514542197493923,1299
489334,2021,A,0.0057846133727603175,685
659275,2021,full,0.005678076041876812,826
659275,2021,B,0.005194992178314923,423
663753,2021,full,0.0017774777968093904,507
663753,2021,B,0.004546341253559585,233
571710,2021,full,0.007090267867888314,869
571710,2021,B,0.009319126136342079,450
665661,2021,full,0.0053188744352587365,81
665661,2021,A,0.004391104860711442,42
605521,2021,full,0.007955925503318551,334
605521,2021,B,0.008199729815009497,158
664918,2021,full,0.006663056489811986,649
664918,2021,B,0.0052794850674799864,330
607237,2021,full,0.0030352014107433265,825
607237,2021,A,0.0022299478802138366,440
641771,2021,full,0.0025252062386018678,1421
641771,2021,B,0.0018482076902867589,698
665665,2021,full,0.009406407108882223,181
665665,2021,B,0.011136868565731064,88
607455,2021,full,0.007936622445024369,606
607455,2021,B,0.006872367699053666,292
607572,2021,full,0.007881119586542163,842
607572,2021,B,0.005859373635696408,437
664074,2021,full,0.009585866229553174,709
664074,2021,A,0.009237487884805214,379
656605,2021,full,0.0031322831567938783,1838
656605,2021,A,0.0024503891551839524,903
552640,2021,full,0.012817761592372117,974
552640,2021,A,0.012564115582863517,507
676596,2021,full,0.008296329415102041,1619
676596,2021,B,0.007950513790313793,836
547973,2021,full,0.00014853279519933172,997
547973,2021,A,-0.0008297712622174522,497
502085,2021,full,0.008211536804085026,208
502085,2021,B,0.003939075305996125,101
642528,2021,full,0.007769293268486904,1078
642528,2021,A,0.009266510962020877,489
543521,2021,full,0.014247529640784757,964
543521,2021,A,0.012872012495705375,490
643338,2021,full,0.008374310866637912,1308
643338,2021,A,0.008139318364197528,660
608638,2021,full,0.007151120297495271,867
608638,2021,B,0.0070500198959849315,444
605280,2021,full,0.003328531790697916,1111
605280,2021,A,0.0035233496757922245,604
608379,2021,full,0.011303843411639657,1966
608379,2021,A,0.012101939087033583,966
593974,2021,full,0.008699209769903586,777
593974,2021,B,0.007350625306614273,386
592791,2021,full,0.009934066823483084,2358
592791,2021,A,0.008765202924481805,1223
607352,2021,full,0.0019123163742263954,39
607352,2021,A,0.0019123163742263954,39
519008,2021,full,0.004179483284972118,508
519008,2021,B,0.0032510852550497807,292
656427,2021,full,0.005675301011672128,1343
656427,2021,A,0.007833705768134634,699
663765,2021,full,0.00398390259751108,1142
663765,2021,B,0.0032885418062182942,586
621219,2021,full,0.006740007243844456,1913
621219,2021,B,0.004796569775476341,982
628452,2021,full,0.012505912664490875,1057
628452,2021,A,0.011869419846141035,531
608716,2021,full,0.008298112247722674,1002
608716,2021,B,0.007458236886711479,502
573109,2021,full,0.0008823553117033018,62
573109,2021,B,-0.005008153932441829,36
594987,2021,full,0.00598999658808612,580
594987,2021,B,0.005834307398652157,309
650671,2021,full,0.008204327304383738,496
650671,2021,B,0.009665483393750002,256
448281,2021,full,0.006457148105164974,861
448281,2021,B,0.00581704406116094,465
594577,2021,full,0.009034679048695654,1231
594577,2021,B,0.01019033274400041,605
662253,2021,full,-0.0069586936915981895,17
662253,2021,A,-0.0069586936915981895,17
657024,2021,full,0.007683577859488153,563
657024,2021,A,0.005830936541683968,307
572125,2021,full,0.010712566662242176,489
572125,2021,A,0.01007130106941296,247
664948,2021,full,0.007812064502701364,890
664948,2021,B,0.007189583560152664,448
661383,2021,full,0.002367147118996174,138
661383,2021,B,-0.0014730538446898124,67
670990,2021,full,0.004077671065713148,429
670990,2021,A,0.005353861985697338,260
672282,2021,full,0.005590940626689316,375
672282,2021,A,0.00410052322578481,210
542881,2021,full,0.00907287006399696,2579
542881,2021,A,0.010104563774371009,1325
661403,2021,full,0.010357774650109454,1040
661403,2021,A,0.008960110374535799,510
623454,2021,full,0.008089637706270478,351
623454,2021,A,0.008026227275572784,171
543238,2021,full,0.00472468986018732,115
543238,2021,B,0.006660919560945174,44
605194,2021,full,0.006480051688979903,539
605194,2021,A,0.004018347695261105,273
543766,2021,full,0.004965299243539301,1360
543766,2021,A,0.006001591332388956,650
621295,2021,full,0.00600391817938982,1013
621295,2021,B,0.006663460146606323,511
642701,2021,full,0.004297124219197261,902
642701,2021,A,0.0030904373769466563,459
650644,2021,full,0.01046666611821234,1900
650644,2021,A,0.010532960580992764,954
456713,2021,full,0.001279954177267623,69
456713,2021,B,0.00042374501095443777,26
592314,2021,full,0.008279914299510027,2218
592314,2021,B,0.007837262642427657,1144
641540,2021,full,0.004741759113501531,1892
641540,2021,A,0.005730568911941914,978
643256,2021,full,0.011058043349862188,1011
643256,2021,B,0.01175449133398869,535
641632,2021,full,0.006051510455725934,444
641632,2021,B,0.004554871921804186,196
606930,2021,full,0.004187779035489573,565
606930,2021,A,0.006360264919458174,300
622253,2021,full,0.004221226527215058,1028
622253,2021,B,0.0013456460710175107,522
657240,2021,full,0.006370702099049697,216
657240,2021,A,0.0038543950165042277,131
663878,2021,full,-0.0027793787168635133,301
663878,2021,B,-0.0024569393053333094,117
607216,2021,full,0.004820938357834141,133
607216,2021,B,0.006257701073191904,67
547943,2021,full,0.009859922202075454,2680
547943,2021,A,0.009960754460097527,1341
621098,2021,full,0.004459857481717318,187
621098,2021,B,0.007507794493665637,105
650959,2021,full,0.003148899263758784,512
650959,2021,A,0.0026039353818591605,279
669145,2021,full,0.006991341193918341,1101
669145,2021,B,0.007159046932885988,541
601713,2021,full,0.005628888838450988,2734
601713,2021,A,0.006335606053707207,1415
664584,2021,full,0.005746554900339655,78
664584,2021,A,0.005627655482423011,50
640448,2021,full,0.007119133421852324,1203
640448,2021,B,0.007211230908992792,635
593958,2021,full,0.0094946593574617,2712
593958,2021,B,0.009152022661578557,1359
600921,2021,full,0.003634283022115778,619
600921,2021,B,0.008973730644548152,298
676477,2021,full,0.008735592440738953,1147
676477,2021,B,0.008484553016407676,581
607200,2021,full,0.0075143874033516194,2381
607200,2021,A,0.007805202592594242,1220
527048,2021,full,0.006008815908919763,1850
527048,2021,B,0.0044843739811089595,942
641907,2021,full,0.003173292089049737,482
641907,2021,A,0.004347659912577402,254
672851,2021,full,-0.007142983541873179,93
672851,2021,A,-0.007142983541873179,93
572070,2021,full,0.0043742893301526725,2325
572070,2021,B,0.0033455937687200473,1191
617228,2021,full,0.000718029221867425,942
617228,2021,A,0.0017544247800765495,477
519242,2021,full,0.011678728212198057,732
519242,2021,A,0.011417641610579149,405
666818,2021,full,-0.00030357108386344807,68
666818,2021,A,0.0022793601233119572,52
596112,2021,full,0.0031561298180517164,763
596112,2021,A,0.004074085401692965,344
642759,2021,full,-0.0011826903419874153,117
642759,2021,B,-0.006842344163527484,59
592761,2021,full,0.00490115511907865,2052
592761,2021,A,0.0032477928526291754,985
592346,2021,full,0.00585165646887937,1619
592346,2021,B,0.005697736179414577,814
668678,2021,full,0.007413143233791817,2085
668678,2021,A,0.007831981910915517,1092
468504,2021,full,0.0040800351004645265,1064
468504,2021,B,0.003443869435237948,463
622075,2021,full,0.0007013327856826187,866
622075,2021,B,-0.0001524426220414712,450
622608,2021,full,0.008244053091907986,2378
622608,2021,B,0.008574048415627774,1150
521230,2021,full,0.011775959128092657,1102
521230,2021,A,0.010932791311394612,505
608335,2021,full,0.00330537184825925,1183
608335,2021,A,0.003002013931160294,591
607481,2021,full,0.005041876609875911,946
607481,2021,B,0.006203712421368095,444
656638,2021,full,0.0002702673803693638,635
656638,2021,B,0.0005203363453069479,303
570632,2021,full,0.0016525653927653976,1690
570632,2021,B,0.0019550430704402704,817
641582,2021,B,0.00746017274165577,402
572971,2021,full,0.004496308881617301,2713
572971,2021,B,0.005112809810335026,1321
621114,2021,full,0.003332407194252754,590
621114,2021,B,0.005551923839917345,265
666159,2021,full,0.006557992776205838,1411
666159,2021,B,0.007946478693666189,686
608337,2021,full,0.008756930018872596,2964
608337,2021,A,0.007867485452545309,1569
517008,2021,full,0.0007997428326446722,1094
517008,2021,A,0.00041247822451248535,662
622092,2021,full,0.002226269405263954,932
622092,2021,B,0.0038695046093502254,451
608648,2021,full,0.006553188060543985,1050
608648,2021,B,0.006813873727489174,490
642100,2021,full,0.012348697168280277,104
642100,2021,A,0.009620335907821562,42
593619,2021,full,0.0035535952063095256,518
593619,2021,B,2.336338202575964e-05,259
573204,2021,full,0.01188316254961089,1096
573204,2021,A,0.01256152634610159,554
663460,2021,full,0.003689829083659933,2192
663460,2021,A,0.0047809745293874,1170
643377,2021,full,0.0062978434080392595,1387
643377,2021,B,0.006369047760482746,671
571670,2021,A,0.009156776418801041,558
675971,2021,full,-0.009947257292873435,20
675971,2021,A,-0.009947257292873435,20
669622,2021,A,0.007536592566832369,522
650911,2021,full,0.005097705936635499,206
650911,2021,A,0.009069437330015471,104
542947,2021,A,0.011467136503944767,319
542914,2021,A,0.004342119922503338,462
666200,2021,full,0.001775302628471363,1716
666200,2021,A,0.0023474732469988837,855
668968,2021,full,-0.0004479765771541995,130
668968,2021,B,0.0024911490024533533,72
657097,2021,full,0.005917104145902562,565
657097,2021,B,0.005657028220205067,304
593144,2021,full,0.008065572651510727,939
593144,2021,B,0.008008454194600811,440
612434,2021,full,0.0029011004165761757,1221
612434,2021,A,0.003223337765712075,603
669276,2021,full,0.012516351911400143,29
669276,2021,B,0.013504245097292733,20
543272,2021,full,0.0047632835357628205,1060
543272,2021,B,0.0054848322356669124,623
621345,2021,full,0.00557257575015014,871
621345,2021,A,0.005547518209116871,439
607229,2021,B,0.008439618713669586,180
471911,2021,full,0.00763849473620241,881
471911,2021,B,0.009671140421255562,460
592767,2021,full,0.007816168934629584,2118
592767,2021,A,0.009494515138570744,1123
445926,2021,full,0.008522521011902802,528
445926,2021,B,0.008552219826001961,277
456034,2021,full,0.008174656884143034,1163
456034,2021,A,0.008214688684292504,635
607067,2021,full,0.005780458372103331,91
607067,2021,A,0.005780458372103331,91
669952,2021,full,0.006270708018559123,758
669952,2021,A,0.006021819773631059,456
641360,2021,B,0.008155608544890792,303
628711,2021,full,0.011414631365814555,2757
628711,2021,B,0.011729527987294545,1409
669203,2021,full,0.009372500679152069,2571
669203,2021,B,0.008748915544006697,1265
607391,2021,full,0.007858941957589146,410
607391,2021,B,0.00542299954925184,230
570257,2021,full,0.006349300038445789,759
570257,2021,B,0.004290851927975908,401
605538,2021,full,0.013771994968454715,785
605538,2021,B,0.01388083988560333,374
650633,2021,full,0.007012953614821174,1002
650633,2021,B,0.005844913463310975,494
672715,2021,full,0.0064638044676789165,1362
672715,2021,A,0.007720879504450148,689
476595,2021,full,0.005925604297464443,1237
476595,2021,A,0.006174768437667712,641
656420,2021,full,0.006528137140053371,985
656420,2021,A,0.006339034444771764,467
669358,2021,full,0.009194442790749031,198
669358,2021,A,0.011532379811784706,116
656756,2021,full,0.009336237183622502,2561
656756,2021,B,0.009766875669906297,1256
608717,2021,full,0.006061604291158018,1373
608717,2021,B,0.006546912376287161,695
656546,2021,full,0.0012393751652510416,1353
656546,2021,A,0.0019898097534365787,719
571946,2021,full,0.0019684095927249155,272
571946,2021,A,0.0018492255628175902,166
570666,2021,full,0.009742255351342708,947
570666,2021,A,0.009171067033019373,517
592741,2021,full,0.010546507543509146,931
592741,2021,A,0.011887976796757925,486
663574,2021,full,0.005715585288564869,750
663574,2021,B,0.006093725588642904,336
683232,2021,full,0.0031910589757379784,452
683232,2021,B,0.0042299281316650235,189
607572,2021,A,0.010062608427331293,405
458677,2021,full,0.0024426543760823023,602
458677,2021,B,0.002332536506492732,304
641816,2021,full,0.009522241923323033,3172
641816,2021,A,0.009644075468729571,1602
660853,2021,full,0.008299456465723795,688
660853,2021,A,0.009634359423822058,351
668820,2021,full,0.007029274723144905,666
668820,2021,A,0.00772457469651932,353
592858,2021,full,0.0032398732633994757,399
592858,2021,B,0.0034023567130254465,180
472610,2021,full,0.005632454018537257,500
472610,2021,B,0.007887052330931786,263
592094,2021,full,0.0012806780394446252,215
592094,2021,B,0.002849852013368226,92
676831,2021,full,0.005695576855169672,399
676831,2021,A,0.0027356276426467614,210
621074,2021,full,0.007544727429382328,488
621074,2021,B,0.006640267652144726,273
547942,2021,full,0.005513329841271544,1767
547942,2021,A,0.006726299350588108,935
656730,2021,full,0.004799522587108773,458
656730,2021,B,0.006341578529545016,211
452657,2021,full,0.0035231416880915152,2358
452657,2021,B,0.0034642661180222657,1185
592716,2021,full,0.004261514318128272,544
592716,2021,B,0.005154515646429387,256
453343,2021,full,0.010728196527421857,1049
453343,2021,B,0.009137262225389575,523
606424,2021,A,0.008666905125328741,541
665645,2021,A,0.006857789186413397,80
657612,2021,full,0.010272214543049177,945
657612,2021,B,0.009752823163914681,461
666808,2021,full,0.010543227929994117,451
666808,2021,A,0.009678445853797001,246
543339,2021,full,0.007126408150171466,865
543339,2021,B,0.006430616501206635,425
501625,2021,full,0.009417634390942816,967
501625,2021,A,0.007548878077664953,481
641793,2021,full,0.009936924890383328,987
641793,2021,A,0.010013523934824024,563
572955,2021,full,0.007266571151125765,1041
572955,2021,A,0.007927811851754507,562
592332,2021,full,0.0078641345518895,2989
592332,2021,A,0.00793677354984999,1466
446321,2021,full,0.0047111205754306485,879
446321,2021,A,0.005794473192052247,462
605397,2021,full,0.008182500637697564,2902
605397,2021,B,0.007530374586518112,1507
608716,2021,A,0.00914134711017788,500
623474,2021,full,0.010535769042049668,296
623474,2021,B,0.009800570703869669,132
518553,2021,full,0.008527280050312717,1223
518553,2021,B,0.008784595637616976,623
623149,2021,full,0.00934647804299102,1104
623149,2021,B,0.009166171646234091,505
681810,2021,full,0.005191558747333879,285
681810,2021,B,0.005464552928028395,138
664948,2021,A,0.008442995412795988,442
681806,2021,full,0.009251737491452817,480
681806,2021,A,0.010426393562305682,234
594987,2021,A,0.00616751673397205,271
623167,2021,full,0.00808276708497075,2801
623167,2021,A,0.008341942614914197,1420
646242,2021,full,0.005673398894220314,236
646242,2021,A,0.0037646514975888763,138
656685,2021,full,0.008603928975447171,910
656685,2021,B,0.009467914680662442,388
543766,2021,B,0.004016581134029068,710
656529,2021,full,0.0017282616506460134,1259
656529,2021,B,0.0024614942918223023,589
607359,2021,full,0.0056914221980579535,703
607359,2021,B,0.008043270283662465,337
543475,2021,full,0.007777009549320021,2945
543475,2021,B,0.007577964861030083,1437
663986,2021,full,0.009657276803882654,1205
663986,2021,A,0.009140359065886809,648
663474,2021,full,0.00504636879508271,1970
663474,2021,A,0.0025494523811086336,982
519151,2021,full,0.008511107012099273,952
519151,2021,B,0.01031868940144333,456
642758,2021,A,0.008877622784322926,97
608665,2021,full,0.004494675629298778,861
608665,2021,A,0.005444377803997197,431
594580,2021,full,0.004165591021793461,165
594580,2021,B,0.004605698337265097,99
548384,2021,full,0.01160616178377755,859
548384,2021,B,0.014068494528456706,447
621076,2021,full,0.0054563586317483755,2015
621076,2021,B,0.004940079137849847,986
592773,2021,full,0.005406121903601111,1160
592773,2021,B,0.005509435691967888,579
664208,2021,full,0.007517715826119142,1167
664208,2021,A,0.008079000560845545,563
543606,2021,full,0.009657024614634902,1838
543606,2021,B,0.00985600316887786,963
621112,2021,full,0.0068402288588499255,676
621112,2021,A,0.005673243237868652,346
548389,2021,full,0.009333725412878614,1677
548389,2021,B,0.00805936488340215,773
657093,2021,full,0.004323342747435195,956
657093,2021,B,0.0026928590138997678,480
666201,2021,full,0.005451651920058006,1823
666201,2021,B,0.005440784271441312,879
592831,2021,full,0.010270604336730889,248
592831,2021,A,0.011347331571621324,165
607644,2021,full,0.010455946769407738,2317
607644,2021,B,0.009978986056523767,1092
570663,2021,full,0.004572887519318438,1177
570663,2021,B,0.004288347502937146,604
656354,2021,full,0.006024454629975604,471
656354,2021,A,0.0058279040785557765,238
607560,2021,full,0.009099092477473852,562
607560,2021,B,0.010564721323836634,269
666168,2021,full,-0.0015905439369367374,418
666168,2021,A,-0.0043457543897711445,220
663432,2021,full,0.0024648507238188956,662
663432,2021,B,0.0016118712239265806,354
493603,2021,full,0.0033629598058044358,1135
493603,2021,A,0.001958277970799992,606
640448,2021,A,0.007016172322672409,568
518489,2021,full,0.003408717172647653,197
518489,2021,A,-0.0002266186551318197,110
608723,2021,full,0.004762574503648533,1013
608723,2021,A,0.006039688336184653,478
572070,2021,A,0.005454691811339808,1134
680686,2021,full,0.005350283732776363,1200
680686,2021,B,0.005145916023964341,614
656557,2021,full,0.008586065657916067,1142
656557,2021,B,0.009845937145197924,542
552640,2021,B,0.013093133170146974,467
656061,2021,full,0.00372388532998312,639
656061,2021,B,0.001297734987075398,315
593334,2021,full,0.0068825235798030664,1569
593334,2021,B,0.009103242145069386,762
676596,2021,A,0.008665552738630719,783
545343,2021,full,0.009874633019042121,543
545343,2021,A,0.0109447090036144,262
642528,2021,B,0.006526272127335621,589
593974,2021,A,0.010030548907575371,391
605280,2021,B,0.003096441055792649,507
641482,2021,full,0.006421068474351091,1517
641482,2021,B,0.007325524377532555,732
664126,2021,full,0.005024541477743094,773
664126,2021,A,0.005398530472157194,384
663556,2021,full,0.007662245514880678,1947
663556,2021,A,0.0067115318763438705,1004
642152,2021,B,0.004353084363824423,558
554340,2021,full,0.010949959339593066,939
554340,2021,B,0.011604663147865409,475
500610,2021,full,0.005337783564247224,1079
500610,2021,A,0.004127658209149676,549
433589,2021,full,0.006434071858198916,1075
433589,2021,B,0.008647323452803245,559
664299,2021,full,0.004269043624552474,1781
664299,2021,B,0.004272803610672616,902
518617,2021,full,0.004300829441394532,1114
518617,2021,A,0.004510873966643821,516
640455,2021,full,0.0078115726554986754,2967
640455,2021,B,0.00860173419902892,1489
664208,2021,B,0.00699453154524003,604
664285,2021,full,0.00038056580732296003,2070
664285,2021,B,0.0018387426283510368,1023
621242,2021,full,0.0071427972119703625,984
621242,2021,A,0.006163998786469216,480
455119,2021,A,0.010098437431341917,321
543507,2021,full,0.007776582333675466,1115
543507,2021,B,0.007964133665474585,573
669276,2021,A,0.01032103372052773,9
592390,2021,A,0.012235171798425804,535
675911,2021,A,0.011581262805131375,16
544727,2021,full,0.004071076785965044,1008
544727,2021,A,0.0019563923939926236,543
657097,2021,A,0.0062200278294735995,261
656731,2021,full,0.008176166321829778,1545
656731,2021,B,0.010409903433170546,748
660623,2021,full,0.006975251886404362,1469
660623,2021,B,0.008472658138263329,749
608032,2021,A,0.004445896745372698,478
605525,2021,A,0.0035478918476944147,396
592761,2021,B,0.006427454868331458,1067
656458,2021,B,0.005405920643033853,358
641755,2021,A,0.005397542735120495,598
461325,2021,full,0.0029510049606456886,406
461325,2021,B,0.0013519191873619049,206
642068,2021,A,-0.002188123206109726,238
573009,2021,B,0.008012364767146856,240
528748,2021,full,0.007950010502152148,719
528748,2021,B,0.008096111417941405,392
622075,2021,A,0.0016248879142303106,416
592351,2021,full,0.006812194207279444,2518
592351,2021,A,0.006982485110777434,1336
521230,2021,B,0.012489191535852323,597
571871,2021,full,0.0067817286399228785,348
571871,2021,B,0.008649974301168614,185
518886,2021,full,0.004441037957990519,983
518886,2021,A,0.003054532307925848,532
650530,2021,full,-0.001791754441322918,726
650530,2021,A,-0.004538816332329764,348
572193,2021,B,0.007708359972260246,445
503449,2021,full,0.0036491496461360843,1547
503449,2021,A,0.00377063438078413,759
676979,2021,full,0.00520080034738321,911
676979,2021,B,0.004608914703890071,520
458681,2021,full,0.006673944224696629,2495
458681,2021,B,0.005416787800206949,1274
445276,2021,full,0.0066908943795947005,1064
445276,2021,A,0.006419531699305624,567
519326,2021,B,0.005520385582596261,477
523260,2021,full,0.005892967894325645,707
523260,2021,B,0.0049665632239500705,338
608718,2021,B,0.011192320385380101,601
594311,2021,A,0.00445123273000424,161
595014,2021,full,0.011595698995740799,1085
595014,2021,B,0.010941455464251284,560
677865,2021,B,0.009515951333766346,122
641778,2021,full,0.006105257915940608,1938
641778,2021,B,0.004895375977316268,964
623465,2021,full,0.014994897541877847,243
623465,2021,B,0.014091708159973484,130
681911,2021,full,0.006615962359055636,646
681911,2021,A,0.008179095304929955,339
660813,2021,full,0.011323991628106342,518
660813,2021,B,0.011048081072007805,236
477132,2021,full,0.009238822104191845,1795
477132,2021,B,0.009593826357205683,896
429722,2021,full,0.006457657365846108,1060
429722,2021,B,0.00835181846252679,421
543056,2021,full,0.007032871895640594,525
543056,2021,A,0.005689267715757066,252
518813,2021,full,0.006515827506321636,989
518813,2021,A,0.007064119155687816,525
663558,2021,full,-0.002379683317656145,162
663558,2021,A,-0.005655915007089846,109
642100,2021,B,0.014196941893107155,62
608652,2021,full,0.005446036210717009,473
608652,2021,B,0.003838801214401268,269
669169,2021,full,0.006664483343503934,248
669169,2021,A,0.004307822286287838,161
607231,2021,full,3.435648650444852e-05,1956
607231,2021,A,-3.204113641898268e-05,1004
453178,2021,B,0.008168995405242619,442
543258,2021,full,0.005148575781969409,29
543258,2021,B,0.007590964164760796,14
593576,2021,A,0.008329329629328482,633
571479,2021,full,0.006944547695280846,83
571479,2021,A,0.010337710704922487,57
624133,2021,full,0.0072219965599127954,1605
624133,2021,A,0.0067110528980578385,883
647315,2021,A,0.005354832695190884,468
605507,2021,A,0.008377251665474105,635
645261,2021,full,0.007698182967519557,3067
645261,2021,A,0.007517956274773948,1552
628452,2021,B,0.013148455794802219,526
650895,2021,full,0.009793996446414502,928
650895,2021,A,0.010667582521476529,495
518553,2021,A,0.008260100698828455,600
623149,2021,A,0.009498489278988102,599
650671,2021,A,0.006645760809059714,240
594577,2021,A,0.0079177932888564,626
594835,2021,full,0.008678536972400935,2316
594835,2021,A,0.008235545718579538,1236
660761,2021,full,0.007401845368607305,1566
660761,2021,A,0.008286362298106885,829
605447,2021,full,0.005558558988876123,1028
