pid,season,half,stuffRaw,stuffN
592716,2021,full,-0.0067559485,554
592716,2021,A,-0.008147555,290
592716,2021,B,-0.0052272896,264
592717,2021,full,-0.0056685256,595
592717,2021,A,-0.004802049,320
592717,2021,B,-0.0066767884,275
680704,2021,full,0.0069952314,603
680704,2021,A,0.007777302,319
680704,2021,B,0.006116779,284
663776,2021,full,0.0005325313,1443
663776,2021,A,0.00035882308,744
663776,2021,B,0.00071742246,699
665665,2021,full,0.00026005704,180
665665,2021,A,-1.0011665e-05,92
665665,2021,B,0.00054240157,88
642701,2021,full,-8.6966e-05,907
642701,2021,A,0.0002542964,462
642701,2021,B,-0.0004412655,445
650828,2021,full,0.00039863685,609
650828,2021,A,-0.0016978336,309
650828,2021,B,0.002558001,300
429722,2021,full,-0.008084545,1063
429722,2021,A,-0.008884148,642
429722,2021,B,-0.0068651983,421
502327,2021,full,-0.0044621807,490
502327,2021,A,-0.004404139,328
502327,2021,B,-0.0045796973,162
663574,2021,full,-2.1996071e-05,761
663574,2021,A,0.00013862735,420
663574,2021,B,-0.00021983137,341
665733,2021,full,-0.004457686,176
665733,2021,A,-0.0061646234,92
665733,2021,B,-0.0025881832,84
666619,2021,full,0.005316133,53
666619,2021,A,0.007195459,38
666619,2021,B,0.0005551702,15
642048,2021,full,-0.0060266876,432
642048,2021,A,-0.005975773,259
642048,2021,B,-0.0061029126,173
617228,2021,full,0.0014394391,944
617228,2021,A,0.0031649994,479
617228,2021,B,-0.00033807344,465
622250,2021,full,-0.0006884006,1078
622250,2021,A,-0.0014245622,589
622250,2021,B,0.00019830544,489
669135,2021,full,-0.0042688306,198
669135,2021,A,-0.004836608,124
669135,2021,B,-0.003317419,74
453286,2021,full,0.0028469511,2821
453286,2021,A,0.0028889598,1305
453286,2021,B,0.0028107895,1516
657376,2021,full,-0.0044930573,143
657376,2021,A,-0.00633413,90
657376,2021,B,-0.0013667075,53
670167,2021,full,0.004890823,56
670167,2021,A,0.004890823,56
656945,2021,full,0.0006586631,1032
656945,2021,A,0.00046544574,554
656945,2021,B,0.0008826011,478
668687,2021,full,-0.0023053028,354
668687,2021,A,-0.00425577,205
668687,2021,B,0.00037822578,149
657756,2021,full,0.0009903357,43
657756,2021,A,0.0009903357,43
572125,2021,full,-0.0010050747,494
572125,2021,A,-0.0011071205,250
572125,2021,B,-0.0009005195,244
622608,2021,full,-0.0048971176,2405
622608,2021,A,-0.0046084747,1240
622608,2021,B,-0.005204342,1165
622663,2021,full,-0.0021663997,98
622663,2021,A,-0.0054689706,45
622663,2021,B,0.0006376704,53
623149,2021,full,0.009514698,1104
623149,2021,A,0.009828314,599
623149,2021,B,0.009142706,505
543766,2021,full,0.0010471577,1364
543766,2021,A,0.0005974396,652
543766,2021,B,0.0014589785,712
642068,2021,full,-0.003243025,456
642068,2021,A,-0.003188879,239
642068,2021,B,-0.0033026608,217
656954,2021,full,-0.005210433,1470
656954,2021,A,-0.0064387545,768
656954,2021,B,-0.0038666283,702
642073,2021,full,-0.0006114907,230
642073,2021,A,0.00053324545,123
642073,2021,B,-0.0019274019,107
595411,2021,full,-0.0046433485,278
595411,2021,A,-0.005290957,114
595411,2021,B,-0.004193181,164
533167,2021,full,-0.0045302496,1064
533167,2021,A,-0.0036644072,507
533167,2021,B,-0.005318369,557
592741,2021,full,0.0031306825,932
592741,2021,A,0.004036071,488
592741,2021,B,0.0021355713,444
608371,2021,full,0.0021911745,814
608371,2021,A,0.0022380692,378
608371,2021,B,0.0021505186,436
663903,2021,full,-0.002157671,2287
663903,2021,A,-0.0026690636,1131
663903,2021,B,-0.0016573374,1156
670087,2021,full,-0.0019522458,80
670087,2021,A,0.00062524126,39
670087,2021,B,-0.0044040014,41
669373,2021,full,-0.00080558285,2547
669373,2021,A,-0.00025203457,1289
669373,2021,B,-0.0013727717,1258
642083,2021,full,-0.00622848,566
642083,2021,A,-0.0073997527,278
642083,2021,B,-0.0050978772,288
656970,2021,full,-0.011320723,52
656970,2021,A,-0.011320723,52
572143,2021,full,-0.004603045,678
572143,2021,A,-0.0047958195,288
572143,2021,B,-0.0044606896,390
592761,2021,full,0.00021965474,2067
592761,2021,A,0.0007969144,994
592761,2021,B,-0.0003151041,1073
622098,2021,full,1.854916e-05,610
622098,2021,A,-1.04008295e-05,329
622098,2021,B,5.244445e-05,281
501925,2021,full,0.0036863063,650
501925,2021,A,0.0030834614,334
501925,2021,B,0.0043234904,316
642092,2021,full,-0.00047461776,1070
642092,2021,A,0.00030992265,481
642092,2021,B,-0.0011153037,589
519293,2021,full,-0.003175264,1079
519293,2021,A,-0.004346085,545
519293,2021,B,-0.0019803247,534
592767,2021,full,-0.0021125064,2138
592767,2021,A,-0.0015847874,1133
592767,2021,B,-0.0027074378,1005
669912,2021,full,0.00031936658,111
669912,2021,A,-0.0009917122,55
669912,2021,B,0.0016070335,56
605483,2021,full,0.00018090064,2346
605483,2021,A,0.0005067477,1132
605483,2021,B,-0.00012293708,1214
676766,2021,full,0.0039127106,59
676766,2021,A,0.010424407,20
676766,2021,B,0.0005733803,39
656981,2021,full,-0.00495274,227
656981,2021,A,-0.0023420025,87
656981,2021,B,-0.006575127,140
465657,2021,full,2.1464382e-05,604
465657,2021,A,-0.00033527895,307
465657,2021,B,0.00039021927,297
642397,2021,full,-0.00027635944,1131
642397,2021,A,-0.0011542758,612
642397,2021,B,0.00075887155,519
642100,2021,full,-0.000805857,105
642100,2021,A,-7.3964926e-05,42
642100,2021,B,-0.001293785,63
665661,2021,full,-0.0023665584,82
665661,2021,A,-0.0032769789,42
665661,2021,B,-0.0014106169,40
605488,2021,full,-0.00018788908,751
605488,2021,A,0.00020356187,335
605488,2021,B,-0.00050311984,416
489334,2021,full,-0.00385439,1308
489334,2021,A,-0.004138667,691
489334,2021,B,-0.003536018,617
592773,2021,full,0.0015464287,1166
592773,2021,A,0.0022237615,585
592773,2021,B,0.0008644323,581
664054,2021,full,-0.0028496524,308
664054,2021,A,-0.00027659937,171
664054,2021,B,-0.006061273,137
622251,2021,full,-0.0013220793,1096
622251,2021,A,-0.0020382025,540
622251,2021,B,-0.000626564,556
608716,2021,full,-0.00037754764,1008
608716,2021,A,-5.366665e-06,504
608716,2021,B,-0.00074972876,504
657006,2021,full,-0.001884358,964
657006,2021,A,-0.00043629223,494
657006,2021,B,-0.0034063675,470
663986,2021,full,0.0043466194,1210
663986,2021,A,0.0034961302,652
663986,2021,B,0.005340381,558
596112,2021,full,0.0006764531,767
596112,2021,A,0.001767964,346
596112,2021,B,-0.00022060798,421
640464,2021,full,-0.008942694,237
640464,2021,A,-0.006766076,137
640464,2021,B,-0.011924663,100
680692,2021,full,-0.0046713683,15
680692,2021,A,-0.0046713683,15
476594,2021,full,-0.0032965068,168
476594,2021,A,-0.0012419132,100
476594,2021,B,-0.0063179675,68
621381,2021,full,0.0021770026,136
621381,2021,A,0.004180839,53
621381,2021,B,0.0008974445,83
544931,2021,full,-0.005018142,362
544931,2021,A,-0.0058501735,187
544931,2021,B,-0.0041290578,175
608717,2021,full,-0.0036067986,1374
608717,2021,A,-0.00418122,679
608717,2021,B,-0.0030456008,695
519326,2021,full,0.000616784,980
519326,2021,A,0.00061464094,497
519326,2021,B,0.0006189892,483
675911,2021,full,0.0042746207,38
675911,2021,A,0.010758161,16
675911,2021,B,-0.00044068042,22
548389,2021,full,-0.0056395344,1684
548389,2021,A,-0.005534019,911
548389,2021,B,-0.0057638865,773
573186,2021,full,-0.0028058079,2741
573186,2021,A,-0.0031916955,1474
573186,2021,B,-0.0023568743,1267
467008,2021,full,-0.0026770832,45
467008,2021,A,-0.0019188108,20
467008,2021,B,-0.0032837011,25
660761,2021,full,-0.0021568988,1573
660761,2021,A,-0.0017775852,831
660761,2021,B,-0.0025817095,742
624133,2021,full,-0.0031341368,1614
624133,2021,A,-0.0034621533,889
624133,2021,B,-0.0027319207,725
593833,2021,full,-0.0036503922,761
593833,2021,A,-0.0016132513,385
593833,2021,B,-0.0057362933,376
642121,2021,full,-0.0005477526,1070
642121,2021,A,-0.002433559,528
642121,2021,B,0.0012893429,542
608718,2021,full,-0.004466628,1216
608718,2021,A,-0.004721362,609
608718,2021,B,-0.004211055,607
657024,2021,full,0.004202426,564
657024,2021,A,0.0030912815,308
657024,2021,B,0.005539272,256
461872,2021,full,-0.0004192,199
461872,2021,A,-0.00026952938,99
461872,2021,B,-0.0005673739,100
592789,2021,full,-0.0038941044,26
592789,2021,A,-0.0018768428,10
592789,2021,B,-0.005154892,16
663378,2021,full,-0.013476924,82
663378,2021,A,-0.013476924,82
650911,2021,full,-0.0059069456,211
650911,2021,A,-0.0040755398,104
650911,2021,B,-0.007687003,107
667376,2021,full,-0.00027562966,470
667376,2021,A,0.0009238188,204
667376,2021,B,-0.0011955076,266
592791,2021,full,-0.00035674917,2372
592791,2021,A,-0.00034729953,1228
592791,2021,B,-0.0003668927,1144
593619,2021,full,0.0034562084,520
593619,2021,A,0.0029829983,260
593619,2021,B,0.003929419,260
605501,2021,full,-0.003549068,15
605501,2021,A,-0.003549068,15
622253,2021,full,0.00022066743,1042
622253,2021,A,0.0009996777,512
622253,2021,B,-0.00053188595,530
642130,2021,full,-0.00075071654,748
642130,2021,A,-1.6828271e-05,371
642130,2021,B,-0.001472925,377
657031,2021,full,-0.0028148855,791
657031,2021,A,-0.0015540736,402
657031,2021,B,-0.0041178335,389
527054,2021,full,-0.0036950293,90
527054,2021,A,-0.0036950293,90
572193,2021,full,-0.00091346947,948
572193,2021,A,-0.0013242039,501
572193,2021,B,-0.0004531161,447
573204,2021,full,0.0023317377,1105
573204,2021,A,0.002126023,561
573204,2021,B,0.0025438808,544
624522,2021,full,-0.0012709363,966
624522,2021,A,-0.0022088878,394
624522,2021,B,-0.00062486524,572
666168,2021,full,-0.0056229495,424
666168,2021,A,-0.00721999,220
666168,2021,B,-0.0039006507,204
657044,2021,full,0.013625299,483
657044,2021,A,0.01264748,201
657044,2021,B,0.014322258,282
605507,2021,full,-0.0031659373,1194
605507,2021,A,-0.0033659854,645
605507,2021,B,-0.0029309082,549
663423,2021,full,-8.876103e-05,908
663423,2021,A,-0.0007714295,481
663423,2021,B,0.00068024045,427
626929,2021,full,-0.009760758,251
626929,2021,A,-0.010595018,178
626929,2021,B,-0.007726535,73
676709,2021,full,-0.005399684,142
676709,2021,A,-0.0076181,67
676709,2021,B,-0.0034178984,75
622786,2021,full,0.0015137279,32
622786,2021,A,0.0015137279,32
664789,2021,full,-0.02711757,1
664789,2021,A,-0.02711757,1
458708,2021,full,-0.002699382,808
458708,2021,A,-0.0027566697,349
458708,2021,B,-0.0026558232,459
623437,2021,full,0.00353662,88
623437,2021,A,0.004067253,36
623437,2021,B,0.0031692593,52
657053,2021,full,-0.003940567,819
657053,2021,A,-0.0047688377,464
657053,2021,B,-0.0028579817,355
595014,2021,full,0.0060387687,1095
595014,2021,A,0.0069528604,526
595014,2021,B,0.005193756,569
642152,2021,full,-0.0030413761,1162
642152,2021,A,-0.003945246,617
642152,2021,B,-0.002018096,545
607374,2021,full,-0.008119451,120
607374,2021,A,-0.008096482,84
607374,2021,B,-0.008173046,36
605513,2021,full,-6.460205e-05,775
605513,2021,A,0.00015275004,397
605513,2021,B,-0.00029287918,378
457759,2021,full,-0.02677012,1
457759,2021,A,-0.02677012,1
667725,2021,full,-0.0038322527,190
667725,2021,A,-0.0012710715,120
667725,2021,B,-0.008222849,70
670955,2021,full,-0.0016762002,361
670955,2021,A,-0.002269999,186
670955,2021,B,-0.001045077,175
621249,2021,full,-0.0024877263,1177
621249,2021,A,-0.0028424757,622
621249,2021,B,-0.0020901517,555
570632,2021,full,-0.0053397575,1694
570632,2021,A,-0.0058151586,872
570632,2021,B,-0.004835439,822
664353,2021,full,0.0036886667,1631
664353,2021,A,0.00446519,888
664353,2021,B,0.0027606005,743
628711,2021,full,0.0035366756,2786
628711,2021,A,0.0025636167,1367
628711,2021,B,0.004474076,1419
642162,2021,full,-0.07340497,1
642162,2021,A,-0.07340497,1
491624,2021,full,-0.017640125,757
491624,2021,A,-0.016468853,348
491624,2021,B,-0.018636711,409
664285,2021,full,-0.0044925823,2089
664285,2021,A,-0.0054906947,1055
664285,2021,B,-0.003474199,1034
570488,2021,full,-0.0033657358,682
570488,2021,A,-0.0028284902,305
570488,2021,B,-0.004589034,339
607755,2021,full,-0.0006401725,27
607755,2021,A,0.0037053814,15
607755,2021,B,-0.0060721147,12
592826,2021,full,-0.0018185083,1750
592826,2021,A,-0.0030954296,875
592826,2021,B,-0.0005415874,875
681911,2021,full,0.0039852234,651
681911,2021,A,0.005982127,342
681911,2021,B,0.0017750568,309
676684,2021,full,-0.0049424786,607
676684,2021,A,-0.0042994665,320
676684,2021,B,-0.0056594247,287
543883,2021,full,0.0013981203,182
543883,2021,A,0.001440778,125
543883,2021,B,0.001304573,57
608723,2021,full,-0.0002989877,1021
608723,2021,A,0.000367225,480
608723,2021,B,-0.0008900822,541
608379,2021,full,-0.00408965,1974
608379,2021,A,-0.0046457713,972
608379,2021,B,-0.0035501798,1002
663399,2021,full,-0.002102325,213
663399,2021,A,-0.0018045809,113
663399,2021,B,-0.0024387755,100
592831,2021,full,-0.004818552,248
592831,2021,A,-0.004314408,165
592831,2021,B,-0.0058207656,83
425794,2021,full,-0.002210141,3057
425794,2021,A,-0.0028054148,1516
425794,2021,B,-0.0016245245,1541
592836,2021,full,-0.0029104254,2546
592836,2021,A,-0.002586682,1231
592836,2021,B,-0.0032134883,1315
681806,2021,full,-0.00086028513,483
681806,2021,A,0.0009668205,237
681806,2021,B,-0.0026205454,246
605521,2021,full,0.0010633379,338
605521,2021,A,0.0023274187,178
605521,2021,B,-0.0003429517,160
681810,2021,full,0.0015914192,286
681810,2021,A,0.0006026591,147
681810,2021,B,0.0026370862,139
657093,2021,full,-0.0042626252,960
657093,2021,A,-0.004969616,477
657093,2021,B,-0.0035644171,483
453265,2021,full,-0.0008450171,866
453265,2021,A,-0.00034880484,437
453265,2021,B,-0.0013504826,429
677960,2021,full,-0.0042421008,1617
677960,2021,A,-0.0047309026,822
677960,2021,B,-0.0037366988,795
596133,2021,full,0.0009792297,1109
596133,2021,A,0.0012272792,592
596133,2021,B,0.0006951965,517
657097,2021,full,0.0016388819,568
657097,2021,A,0.0014449748,262
657097,2021,B,0.0018049065,306
657277,2021,full,0.0016223788,2214
657277,2021,A,0.0025000833,1105
657277,2021,B,0.0007478402,1109
643778,2021,full,-0.011867294,392
643778,2021,A,-0.01324264,192
643778,2021,B,-0.010546964,200
543901,2021,full,-0.0013882071,160
543901,2021,A,-0.0011179412,110
543901,2021,B,-0.0019827913,50
607179,2021,full,-0.0018408464,134
607179,2021,A,-0.0026160658,91
607179,2021,B,-0.0002002665,43
622256,2021,full,0.00633663,93
622256,2021,A,0.0053236037,58
622256,2021,B,0.00801536,35
649144,2021,full,-0.0067111044,754
649144,2021,A,-0.0070082312,439
649144,2021,B,-0.006297013,315
669330,2021,full,0.002247616,894
669330,2021,A,0.0021837614,462
669330,2021,B,0.0023159052,432
605525,2021,full,-0.0006440558,749
605525,2021,A,-0.0010027456,397
605525,2021,B,-0.00023951093,352
554430,2021,full,0.00386061,3194
554430,2021,A,0.0038472912,1617
554430,2021,B,0.0038742672,1577
669952,2021,full,0.00067610067,762
669952,2021,A,0.0007945025,459
669952,2021,B,0.0004967391,303
676831,2021,full,-0.003962533,401
676831,2021,A,-0.005904913,211
676831,2021,B,-0.0018054697,190
676477,2021,full,0.005315336,1150
676477,2021,A,0.006088277,567
676477,2021,B,0.0045636073,583
592858,2021,full,-0.0027640145,400
592858,2021,A,-0.0034491324,220
592858,2021,B,-0.0019266483,180
642203,2021,full,7.0604234e-05,1217
642203,2021,A,-0.0005762541,657
642203,2021,B,0.0008295076,560
623364,2021,full,0.00011678244,293
623364,2021,A,0.0017608122,198
623364,2021,B,-0.0033097216,95
642207,2021,full,0.009668531,976
642207,2021,A,0.009268603,482
642207,2021,B,0.010058745,494
592865,2021,full,-0.004078615,219
592865,2021,A,-0.0037239532,125
592865,2021,B,-0.0045502395,94
592866,2021,full,-0.0018223042,1532
592866,2021,A,-0.0009459406,845
592866,2021,B,-0.0029002186,687
669060,2021,full,-0.003069768,1136
669060,2021,A,-0.0036966025,550
669060,2021,B,-0.0024814415,586
458677,2021,full,-0.0044993865,604
458677,2021,A,-0.0043266574,300
458677,2021,B,-0.0046698432,304
595465,2021,full,-0.004049497,787
595465,2021,A,-0.0044026272,400
595465,2021,B,-0.0036845047,387
605538,2021,full,0.0014775693,785
605538,2021,A,0.0020657557,411
605538,2021,B,0.00083119323,374
621295,2021,full,-0.006154439,1018
621295,2021,A,-0.0058230506,502
621295,2021,B,-0.006476836,516
592879,2021,full,-0.0014139214,83
592879,2021,A,-0.0014139214,83
622072,2021,full,-0.00097375776,2195
622072,2021,A,-0.0010559219,1115
622072,2021,B,-0.00088893087,1080
621056,2021,full,0.0054329927,66
621056,2021,A,0.00392764,36
621056,2021,B,0.007239414,30
663765,2021,full,-0.0037812288,1156
663765,2021,A,-0.0040439027,567
663765,2021,B,-0.0035283659,589
605540,2021,full,0.0047114757,2802
605540,2021,A,0.005030969,1412
605540,2021,B,0.004386926,1390
519443,2021,full,-0.00079220184,515
519443,2021,A,-0.0010229597,292
519443,2021,B,-0.0004900438,223
605541,2021,full,-0.0037693079,325
605541,2021,A,-0.0044805747,184
605541,2021,B,-0.0028411308,141
657140,2021,full,-0.00598622,133
657140,2021,A,-0.004975737,78
657140,2021,B,-0.0074192695,55
642851,2021,full,-0.025366263,6
642851,2021,A,-0.025366263,6
664337,2021,full,-0.001523041,239
664337,2021,A,-0.0009775577,132
664337,2021,B,-0.0021959732,107
657141,2021,full,-0.0049297605,111
657141,2021,A,-0.00039368216,38
657141,2021,B,-0.007291007,73
660365,2021,full,-0.0047301096,592
660365,2021,A,-0.004708308,333
660365,2021,B,-0.0047581405,259
642232,2021,full,-0.007252817,2480
642232,2021,A,-0.007989283,1182
642232,2021,B,-0.006582169,1298
642233,2021,full,0.006253346,315
642233,2021,A,0.0051952396,164
642233,2021,B,0.007402548,151
660623,2021,full,-0.00029229943,1482
660623,2021,A,0.0006244675,729
660623,2021,B,-0.0011798465,753
622065,2021,full,-0.009256494,912
622065,2021,A,-0.008197866,470
622065,2021,B,-0.010382184,442
623354,2021,full,0.0020803832,65
623354,2021,A,0.0034031868,44
623354,2021,B,-0.0006912065,21
672582,2021,full,-0.0017119978,68
672582,2021,A,-0.0017119978,68
643615,2021,full,-0.006146002,286
643615,2021,A,-0.0034718115,190
643615,2021,B,-0.011438672,96
622092,2021,full,-0.006533645,934
622092,2021,A,-0.0070245317,482
622092,2021,B,-0.0060101785,452
669145,2021,full,-0.004228861,1105
669145,2021,A,-0.0038098437,560
669145,2021,B,-0.0046594106,545
519455,2021,full,-0.0040010414,82
519455,2021,A,-0.004450056,56
519455,2021,B,-0.0030339328,26
676604,2021,full,-0.0021074591,506
676604,2021,A,-0.0018123466,274
676604,2021,B,-0.0024559975,232
676969,2021,full,-0.004587893,910
676969,2021,A,-0.0050835167,452
676969,2021,B,-0.004098762,458
594798,2021,full,0.009649774,1226
594798,2021,A,0.009284568,641
594798,2021,B,0.010049941,585
676265,2022,full,-0.0023153874,845
676265,2022,A,-0.0016024985,447
676265,2022,B,-0.003116044,398
656061,2022,full,0.0015417055,707
656061,2022,A,0.0027660888,361
656061,2022,B,0.00026424203,346
650556,2022,full,0.0073786466,1019
650556,2022,A,0.007834268,520
650556,2022,B,0.0069038495,499
642758,2022,full,-0.005507181,1005
642758,2022,A,-0.005006679,510
642758,2022,B,-0.006022849,495
592094,2022,full,0.002898479,942
592094,2022,A,0.0035975738,453
592094,2022,B,0.0022508516,489
613534,2022,full,-0.0051112473,48
613534,2022,A,-0.0032867186,24
613534,2022,B,-0.0069357757,24
672851,2022,full,-0.004612408,1200
672851,2022,A,-0.00511456,631
672851,2022,B,-0.0040555405,569
669211,2022,full,0.0018382489,1235
669211,2022,A,0.0019232192,644
669211,2022,B,0.0017456585,591
660896,2022,full,0.0021681814,40
660896,2022,A,0.008671746,13
660896,2022,B,-0.0009631642,27
645261,2022,full,0.0026950766,3241
645261,2022,A,0.0025054852,1604
645261,2022,B,0.0028808462,1637
669920,2022,full,-0.001963252,1160
669920,2022,A,-0.0023918485,552
669920,2022,B,-0.0015741317,608
518397,2022,full,-0.0067873797,214
518397,2022,A,-0.0073298663,116
518397,2022,B,-0.0061452533,98
641302,2022,full,-0.0029539387,1591
641302,2022,A,-0.0033232947,843
641302,2022,B,-0.002537672,748
669935,2022,full,-0.00634629,152
669935,2022,A,-0.00932916,95
669935,2022,B,-0.0013748411,57
663465,2022,full,-0.0032128422,299
663465,2022,A,-0.0039025038,160
663465,2022,B,-0.0024189868,139
682027,2022,full,0.004151182,16
682027,2022,A,0.004151182,16
663531,2022,full,-0.005847423,164
663531,2022,A,-0.003783776,89
663531,2022,B,-0.008296282,75
622075,2022,full,0.009593136,466
622075,2022,A,0.009737428,254
622075,2022,B,0.009420258,212
621237,2022,full,0.006078154,881
621237,2022,A,0.0063920054,467
621237,2022,B,0.0057241237,414
501625,2022,full,-0.0034091948,273
501625,2022,A,-0.004891905,175
501625,2022,B,-0.0007614976,98
571439,2022,full,-0.0063813305,51
571439,2022,A,-0.0063813305,51
640470,2022,full,-0.0004531981,193
640470,2022,A,0.0016960369,115
640470,2022,B,-0.0036219424,78
502624,2022,full,-0.0039168745,493
502624,2022,A,-0.005951822,264
502624,2022,B,-0.0015709095,229
666120,2022,full,-0.0035976237,1998
666120,2022,A,-0.0032641827,962
666120,2022,B,-0.0039072474,1036
641312,2022,full,0.007859113,21
641312,2022,A,0.007859113,21
542881,2022,full,-0.002983057,2575
542881,2022,A,-0.0024258406,1251
542881,2022,B,-0.0035095506,1324
571446,2022,full,-0.008294278,149
571446,2022,A,-0.00802535,68
571446,2022,B,-0.008520044,81
644364,2022,full,0.0017295891,677
644364,2022,A,0.0009728713,348
644364,2022,B,0.002530008,329
502042,2022,full,-0.0023470698,1787
502042,2022,A,-0.0023183548,909
502042,2022,B,-0.0023767992,878
685503,2022,full,-0.0009704342,390
685503,2022,A,-0.001394888,278
685503,2022,B,8.312044e-05,112
542888,2022,full,0.004724938,1047
542888,2022,A,0.0035927542,506
542888,2022,B,0.0057838745,541
676879,2022,full,0.00206216,1876
676879,2022,A,0.0009953105,1033
676879,2022,B,0.003369462,843
668933,2022,full,0.0022150828,1654
668933,2022,A,0.0032938346,860
668933,2022,B,0.0010466612,794
665871,2022,full,-0.0009566066,690
665871,2022,A,-0.0024828769,379
665871,2022,B,0.00090338226,311
658648,2022,full,-0.000795476,70
658648,2022,A,-0.0021174788,16
658648,2022,B,-0.00040377144,54
673258,2022,full,-0.0065429257,25
673258,2022,A,0.0073691555,12
673258,2022,B,-0.019384848,13
641329,2022,full,0.003959388,1181
641329,2022,A,0.0050033173,576
641329,2022,B,0.002965499,605
607455,2022,full,-0.003080722,551
607455,2022,A,-0.0035180838,293
607455,2022,B,-0.002584028,258
621383,2022,full,3.869378e-05,897
621383,2022,A,2.9840478e-05,462
621383,2022,B,4.8096503e-05,435
544365,2022,full,-0.0031278632,718
544365,2022,A,-0.002801396,359
544365,2022,B,-0.0034543301,359
453268,2022,full,0.0043044505,953
453268,2022,A,0.002397021,478
453268,2022,B,0.0062239263,475
572703,2022,full,0.0058694044,241
572703,2022,A,0.0063758628,144
572703,2022,B,0.005117548,97
673316,2022,full,-0.00054169324,54
673316,2022,A,-0.0004183282,32
673316,2022,B,-0.0007211334,22
669618,2022,full,0.0026667493,553
669618,2022,A,0.0023719976,292
669618,2022,B,0.0029965097,261
605130,2022,full,0.002015117,1198
605130,2022,A,0.0019426693,604
605130,2022,B,0.0019682595,575
606930,2022,full,0.0029242607,361
606930,2022,A,0.0011561298,187
606930,2022,B,0.0048244935,174
598264,2022,full,-0.0009841378,693
598264,2022,A,-0.0007362698,350
598264,2022,B,-0.0012370641,343
607457,2022,full,-0.0008389982,139
607457,2022,A,-0.002400716,73
607457,2022,B,0.0008883564,66
642545,2022,full,-0.0019972497,1123
642545,2022,A,-0.0022339572,595
642545,2022,B,-0.001730506,528
542914,2022,full,0.0030917744,986
542914,2022,A,0.0023851967,467
542914,2022,B,0.0037275578,519
605135,2022,full,0.0006704678,2884
605135,2022,A,0.0016415772,1479
605135,2022,B,-0.00035178917,1405
657508,2022,full,-0.0038686276,579
657508,2022,A,-0.0038069198,302
657508,2022,B,-0.003935906,277
642585,2022,full,0.008238915,994
642585,2022,A,0.009567348,487
642585,2022,B,0.0069628856,507
669358,2022,full,0.0040722126,444
669358,2022,A,0.0045999093,220
669358,2022,B,0.0035539386,224
660825,2022,full,0.0020343321,236
660825,2022,A,0.0018783167,141
660825,2022,B,0.0022658915,95
676886,2022,full,0.004849815,271
676886,2022,A,0.008485998,145
676886,2022,B,0.00066531874,126
670280,2022,full,0.004099211,842
670280,2022,A,0.004063164,441
670280,2022,B,0.004138854,401
595881,2022,full,0.0003408345,1072
595881,2022,A,-5.5272517e-06,573
595881,2022,B,0.0007385607,499
656222,2022,full,-0.0014746091,999
656222,2022,A,-0.0028896509,514
656222,2022,B,2.504372e-05,485
571479,2022,full,0.000655066,963
571479,2022,A,-0.000260143,527
571479,2022,B,0.0017612933,436
678394,2022,full,0.0017172414,997
678394,2022,A,0.0010545751,507
678394,2022,B,0.002402898,490
669622,2022,full,0.0046035396,274
669622,2022,A,0.0058869775,142
669622,2022,B,0.003222871,132
657514,2022,full,0.0004731474,41
657514,2022,A,0.0060352813,6
657514,2022,B,-0.00048036122,35
621244,2022,full,0.0037183913,2721
621244,2022,A,0.0039989403,1344
621244,2022,B,0.0034445657,1377
641360,2022,full,0.0061570285,990
641360,2022,A,0.0066459444,468
641360,2022,B,0.005718691,522
669456,2022,full,-0.0014538473,2874
669456,2022,A,-0.0013555214,1483
669456,2022,B,-0.0015586761,1391
656232,2022,full,-0.0007073432,226
656232,2022,A,-0.0006760393,138
656232,2022,B,-0.00075643306,88
656234,2022,full,-0.00379181,745
656234,2022,A,-0.0032962624,363
656234,2022,B,-0.00426271,382
621389,2022,full,-0.008148825,674
621389,2022,A,-0.00925696,322
621389,2022,B,-0.0071351323,352
621112,2022,full,-0.0014284092,1762
621112,2022,A,-0.0014786215,889
621112,2022,B,-0.0013772763,873
669854,2022,full,0.00047990115,120
669854,2022,A,-0.00031582295,74
669854,2022,B,0.0017599781,46
542947,2022,full,-0.0012355818,768
542947,2022,A,-0.0015358272,376
542947,2022,B,-0.00094759115,392
671790,2022,full,-0.0042176205,332
671790,2022,A,-0.00353061,184
671790,2022,B,-0.0050717415,148
621366,2022,full,-0.0039202645,415
621366,2022,A,-0.0029452906,217
621366,2022,B,-0.004988797,198
502202,2022,full,-0.0001701171,1090
502202,2022,A,0.00029285188,515
502202,2022,B,-0.0005847761,575
571510,2022,full,-0.00012757577,192
571510,2022,A,-0.0009117764,94
571510,2022,B,0.0006246168,98
611093,2022,full,-0.0018002006,65
611093,2022,A,-0.0032327936,53
611093,2022,B,0.004527082,12
680694,2022,full,0.0046888916,1993
680694,2022,A,0.0051035015,1077
680694,2022,B,0.0042014094,916
605151,2022,full,-0.0041735745,305
605151,2022,A,-0.006045656,149
605151,2022,B,-0.00256844,136
666374,2022,full,0.0066448767,931
666374,2022,A,0.0064212508,526
666374,2022,B,0.006935314,405
518489,2022,full,0.002777357,985
518489,2022,A,0.0024549952,477
518489,2022,B,0.0030800472,508
643230,2022,full,-0.0010883585,157
643230,2022,A,-0.0019588845,72
643230,2022,B,-0.00035097153,85
623211,2022,full,0.003426579,631
623211,2022,A,0.0028465036,316
623211,2022,B,0.0040084957,315
605154,2022,full,0.004803331,1091
